gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,fyr,costat
6078,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6081,31/10/2006,2006,INDL,C,D,STD,USD,10,A
6081,31/10/2007,2007,INDL,C,D,STD,USD,10,A
6081,31/10/2008,2008,INDL,C,D,STD,USD,10,A
6081,31/10/2009,2009,INDL,C,D,STD,USD,10,A
6081,31/10/2010,2010,INDL,C,D,STD,USD,10,A
6081,31/10/2011,2011,INDL,C,D,STD,USD,10,A
6081,31/10/2012,2012,INDL,C,D,STD,USD,10,A
6081,31/10/2013,2013,INDL,C,D,STD,USD,10,A
6081,31/10/2014,2014,INDL,C,D,STD,USD,10,A
6081,31/10/2015,2015,INDL,C,D,STD,USD,10,A
6082,31/10/2006,2006,INDL,C,D,STD,USD,10,I
6082,31/10/2007,2007,INDL,C,D,STD,USD,10,I
6082,31/10/2008,2008,INDL,C,D,STD,USD,10,I
6082,31/10/2009,2009,INDL,C,D,STD,USD,10,I
6097,30/09/2006,2006,INDL,C,D,STD,USD,9,I
6097,30/09/2007,2007,INDL,C,D,STD,USD,9,I
6097,30/09/2008,2008,INDL,C,D,STD,USD,9,I
6097,30/09/2009,2009,INDL,C,D,STD,USD,9,I
6097,30/09/2010,2010,INDL,C,D,STD,USD,9,I
6097,30/09/2011,2011,INDL,C,D,STD,USD,9,I
6097,30/09/2012,2012,INDL,C,D,STD,USD,9,I
6097,30/09/2013,2013,INDL,C,D,STD,USD,9,I
6097,30/09/2014,2014,INDL,C,D,STD,USD,9,I
6104,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6104,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6104,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6104,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6104,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6104,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6104,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6104,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6104,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6104,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6109,30/06/2006,2006,INDL,C,D,STD,USD,6,I
6109,30/06/2007,2007,INDL,C,D,STD,USD,6,I
6109,30/06/2008,2008,INDL,C,D,STD,USD,6,I
6109,30/06/2009,2009,INDL,C,D,STD,USD,6,I
6109,30/06/2010,2010,INDL,C,D,STD,USD,6,I
6109,30/06/2011,2011,INDL,C,D,STD,USD,6,I
6109,30/06/2012,2012,INDL,C,D,STD,USD,6,I
6109,30/06/2013,2013,INDL,C,D,STD,USD,6,I
6109,30/06/2014,2014,INDL,C,D,STD,USD,6,I
6115,31/12/2006,2006,INDL,C,D,STD,USD,12,I
6115,31/12/2007,2007,INDL,C,D,STD,USD,12,I
6115,31/12/2008,2008,INDL,C,D,STD,USD,12,I
6115,31/12/2009,2009,INDL,C,D,STD,USD,12,I
6115,31/12/2010,2010,INDL,C,D,STD,USD,12,I
6115,31/12/2011,2011,INDL,C,D,STD,USD,12,I
6115,31/12/2012,2012,INDL,C,D,STD,USD,12,I
6115,31/12/2013,2013,INDL,C,D,STD,USD,12,I
6115,31/12/2014,2014,INDL,C,D,STD,USD,12,I
6115,31/12/2015,2015,INDL,C,D,STD,USD,12,I
6116,30/11/2006,2006,INDL,C,D,STD,USD,11,I
6116,30/11/2007,2007,INDL,C,D,STD,USD,11,I
6116,30/11/2008,2008,INDL,C,D,STD,USD,11,I
6116,30/11/2009,2009,INDL,C,D,STD,USD,11,I
6116,30/11/2010,2010,INDL,C,D,STD,USD,11,I
6116,30/11/2011,2011,INDL,C,D,STD,USD,11,I
6116,30/11/2012,2012,INDL,C,D,STD,USD,11,I
6116,30/11/2013,2013,INDL,C,D,STD,USD,11,I
6116,30/11/2014,2014,INDL,C,D,STD,USD,11,I
6116,30/11/2015,2015,INDL,C,D,STD,USD,11,I
6136,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6136,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6136,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6136,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6136,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6136,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6136,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6136,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6136,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6136,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6158,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6158,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6158,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6158,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6158,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6158,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6158,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6158,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6158,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6158,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6178,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6178,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6178,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6178,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6178,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6178,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6178,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6178,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6178,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6178,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6196,31/12/2006,2006,INDL,C,D,STD,USD,12,I
6196,31/12/2007,2007,INDL,C,D,STD,USD,12,I
6196,31/12/2008,2008,INDL,C,D,STD,USD,12,I
6196,31/12/2009,2009,INDL,C,D,STD,USD,12,I
6196,31/12/2010,2010,INDL,C,D,STD,USD,12,I
6196,31/12/2011,2011,INDL,C,D,STD,USD,12,I
6196,31/12/2012,2012,INDL,C,D,STD,USD,12,I
6196,31/12/2013,2013,INDL,C,D,STD,USD,12,I
6196,31/12/2014,2014,INDL,C,D,STD,USD,12,I
6196,31/12/2015,2015,INDL,C,D,STD,USD,12,I
6207,31/07/2006,2006,INDL,C,D,STD,USD,7,I
6223,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6223,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6223,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6223,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6223,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6223,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6223,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6223,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6223,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6223,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6239,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6239,31/12/2006,2006,FS,C,D,STD,USD,12,A
6239,31/12/2007,2007,FS,C,D,STD,USD,12,A
6239,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6239,31/12/2008,2008,FS,C,D,STD,USD,12,A
6239,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6239,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6239,31/12/2009,2009,FS,C,D,STD,USD,12,A
6239,30/11/2010,2010,INDL,C,D,STD,USD,11,A
6239,30/11/2010,2010,FS,C,D,STD,USD,11,A
6239,30/11/2011,2011,INDL,C,D,STD,USD,11,A
6239,30/11/2011,2011,FS,C,D,STD,USD,11,A
6239,30/11/2012,2012,FS,C,D,STD,USD,11,A
6239,30/11/2012,2012,INDL,C,D,STD,USD,11,A
6239,30/11/2013,2013,INDL,C,D,STD,USD,11,A
6239,30/11/2013,2013,FS,C,D,STD,USD,11,A
6239,30/11/2014,2014,INDL,C,D,STD,USD,11,A
6239,30/11/2014,2014,FS,C,D,STD,USD,11,A
6239,30/11/2015,2015,INDL,C,D,STD,USD,11,A
6239,30/11/2015,2015,FS,C,D,STD,USD,11,A
6242,31/12/2006,2006,INDL,C,D,STD,USD,12,I
6242,31/12/2007,2007,INDL,C,D,STD,USD,12,I
6242,31/12/2008,2008,INDL,C,D,STD,USD,12,I
6242,31/12/2009,2009,INDL,C,D,STD,USD,12,I
6242,31/12/2010,2010,INDL,C,D,STD,USD,12,I
6253,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6253,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6253,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6253,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6253,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6253,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6253,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6253,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6253,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6253,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6266,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6266,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6266,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6266,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6266,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6266,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6266,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6266,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6266,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6266,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6304,30/06/2006,2006,INDL,C,D,STD,USD,6,A
6304,30/06/2007,2007,INDL,C,D,STD,USD,6,A
6304,30/06/2008,2008,INDL,C,D,STD,USD,6,A
6304,30/06/2009,2009,INDL,C,D,STD,USD,6,A
6304,30/06/2010,2010,INDL,C,D,STD,USD,6,A
6304,30/06/2011,2011,INDL,C,D,STD,USD,6,A
6304,30/06/2012,2012,INDL,C,D,STD,USD,6,A
6304,30/06/2013,2013,INDL,C,D,STD,USD,6,A
6304,30/06/2014,2014,INDL,C,D,STD,USD,6,A
6304,30/06/2015,2015,INDL,C,D,STD,USD,6,A
6307,31/01/2007,2006,INDL,C,D,STD,USD,1,A
6307,31/01/2008,2007,INDL,C,D,STD,USD,1,A
6307,31/01/2009,2008,INDL,C,D,STD,USD,1,A
6307,31/01/2010,2009,INDL,C,D,STD,USD,1,A
6307,31/01/2011,2010,INDL,C,D,STD,USD,1,A
6307,31/01/2012,2011,INDL,C,D,STD,USD,1,A
6307,31/01/2013,2012,INDL,C,D,STD,USD,1,A
6307,31/01/2014,2013,INDL,C,D,STD,USD,1,A
6307,31/01/2015,2014,INDL,C,D,STD,USD,1,A
6307,31/01/2016,2015,INDL,C,D,STD,USD,1,A
6310,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6310,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6310,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6310,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6310,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6310,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6310,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6310,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6310,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6310,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6326,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6326,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6326,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6326,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6326,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6326,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6326,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6326,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6326,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6326,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6333,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6333,31/12/2006,2006,FS,C,D,STD,USD,12,A
6333,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6333,31/12/2007,2007,FS,C,D,STD,USD,12,A
6333,31/12/2008,2008,FS,C,D,STD,USD,12,A
6333,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6333,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6333,31/12/2009,2009,FS,C,D,STD,USD,12,A
6333,31/12/2010,2010,FS,C,D,STD,USD,12,A
6333,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6333,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6333,31/12/2011,2011,FS,C,D,STD,USD,12,A
6333,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6333,31/12/2012,2012,FS,C,D,STD,USD,12,A
6333,31/12/2013,2013,FS,C,D,STD,USD,12,A
6333,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6333,31/12/2014,2014,FS,C,D,STD,USD,12,A
6333,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6333,31/12/2015,2015,FS,C,D,STD,USD,12,A
6333,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6334,31/12/2006,2006,INDL,C,D,STD,USD,12,I
6334,31/12/2007,2007,INDL,C,D,STD,USD,12,I
6334,31/12/2008,2008,INDL,C,D,STD,USD,12,I
6334,31/12/2009,2009,INDL,C,D,STD,USD,12,I
6334,31/12/2010,2010,INDL,C,D,STD,USD,12,I
6334,31/12/2011,2011,INDL,C,D,STD,USD,12,I
6334,31/12/2012,2012,INDL,C,D,STD,USD,12,I
6334,31/12/2013,2013,INDL,C,D,STD,USD,12,I
6334,31/12/2014,2014,INDL,C,D,STD,USD,12,I
6334,31/12/2015,2015,INDL,C,D,STD,USD,12,I
6335,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6335,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6335,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6335,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6335,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6335,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6335,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6335,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6335,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6335,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6338,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6338,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6338,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6338,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6338,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6338,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6338,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6338,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6338,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6338,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6346,31/01/2007,2006,INDL,C,D,STD,USD,1,I
6346,31/01/2008,2007,INDL,C,D,STD,USD,1,I
6346,31/01/2009,2008,INDL,C,D,STD,USD,1,I
6346,31/01/2010,2009,INDL,C,D,STD,USD,1,I
6346,31/01/2011,2010,INDL,C,D,STD,USD,1,I
6346,31/01/2012,2011,INDL,C,D,STD,USD,1,I
6357,31/12/2006,2006,INDL,C,D,STD,USD,12,I
6357,31/12/2007,2007,INDL,C,D,STD,USD,12,I
6357,31/12/2008,2008,INDL,C,D,STD,USD,12,I
6357,31/12/2009,2009,INDL,C,D,STD,USD,12,I
6357,31/12/2010,2010,INDL,C,D,STD,USD,12,I
6357,31/12/2011,2011,INDL,C,D,STD,USD,12,I
6357,31/12/2012,2012,INDL,C,D,STD,USD,12,I
6375,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6375,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6375,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6375,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6375,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6375,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6375,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6375,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6375,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6375,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6376,31/01/2007,2006,INDL,C,D,STD,USD,1,I
6386,30/06/2006,2006,INDL,C,D,STD,USD,6,A
6386,30/06/2007,2007,INDL,C,D,STD,USD,6,A
6386,30/06/2008,2008,INDL,C,D,STD,USD,6,A
6386,30/06/2009,2009,INDL,C,D,STD,USD,6,A
6386,30/06/2010,2010,INDL,C,D,STD,USD,6,A
6386,30/06/2011,2011,INDL,C,D,STD,USD,6,A
6386,30/06/2012,2012,INDL,C,D,STD,USD,6,A
6386,30/06/2013,2013,INDL,C,D,STD,USD,6,A
6386,30/06/2014,2014,INDL,C,D,STD,USD,6,A
6386,30/06/2015,2015,INDL,C,D,STD,USD,6,A
6397,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6397,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6397,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6397,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6397,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6397,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6397,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6397,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6397,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6397,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6435,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6435,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6435,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6435,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6435,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6435,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6435,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6435,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6435,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6435,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6461,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6461,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6461,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6461,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6461,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6461,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6461,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6461,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6461,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6461,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6502,31/01/2007,2006,INDL,C,D,STD,USD,1,A
6502,31/01/2008,2007,INDL,C,D,STD,USD,1,A
6502,31/01/2009,2008,INDL,C,D,STD,USD,1,A
6502,31/01/2010,2009,INDL,C,D,STD,USD,1,A
6502,31/01/2011,2010,INDL,C,D,STD,USD,1,A
6502,31/01/2012,2011,INDL,C,D,STD,USD,1,A
6502,31/01/2013,2012,INDL,C,D,STD,USD,1,A
6502,31/01/2014,2013,INDL,C,D,STD,USD,1,A
6502,31/01/2015,2014,INDL,C,D,STD,USD,1,A
6502,31/01/2016,2015,INDL,C,D,STD,USD,1,A
6528,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6528,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6528,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6528,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6528,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6528,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6528,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6528,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6528,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6528,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6529,31/12/2006,2006,INDL,C,D,STD,USD,12,I
6529,31/12/2007,2007,INDL,C,D,STD,USD,12,I
6529,31/12/2008,2008,INDL,C,D,STD,USD,12,I
6529,31/12/2009,2009,INDL,C,D,STD,USD,12,I
6529,31/12/2010,2010,INDL,C,D,STD,USD,12,I
6529,31/12/2011,2011,INDL,C,D,STD,USD,12,I
6529,31/12/2012,2012,INDL,C,D,STD,USD,12,I
6529,31/12/2013,2013,INDL,C,D,STD,USD,12,I
6547,30/09/2006,2006,INDL,C,D,STD,USD,9,A
6547,30/09/2007,2007,INDL,C,D,STD,USD,9,A
6547,30/09/2008,2008,INDL,C,D,STD,USD,9,A
6547,30/09/2009,2009,INDL,C,D,STD,USD,9,A
6547,30/09/2010,2010,INDL,C,D,STD,USD,9,A
6547,30/09/2011,2011,INDL,C,D,STD,USD,9,A
6547,30/09/2012,2012,INDL,C,D,STD,USD,9,A
6547,30/09/2013,2013,INDL,C,D,STD,USD,9,A
6547,30/09/2014,2014,INDL,C,D,STD,USD,9,A
6547,30/09/2015,2015,INDL,C,D,STD,USD,9,A
6557,31/08/2006,2006,INDL,C,D,STD,USD,8,I
6565,30/06/2006,2006,INDL,C,D,STD,USD,6,A
6565,30/06/2007,2007,INDL,C,D,STD,USD,6,A
6565,30/06/2008,2008,INDL,C,D,STD,USD,6,A
6565,30/06/2009,2009,INDL,C,D,STD,USD,6,A
6565,30/06/2010,2010,INDL,C,D,STD,USD,6,A
6565,30/06/2011,2011,INDL,C,D,STD,USD,6,A
6565,30/06/2012,2012,INDL,C,D,STD,USD,6,A
6565,30/06/2013,2013,INDL,C,D,STD,USD,6,A
6565,30/06/2014,2014,INDL,C,D,STD,USD,6,A
6565,30/06/2015,2015,INDL,C,D,STD,USD,6,A
6639,30/09/2006,2006,INDL,C,D,STD,USD,9,A
6639,30/09/2007,2007,INDL,C,D,STD,USD,9,A
6639,30/09/2008,2008,INDL,C,D,STD,USD,9,A
6639,30/09/2009,2009,INDL,C,D,STD,USD,9,A
6639,30/09/2010,2010,INDL,C,D,STD,USD,9,A
6639,30/09/2011,2011,INDL,C,D,STD,USD,9,A
6639,30/09/2012,2012,INDL,C,D,STD,USD,9,A
6639,30/09/2013,2013,INDL,C,D,STD,USD,9,A
6639,30/09/2014,2014,INDL,C,D,STD,USD,9,A
6639,30/09/2015,2015,INDL,C,D,STD,USD,9,A
6649,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6649,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6649,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6649,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6649,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6649,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6649,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6649,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6649,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6649,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6653,31/03/2007,2006,INDL,C,D,STD,USD,3,A
6653,31/03/2007,2006,FS,C,D,STD,USD,3,A
6653,31/03/2008,2007,INDL,C,D,STD,USD,3,A
6653,31/03/2008,2007,FS,C,D,STD,USD,3,A
6653,31/03/2009,2008,FS,C,D,STD,USD,3,A
6653,31/03/2009,2008,INDL,C,D,STD,USD,3,A
6653,31/03/2010,2009,FS,C,D,STD,USD,3,A
6653,31/03/2010,2009,INDL,C,D,STD,USD,3,A
6653,31/03/2011,2010,INDL,C,D,STD,USD,3,A
6653,31/03/2011,2010,FS,C,D,STD,USD,3,A
6653,31/03/2012,2011,INDL,C,D,STD,USD,3,A
6653,31/03/2012,2011,FS,C,D,STD,USD,3,A
6653,31/03/2013,2012,INDL,C,D,STD,USD,3,A
6653,31/03/2013,2012,FS,C,D,STD,USD,3,A
6653,31/03/2014,2013,INDL,C,D,STD,USD,3,A
6653,31/03/2014,2013,FS,C,D,STD,USD,3,A
6653,31/03/2015,2014,FS,C,D,STD,USD,3,A
6653,31/03/2015,2014,INDL,C,D,STD,USD,3,A
6653,31/03/2016,2015,INDL,C,D,STD,USD,3,A
6653,31/03/2016,2015,FS,C,D,STD,USD,3,A
6669,30/11/2006,2006,INDL,C,D,STD,USD,11,A
6669,30/11/2007,2007,INDL,C,D,STD,USD,11,A
6669,30/11/2008,2008,INDL,C,D,STD,USD,11,A
6669,30/11/2009,2009,INDL,C,D,STD,USD,11,A
6669,30/11/2010,2010,INDL,C,D,STD,USD,11,A
6669,30/11/2011,2011,INDL,C,D,STD,USD,11,A
6669,30/11/2012,2012,INDL,C,D,STD,USD,11,A
6669,30/11/2013,2013,INDL,C,D,STD,USD,11,A
6669,30/11/2014,2014,INDL,C,D,STD,USD,11,A
6669,30/11/2015,2015,INDL,C,D,STD,USD,11,A
6682,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6682,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6682,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6682,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6682,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6682,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6682,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6682,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6682,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6682,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6730,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6730,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6730,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6730,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6730,31/12/2010,2010,INDL,C,D,STD,USD,12,A
6730,31/12/2011,2011,INDL,C,D,STD,USD,12,A
6730,31/12/2012,2012,INDL,C,D,STD,USD,12,A
6730,31/12/2013,2013,INDL,C,D,STD,USD,12,A
6730,31/12/2014,2014,INDL,C,D,STD,USD,12,A
6730,31/12/2015,2015,INDL,C,D,STD,USD,12,A
6733,31/01/2007,2006,INDL,C,D,STD,USD,1,A
6733,31/01/2008,2007,INDL,C,D,STD,USD,1,A
6733,31/01/2009,2008,INDL,C,D,STD,USD,1,A
6733,31/01/2010,2009,INDL,C,D,STD,USD,1,A
6733,31/01/2011,2010,INDL,C,D,STD,USD,1,A
6733,31/01/2012,2011,INDL,C,D,STD,USD,1,A
6733,31/01/2013,2012,INDL,C,D,STD,USD,1,A
6733,31/01/2014,2013,INDL,C,D,STD,USD,1,A
6733,31/01/2015,2014,INDL,C,D,STD,USD,1,A
6733,31/01/2016,2015,INDL,C,D,STD,USD,1,A
6742,31/12/2006,2006,INDL,C,D,STD,USD,12,A
6742,31/12/2006,2006,FS,C,D,STD,USD,12,A
6742,31/12/2007,2007,INDL,C,D,STD,USD,12,A
6742,31/12/2007,2007,FS,C,D,STD,USD,12,A
6742,31/12/2008,2008,INDL,C,D,STD,USD,12,A
6742,31/12/2008,2008,FS,C,D,STD,USD,12,A
6742,31/12/2009,2009,FS,C,D,STD,USD,12,A
6742,31/12/2009,2009,INDL,C,D,STD,USD,12,A
6742,31/12/2010,2010,INDL,C,D,STD,USD,12,A
