,gvkey,debt_at,debt_ebitda,debt_assets,cash_debt,year
11,1004,0.32799999999999996,2.987,0.573,-0.073,2006
23,1004,0.312,2.515,0.537,-0.037000000000000005,2007
35,1004,0.375,3.15,0.56,0.022000000000000002,2008
47,1004,0.341,-3.4360000000000004,0.522,0.08900000000000001,2009
59,1004,0.275,3.6519999999999997,0.47700000000000004,0.203,2010
71,1004,0.27399999999999997,3.0189999999999997,0.51,0.125,2011
83,1004,0.34600000000000003,3.0580000000000003,0.583,0.071,2012
95,1004,0.336,2.948,0.575,0.134,2013
107,1004,0.303,3.0989999999999998,0.5489999999999999,0.11699999999999999,2014
119,1004,0.217,6.819,0.509,-0.064,2015
131,1034,0.08,0.616,0.257,0.35100000000000003,2006
143,1034,0.192,2.762,0.36700000000000005,0.21100000000000002,2007
154,1034,0.226,-5.9110000000000005,0.41600000000000004,0.084,2008
166,1045,0.474,7.667999999999999,1.031,0.033,2006
178,1045,0.426,5.195,0.991,0.065,2007
190,1045,0.389,16.090999999999998,0.932,0.075,2008
202,1045,0.431,17.489,1.12,-0.05,2009
214,1045,0.45,11.431,1.146,0.032,2010
226,1045,0.455,13.017000000000001,1.168,0.043,2011
228,1045,0.345,11.827,1.298,0.022000000000000002,2012
239,1045,0.385,2.963,0.958,0.015,2014
251,1045,0.40700000000000003,2.188,0.935,0.07400000000000001,2015
263,1056,0.006999999999999999,0.053,0.237,0.244,2006
270,1056,0.006,0.048,0.233,0.244,2007
282,1075,0.287,3.193,0.6970000000000001,0.092,2006
294,1075,0.302,3.4389999999999996,0.6920000000000001,0.049,2007
306,1075,0.317,3.873,0.6829999999999999,0.085,2008
318,1075,0.34299999999999997,4.006,0.715,0.1,2009
330,1075,0.316,3.418,0.708,0.122,2010
342,1075,0.298,3.2569999999999997,0.6970000000000001,0.087,2011
354,1075,0.267,2.853,0.7,0.12300000000000001,2012
366,1075,0.253,2.662,0.688,0.126,2013
378,1075,0.257,2.825,0.675,0.126,2014
390,1075,0.254,2.8930000000000002,0.685,0.11199999999999999,2015
402,1078,0.262,1.297,0.523,0.35100000000000003,2006
414,1078,0.336,1.767,0.597,0.24100000000000002,2007
426,1078,0.313,1.61,0.556,0.23600000000000002,2008
438,1078,0.322,1.686,0.586,0.294,2009
450,1078,0.32799999999999996,1.744,0.606,0.24600000000000002,2010
462,1078,0.299,1.54,0.595,0.23600000000000002,2011
474,1078,0.268,2.279,0.589,0.251,2012
486,1078,0.222,2.738,0.514,0.23,2013
498,1078,0.17800000000000002,1.784,0.434,0.188,2014
510,1078,0.198,1.7730000000000001,0.483,0.187,2015
522,1111,0.0,0.0,0.18,0.44,2006
534,1111,0.0,0.0,0.22399999999999998,0.071,2007
542,1111,0.0,0.0,0.244,0.9840000000000001,2008
554,1161,0.107,0.55,0.40399999999999997,0.401,2006
566,1161,0.35600000000000004,185.821,0.601,0.182,2007
578,1161,0.498,7.041,0.779,-0.037000000000000005,2008
590,1161,0.636,118.147,0.937,-0.091,2009
602,1161,0.522,3.161,0.8370000000000001,0.064,2010
614,1161,0.43200000000000005,2.813,0.711,-0.10400000000000001,2011
626,1161,0.413,3.863,0.758,0.114,2012
638,1161,0.511,10.997,0.8909999999999999,-0.098,2013
650,1161,0.506,4.572,0.877,-0.039,2014
662,1161,0.653,-20.663,1.02,-0.027000000000000003,2015
674,1177,0.044000000000000004,0.691,0.7809999999999999,0.055,2006
686,1177,0.053,0.813,0.8059999999999999,0.044000000000000004,2007
698,1177,0.08900000000000001,1.186,0.765,0.051,2008
710,1177,0.10300000000000001,1.401,0.762,0.08,2009
722,1177,0.109,1.3359999999999999,0.743,0.086,2010
734,1177,0.114,1.165,0.731,0.051,2011
746,1177,0.114,1.238,0.736,0.08800000000000001,2012
758,1177,0.165,2.012,0.736,0.059000000000000004,2013
770,1177,0.157,1.66,0.721,0.064,2014
782,1177,0.149,1.518,0.7190000000000001,0.087,2015
794,1209,0.26,1.635,0.544,0.221,2006
806,1209,0.29,1.6880000000000002,0.552,0.214,2007
818,1209,0.316,1.681,0.589,0.22699999999999998,2008
830,1209,0.345,2.2569999999999997,0.622,0.163,2009
842,1209,0.306,1.79,0.578,0.195,2010
854,1209,0.319,1.8230000000000002,0.584,0.21,2011
866,1209,0.312,2.271,0.586,0.18100000000000002,2012
878,1209,0.35100000000000003,2.597,0.5760000000000001,0.153,2013
890,1209,0.344,2.3890000000000002,0.561,0.21899999999999997,2014
902,1209,0.337,2.095,0.5770000000000001,0.242,2015
914,1230,0.284,4.452,0.779,0.092,2006
926,1230,0.287,3.4930000000000003,0.785,0.141,2007
938,1230,0.33,9.064,0.7979999999999999,0.139,2008
950,1230,0.37200000000000005,4.745,0.858,0.039,2009
962,1230,0.34700000000000003,2.7110000000000003,0.8140000000000001,0.07400000000000001,2010
974,1230,0.28,1.964,0.77,0.142,2011
986,1230,0.222,1.4340000000000002,0.7609999999999999,0.17300000000000001,2012
998,1230,0.166,1.101,0.728,0.184,2013
1010,1230,0.139,0.746,0.65,0.258,2014
1022,1230,0.11800000000000001,0.483,0.654,0.254,2015
1034,1239,0.048,0.28600000000000003,0.319,0.312,2006
1046,1239,0.08199999999999999,0.7120000000000001,0.33899999999999997,0.18899999999999997,2007
1058,1239,0.001,0.005,0.23800000000000002,0.54,2008
1070,1239,0.0,0.003,0.22899999999999998,0.584,2009
1082,1239,0.08,0.574,0.293,0.249,2010
1087,1239,0.078,0.525,0.276,0.249,2011
1093,1240,0.36,2.677,0.687,0.127,2006
1105,1246,0.251,3.0839999999999996,0.478,0.063,2006
1117,1246,0.252,3.0389999999999997,0.478,0.107,2007
1127,1246,0.28600000000000003,3.227,0.525,0.107,2008
1139,1254,0.174,1.7309999999999999,0.526,0.263,2006
1151,1254,0.19899999999999998,1.922,0.542,0.087,2007
1163,1254,0.21,-2.318,0.541,0.092,2008
1175,1254,0.20800000000000002,1.949,0.544,0.215,2009
1187,1254,0.20600000000000002,1.9980000000000002,0.545,0.08900000000000001,2010
1199,1254,0.217,2.417,0.551,0.11,2011
1211,1254,0.249,2.8489999999999998,0.629,0.061,2012
1223,1254,0.255,1.671,0.7509999999999999,0.07200000000000001,2013
1235,1254,0.268,2.072,0.74,0.215,2014
1247,1254,0.27699999999999997,1.499,0.7509999999999999,0.16,2015
1259,1274,0.013000000000000001,0.951,0.645,0.09699999999999999,2006
1271,1274,0.003,0.212,0.584,0.151,2007
1283,1274,0.0,0.01,0.5920000000000001,0.125,2008
1295,1274,0.0,0.0,0.5760000000000001,0.063,2009
1307,1274,0.012,0.16399999999999998,0.561,0.040999999999999995,2010
1319,1274,0.046,1.168,0.545,0.017,2011
1331,1274,0.073,1.4380000000000002,0.701,0.026000000000000002,2012
1343,1274,0.079,2.517,0.7140000000000001,0.03,2013
1355,1274,0.079,1.473,0.695,0.036000000000000004,2014
1367,1274,0.075,1.788,0.68,0.023,2015
1379,1279,0.473,4.311,0.777,0.071,2006
1391,1279,0.42200000000000004,3.498,0.748,0.11900000000000001,2007
1403,1279,0.40299999999999997,3.477,0.7340000000000001,0.13,2008
1415,1279,0.39299999999999996,4.216,0.728,0.10800000000000001,2009
1427,1279,0.391,3.536,0.721,0.095,2010
1429,1279,0.389,3.76,0.715,0.095,2011
1441,1300,0.166,1.307,0.657,0.11599999999999999,2006
1453,1300,0.209,1.361,0.725,0.151,2007
1465,1300,0.23399999999999999,1.507,0.7290000000000001,0.159,2008
1477,1300,0.239,1.784,0.767,0.134,2009
1489,1300,0.204,1.474,0.743,0.146,2010
1501,1300,0.19399999999999998,1.39,0.701,0.155,2011
1513,1300,0.195,1.709,0.7020000000000001,0.098,2012
1525,1300,0.185,1.306,0.67,0.12300000000000001,2013
1537,1300,0.19699999999999998,1.199,0.597,0.157,2014
1549,1300,0.21,1.246,0.603,0.183,2015
1561,1308,0.5529999999999999,2.6039999999999996,0.677,0.047,2006
1573,1308,0.54,3.0060000000000002,0.638,0.08199999999999999,2007
1585,1308,0.488,3.306,0.612,0.162,2008
1597,1308,0.499,5.553,0.597,0.156,2009
1609,1308,0.46,4.896,0.561,0.09300000000000001,2010
1611,1308,0.45899999999999996,5.305,0.583,0.08800000000000001,2011
1623,1318,0.226,2.065,0.41700000000000004,0.301,2006
1634,1318,0.154,0.922,0.321,0.368,2007
1646,1356,0.20800000000000002,1.474,0.5579999999999999,0.08800000000000001,2006
1658,1356,0.196,1.4340000000000002,0.54,0.124,2007
1670,1356,0.223,2.133,0.529,0.153,2008
1682,1356,0.273,32.328,0.594,0.053,2009
1694,1356,0.255,4.101,0.579,0.06,2010
1706,1356,0.231,2.58,0.545,0.102,2011
1718,1356,0.23800000000000002,4.446000000000001,0.573,0.096,2012
1730,1356,0.21899999999999997,3.341,0.586,0.063,2013
1742,1356,0.22899999999999998,2.6830000000000003,0.601,0.071,2014
1754,1356,0.244,2.32,0.604,0.07400000000000001,2015
1766,1380,0.185,0.799,0.659,0.14300000000000002,2006
1778,1380,0.172,0.8029999999999999,0.617,0.244,2007
1790,1380,0.139,0.49700000000000005,0.613,0.214,2008
1802,1380,0.14800000000000002,1.215,0.564,0.28,2009
1814,1380,0.153,0.797,0.527,0.191,2010
1826,1380,0.152,0.9079999999999999,0.503,0.244,2011
1838,1380,0.177,1.074,0.518,0.243,2012
1850,1380,0.163,1.089,0.45899999999999996,0.255,2013
1862,1380,0.141,1.0979999999999999,0.41200000000000003,0.271,2014
1874,1380,0.16699999999999998,2.076,0.40399999999999997,0.275,2015
1886,1382,0.39799999999999996,5.337000000000001,0.909,0.006999999999999999,2006
1898,1382,0.37799999999999995,3.445,0.85,0.094,2007
1910,1382,0.42200000000000004,-4.769,0.899,0.067,2008
1922,1382,0.573,9.862,1.056,-0.127,2009
1934,1382,0.5760000000000001,4.659,1.0290000000000001,0.008,2010
1946,1382,0.535,6.19,0.992,0.10400000000000001,2011
1958,1382,0.505,3.946,0.955,0.057999999999999996,2012
1969,1382,0.496,3.48,0.898,0.11800000000000001,2013
1981,1393,0.32899999999999996,2.504,0.789,0.10099999999999999,2006
1993,1393,0.34,2.9539999999999997,0.7979999999999999,0.125,2007
2005,1393,0.389,3.557,0.7929999999999999,0.107,2008
2017,1393,0.39899999999999997,4.311,0.805,0.08800000000000001,2009
2029,1393,0.34700000000000003,2.5660000000000003,0.778,0.136,2010
2041,1393,0.331,2.265,0.769,0.18,2011
2053,1393,0.317,2.315,0.772,0.184,2012
2065,1393,0.313,2.036,0.7609999999999999,0.162,2013
2077,1393,0.331,2.2030000000000003,0.741,0.159,2014
2089,1393,0.324,2.0980000000000003,0.72,0.162,2015
2101,1408,0.441,3.6210000000000004,0.68,0.087,2006
2113,1408,0.392,3.3689999999999998,0.626,0.105,2007
2125,1408,0.335,3.097,0.5539999999999999,0.125,2008
2137,1408,0.389,4.78,0.606,0.111,2009
2149,1408,0.354,4.129,0.569,0.11900000000000001,2010
2161,1408,0.3,5.422999999999999,0.513,0.11,2011
2173,1408,0.281,2.764,0.457,0.134,2012
2185,1408,0.27699999999999997,3.0180000000000002,0.444,0.094,2013
2189,1408,0.237,2.5660000000000003,0.409,0.121,2014
2196,1414,0.0,0.0,0.775,0.08900000000000001,2010
2208,1414,0.03,0.98,0.85,0.005,2011
2220,1414,0.031,1.047,0.866,0.01,2012
2232,1414,0.037000000000000005,1.266,0.88,0.013000000000000001,2013
2244,1414,0.04,1.3019999999999998,0.879,0.021,2014
2256,1414,0.062,1.974,0.887,0.025,2015
2268,1439,0.0,0.001,0.275,0.833,2006
2280,1439,0.0,0.001,0.289,0.675,2007
2292,1439,0.0,0.001,0.282,0.902,2008
2304,1439,0.0,0.001,0.272,0.856,2009
2316,1439,0.0,0.001,0.26,1.22,2010
2328,1439,0.266,1.204,0.546,0.122,2011
2340,1439,0.20800000000000002,0.7609999999999999,0.501,0.42200000000000004,2012
2352,1439,0.185,0.626,0.45899999999999996,0.33,2013
2364,1439,0.341,2.01,0.604,0.7190000000000001,2014
2376,1439,0.42200000000000004,3.0180000000000002,0.716,0.107,2015
2388,1440,0.349,3.908,0.7390000000000001,0.069,2006
2400,1440,0.37799999999999995,3.5860000000000003,0.7490000000000001,0.096,2007
2412,1440,0.39299999999999996,4.084,0.747,0.079,2008
2424,1440,0.39,4.212,0.741,0.075,2009
2436,1440,0.375,4.045,0.7290000000000001,0.07,2010
2448,1440,0.36,3.947,0.723,0.07200000000000001,2011
2460,1440,0.348,4.041,0.718,0.10099999999999999,2012
2472,1440,0.34700000000000003,3.948,0.7170000000000001,0.09699999999999999,2013
2484,1440,0.341,3.785,0.7120000000000001,0.102,2014
2496,1440,0.337,3.803,0.7140000000000001,0.10800000000000001,2015
2508,1447,0.429,8.821,0.9079999999999999,0.078,2006
2520,1447,0.47600000000000003,9.512,0.92,0.077,2007
2532,1447,0.535,15.847999999999999,0.914,0.061,2008
2544,1447,0.496,17.163,0.887,0.076,2009
2556,1447,0.48700000000000004,9.907,0.895,0.057999999999999996,2010
2568,1447,0.45,8.057,0.8809999999999999,0.071,2011
2580,1447,0.402,6.5729999999999995,0.872,0.078,2012
2592,1447,0.381,6.032,0.875,0.053,2013
2604,1447,0.384,5.7139999999999995,0.8690000000000001,0.064,2014
2616,1447,0.364,5.691,0.863,0.079,2015
2628,1449,0.024,0.593,0.866,0.092,2006
2640,1449,0.023,0.609,0.863,0.085,2007
2652,1449,0.021,0.568,0.888,0.08199999999999999,2008
2664,1449,0.022000000000000002,0.861,0.9159999999999999,0.068,2009
2676,1449,0.028999999999999998,1.1059999999999999,0.892,0.081,2010
2688,1449,0.028999999999999998,0.8009999999999999,0.889,0.078,2011
2700,1449,0.031,1.012,0.884,0.105,2012
2712,1449,0.036000000000000004,0.941,0.877,0.13,2013
2724,1449,0.039,0.948,0.8690000000000001,0.099,2014
2736,1449,0.045,1.088,0.85,0.065,2015
2748,1468,0.187,2.521,0.434,0.27899999999999997,2006
2760,1468,0.141,1.829,0.425,0.35,2007
2772,1468,0.162,2.885,0.47600000000000003,0.28300000000000003,2008
2784,1468,0.272,2.787,0.611,0.081,2009
2796,1468,0.21100000000000002,1.537,0.564,0.221,2010
2808,1468,0.15,1.062,0.506,0.22899999999999998,2011
2820,1468,0.156,1.3430000000000002,0.541,0.142,2012
2827,1468,0.185,1.569,0.579,0.18100000000000002,2013
2839,1478,0.256,1.496,0.626,0.099,2006
2851,1478,0.27699999999999997,1.597,0.608,0.149,2007
2863,1478,0.26899999999999996,1.4880000000000002,0.5539999999999999,0.24,2008
2872,1478,0.262,1.465,0.551,0.212,2009
2884,1487,0.16399999999999998,7.1579999999999995,0.893,0.033,2006
2896,1487,0.188,5.968999999999999,0.89,0.008,2007
2908,1487,0.21100000000000002,-4.637,0.912,0.037000000000000005,2008
2920,1487,0.21899999999999997,-2.655,0.9229999999999999,0.001,2009
2932,1487,0.16399999999999998,16.742,0.878,0.025,2010
2944,1487,0.14300000000000002,9.24,0.8320000000000001,0.028999999999999998,2011
2956,1487,0.13699999999999998,4.841,0.807,0.001,2012
2968,1487,0.08199999999999999,2.9930000000000003,0.8170000000000001,0.008,2013
2980,1487,0.073,2.444,0.8029999999999999,0.013000000000000001,2014
2992,1487,0.061,2.199,0.795,0.012,2015
3004,1526,0.008,0.37,0.8059999999999999,0.032,2006
3016,1526,0.006999999999999999,0.273,0.8,0.035,2007
3028,1526,0.006999999999999999,0.324,0.8059999999999999,0.032,2008
3040,1526,0.006,-0.6609999999999999,0.823,0.011000000000000001,2009
3052,1526,0.004,0.298,0.821,0.03,2010
3064,1526,0.003,0.23,0.83,0.023,2011
3076,1526,0.004,0.282,0.835,0.022000000000000002,2012
3088,1526,0.006,0.34700000000000003,0.83,0.025,2013
3100,1526,0.005,0.309,0.816,0.028999999999999998,2014
3112,1526,0.005,0.363,0.809,0.028999999999999998,2015
3124,1533,0.44799999999999995,4.0,0.7,0.057,2006
3136,1533,0.444,2.5540000000000003,0.6970000000000001,0.139,2007
3148,1533,0.439,2.6710000000000003,0.67,0.121,2008
3160,1533,0.41600000000000004,3.4789999999999996,0.732,0.057999999999999996,2009
3172,1533,0.381,4.55,0.769,0.098,2010
3184,1533,0.391,3.5239999999999996,0.815,0.095,2011
3196,1533,0.264,1.53,0.723,0.065,2012
3208,1533,0.2,1.018,0.599,0.313,2013
3210,1533,0.203,0.965,0.648,0.313,2014
3222,1598,0.33899999999999997,1.93,0.544,0.17,2006
3234,1598,0.308,1.716,0.539,0.19399999999999998,2007
3246,1598,0.342,1.966,0.5589999999999999,0.185,2008
3258,1598,0.349,2.3280000000000003,0.5539999999999999,0.14,2009
3270,1598,0.315,2.073,0.526,0.217,2010
3282,1598,0.28600000000000003,1.6580000000000001,0.519,0.207,2011
3294,1598,0.294,1.669,0.521,0.22399999999999998,2012
3306,1598,0.253,1.463,0.484,0.231,2013
3318,1598,0.242,1.4909999999999999,0.469,0.24100000000000002,2014
3330,1598,0.268,1.6019999999999999,0.489,0.228,2015
3342,1602,0.248,1.28,0.418,0.555,2006
3354,1602,0.293,1.5190000000000001,0.457,0.364,2007
3366,1602,0.311,1.6580000000000001,0.47600000000000003,0.322,2008
3378,1602,0.29,1.6569999999999998,0.449,0.373,2009
3390,1602,0.28800000000000003,1.7919999999999998,0.439,0.374,2010
3402,1602,0.293,2.046,0.452,0.29600000000000004,2011
3414,1602,0.455,3.3569999999999998,0.626,0.172,2012
3426,1602,0.47100000000000003,3.531,0.625,0.16699999999999998,2013
3438,1602,0.47700000000000004,3.804,0.654,0.14300000000000002,2014
3450,1602,0.444,2.989,0.617,0.198,2015
3461,1619,0.20199999999999999,8.065,0.9309999999999999,0.02,2006
3473,1632,0.0,0.0,0.138,1.128,2006
3485,1632,0.0,0.0,0.213,1.294,2007
3497,1632,0.0,0.0,0.217,0.998,2008
3509,1632,0.11199999999999999,0.794,0.257,0.494,2009
3521,1632,0.09300000000000001,0.386,0.261,0.878,2010
3533,1632,0.168,0.743,0.281,0.608,2011
3545,1632,0.146,0.871,0.259,0.56,2012
3557,1632,0.13699999999999998,0.9690000000000001,0.257,0.556,2013
3569,1632,0.127,0.904,0.306,0.415,2014
3581,1632,0.124,0.679,0.282,0.456,2015
3593,1635,0.0,0.0,0.092,0.985,2006
3605,1635,0.0,0.0,0.106,0.892,2007
3617,1635,0.067,0.715,0.193,0.563,2008
3629,1635,0.204,1.744,0.315,0.373,2009
3641,1635,0.159,1.2229999999999999,0.273,0.41100000000000003,2010
3653,1635,0.111,0.9590000000000001,0.217,0.433,2011
3665,1635,0.009000000000000001,0.10099999999999999,0.125,0.7290000000000001,2012
3677,1635,0.009000000000000001,0.077,0.136,1.013,2013
3679,1635,0.0,0.0,0.128,1.013,2014
3691,1651,0.14400000000000002,2.07,0.374,0.102,2006
3702,1651,0.147,1.845,0.41200000000000003,0.059000000000000004,2007
3714,1663,0.466,2.121,0.772,0.20600000000000002,2006
3726,1663,0.48,2.117,0.774,0.218,2007
3737,1663,0.49200000000000005,2.128,0.7859999999999999,0.21,2008
3749,1677,0.348,3.32,0.594,0.023,2006
3756,1677,0.326,3.113,0.574,0.102,2007
3768,1678,0.138,0.48700000000000004,0.45299999999999996,0.496,2006
3780,1678,0.17800000000000002,0.726,0.47200000000000003,0.38799999999999996,2007
3792,1678,0.134,0.408,0.45899999999999996,0.428,2008
3804,1678,0.182,-1.6369999999999998,0.436,0.557,2009
3816,1678,0.174,0.657,0.42200000000000004,0.34,2010
3828,1678,0.172,0.664,0.429,0.353,2011
3840,1678,0.16699999999999998,0.915,0.457,0.43200000000000005,2012
3852,1678,0.19699999999999998,1.077,0.47600000000000003,0.289,2013
3864,1678,0.163,1.2790000000000001,0.435,0.375,2014
3876,1678,0.25,-2.479,0.515,0.304,2015
3888,1690,0.0,0.0,0.42,0.307,2006
3900,1690,0.0,0.0,0.42700000000000005,0.506,2007
3912,1690,0.0,0.0,0.469,0.518,2008
3924,1690,0.0,0.0,0.33399999999999996,0.6409999999999999,2009
3936,1690,0.0,0.0,0.364,0.679,2010
3948,1690,0.0,0.0,0.342,0.9440000000000001,2011
3960,1690,0.0,0.0,0.32899999999999996,0.879,2012
3972,1690,0.08199999999999999,0.304,0.40299999999999997,0.643,2013
3984,1690,0.152,0.584,0.519,0.496,2014
3996,1690,0.222,0.789,0.589,0.475,2015
4008,1704,0.043,0.162,0.298,0.684,2006
4020,1704,0.019,0.075,0.266,0.78,2007
4032,1704,0.018000000000000002,0.12,0.314,0.495,2008
4044,1704,0.021,3.783,0.259,0.134,2009
4056,1704,0.019,0.106,0.311,0.506,2010
4068,1704,0.14,0.747,0.365,0.479,2011
4080,1704,0.161,1.222,0.402,0.38,2012
4092,1704,0.162,1.5630000000000002,0.41100000000000003,0.126,2013
4104,1704,0.14800000000000002,0.987,0.40299999999999997,0.33899999999999997,2014
4116,1704,0.297,2.202,0.503,0.151,2015
4128,1706,0.396,2.572,0.701,0.14400000000000002,2006
4140,1706,0.374,2.476,0.667,0.177,2007
4152,1706,0.344,2.154,0.623,0.16399999999999998,2008
4164,1706,0.258,2.349,0.523,0.179,2009
4176,1706,0.22699999999999998,1.919,0.544,0.13699999999999998,2010
4188,1706,0.255,2.095,0.5529999999999999,0.151,2011
4200,1706,0.198,1.368,0.47600000000000003,0.191,2012
4212,1706,0.243,2.062,0.49,0.187,2013
4224,1706,0.21,1.555,0.461,0.146,2014
4236,1706,0.359,3.01,0.589,0.134,2015
4248,1722,0.22399999999999998,1.7209999999999999,0.545,0.125,2006
4260,1722,0.23600000000000002,2.214,0.5760000000000001,0.028999999999999998,2007
4272,1722,0.285,2.505,0.63,-0.134,2008
4284,1722,0.251,3.08,0.5760000000000001,0.29600000000000004,2009
4296,1722,0.23800000000000002,2.463,0.5529999999999999,0.162,2010
4308,1722,0.275,3.142,0.589,-0.1,2011
4320,1722,0.23800000000000002,3.745,0.55,0.124,2012
4327,1722,0.248,3.635,0.563,0.124,2013
4356,1722,0.155,1.8869999999999998,0.552,0.203,2015
4368,1743,0.025,0.10099999999999999,0.381,0.40700000000000003,2006
4380,1743,0.019,0.113,0.376,0.469,2007
4392,1743,0.016,0.102,0.35,0.408,2008
4404,1743,0.015,-2.576,0.368,0.303,2009
4416,1743,0.05,-3.636,0.43799999999999994,0.032,2010
4428,1743,0.08199999999999999,0.978,0.455,0.069,2011
4440,1743,0.142,1.704,0.532,0.22399999999999998,2012
4452,1743,0.149,1.756,0.541,0.147,2013
4464,1743,0.12300000000000001,0.882,0.503,0.188,2014
4476,1743,0.142,0.9540000000000001,0.514,0.254,2015
4488,1773,0.207,1.9809999999999999,0.585,0.11,2006
4500,1773,0.179,1.8230000000000002,0.555,0.033,2007
4512,1773,0.159,1.729,0.5479999999999999,0.18899999999999997,2008
4524,1773,0.18899999999999997,3.01,0.603,0.14,2009
4536,1773,0.18100000000000002,1.9040000000000001,0.626,0.175,2010
4548,1773,0.209,1.962,0.645,0.035,2011
4560,1773,0.204,2.182,0.626,0.02,2012
4572,1773,0.196,2.411,0.625,0.099,2013
4584,1773,0.191,2.154,0.631,0.057,2014
4596,1773,0.21,2.3890000000000002,0.653,0.081,2015
4608,1794,0.012,0.32,0.53,0.456,2006
4620,1794,0.012,0.184,0.445,0.077,2007
4632,1794,0.011000000000000001,0.214,0.445,0.183,2008
4644,1794,0.171,2.052,0.621,0.175,2009
4656,1794,0.128,1.4569999999999999,0.601,0.08900000000000001,2010
4668,1794,0.29600000000000004,9.189,0.6809999999999999,0.027999999999999997,2011
4680,1794,0.287,4.421,0.6779999999999999,0.042,2012
4692,1794,0.27,1.965,0.623,0.09699999999999999,2013
4704,1794,0.3,5.7139999999999995,0.6729999999999999,0.087,2014
4716,1794,0.371,4.57,0.698,0.048,2015
4728,1837,0.348,3.1460000000000004,0.73,0.017,2006
4740,1837,0.336,3.2710000000000004,0.713,0.079,2007
4752,1837,0.342,3.591,0.728,0.08199999999999999,2008
4764,1837,0.35700000000000004,3.4930000000000003,0.7240000000000001,0.045,2009
4776,1837,0.34299999999999997,3.522,0.735,0.113,2010
4788,1837,0.34,3.812,0.742,0.09300000000000001,2011
4800,1837,0.335,4.715,0.748,0.043,2012
4812,1837,0.32899999999999996,4.229,0.747,0.094,2013
4824,1837,0.315,3.407,0.7390000000000001,0.08900000000000001,2014
4836,1837,0.308,3.497,0.725,0.059000000000000004,2015
4848,1860,0.10800000000000001,0.573,0.22699999999999998,0.633,2006
4860,1860,0.025,0.095,0.142,1.8730000000000002,2007
4872,1860,0.155,0.609,0.233,0.7490000000000001,2008
4884,1860,0.182,0.825,0.27,0.7490000000000001,2009
4896,1860,0.133,0.643,0.205,0.865,2010
4908,1860,0.221,1.393,0.304,0.47,2011
4920,1860,0.284,2.1390000000000002,0.341,0.254,2012
4932,1860,0.348,2.32,0.396,0.298,2013
4944,1860,0.389,3.188,0.433,0.22699999999999998,2014
4956,1860,0.35100000000000003,2.1630000000000003,0.387,0.325,2015
4968,1878,0.0,0.0,0.39899999999999997,0.7290000000000001,2006
4980,1878,0.0,0.0,0.39299999999999996,0.845,2007
4992,1878,0.018000000000000002,0.067,0.452,0.7240000000000001,2008
5004,1878,0.006,0.057999999999999996,0.414,0.535,2009
5016,1878,0.0,0.0,0.396,0.253,2010
5028,1878,0.0,0.0,0.402,0.45899999999999996,2011
5040,1878,0.008,0.057999999999999996,0.401,0.426,2012
5052,1878,0.174,1.615,0.513,0.247,2013
5064,1878,0.16,2.4019999999999997,0.513,0.24100000000000002,2014
5076,1878,0.221,6.542999999999999,0.601,0.263,2015
5088,1891,0.003,0.052000000000000005,0.795,0.084,2006
5100,1891,0.001,0.023,0.8109999999999999,0.06,2007
5112,1891,0.027000000000000003,0.34700000000000003,0.809,0.095,2008
5124,1891,0.008,0.107,0.815,0.078,2009
5136,1891,0.001,0.021,0.813,0.079,2010
5148,1891,0.001,0.017,0.8240000000000001,0.06,2011
5160,1891,0.004,0.064,0.8109999999999999,0.077,2012
5172,1891,0.031,0.527,0.813,0.06,2013
5184,1891,0.06,1.071,0.815,0.07200000000000001,2014
5196,1891,0.027000000000000003,0.43200000000000005,0.8640000000000001,0.067,2015
5208,1906,0.225,0.9440000000000001,0.446,-0.023,2006
5220,1906,0.18600000000000003,0.772,0.29,0.638,2007
5232,1906,0.174,-3.165,0.24100000000000002,0.165,2008
5244,1906,0.213,-1.089,0.275,-0.053,2009
5256,1906,0.165,-1.861,0.222,0.079,2010
5268,1906,0.14300000000000002,-0.591,0.293,-0.091,2011
5280,1906,0.268,-3.261,0.389,-0.114,2012
5292,1906,0.264,-1.7519999999999998,0.402,-0.306,2013
5304,1906,0.187,16.423,0.48200000000000004,-0.37799999999999995,2014
5316,1906,0.431,23.941,0.595,-0.213,2015
5328,1913,0.24600000000000002,1.51,0.615,0.16399999999999998,2006
5340,1913,0.326,2.343,0.659,0.195,2007
5352,1913,0.35700000000000004,2.8360000000000003,0.674,0.11699999999999999,2008
5364,1913,0.374,3.6439999999999997,0.746,0.126,2009
5376,1913,0.317,2.481,0.7190000000000001,0.156,2010
5388,1913,0.27899999999999997,2.528,0.667,0.141,2011
5400,1913,0.26,2.435,0.679,0.128,2012
5412,1913,0.25,2.072,0.69,0.146,2013
5424,1913,0.242,1.742,0.687,0.10300000000000001,2014
5436,1913,0.264,1.682,0.754,0.114,2015
5444,1914,0.316,2.345,0.574,0.09300000000000001,2006
5456,1919,0.214,2.127,0.557,-0.006,2006
5468,1919,0.172,1.6,0.531,0.183,2007
5480,1919,0.154,1.5219999999999998,0.504,0.11199999999999999,2008
5492,1919,0.163,2.135,0.569,0.318,2009
5504,1919,0.16,1.499,0.609,-0.006,2010
5516,1919,0.18600000000000003,1.681,0.615,0.048,2011
5528,1919,0.212,2.194,0.611,0.084,2012
5540,1919,0.196,2.156,0.594,0.113,2013
