,gvkey,debt_at,debt_ebitda,debt_assets,cash_debt,year
18841,4065,0.217,10.072000000000001,0.9259999999999999,0.040999999999999995,2006
18853,4065,0.145,9.525,0.905,-0.002,2007
18864,4065,0.14,-2.67,0.922,0.004,2008
18876,4066,0.184,1.86,0.759,0.084,2006
18888,4066,0.17300000000000001,1.7,0.7759999999999999,0.124,2007
18900,4066,0.16899999999999998,1.5530000000000002,0.768,0.107,2008
18912,4066,0.165,1.621,0.75,0.10300000000000001,2009
18924,4066,0.14400000000000002,1.489,0.743,0.131,2010
18936,4066,0.16699999999999998,1.696,0.7829999999999999,0.096,2011
18948,4066,0.183,1.8330000000000002,0.7979999999999999,0.081,2012
18960,4066,0.20199999999999999,1.999,0.8140000000000001,0.081,2013
18972,4066,0.19,1.797,0.804,0.10099999999999999,2014
18984,4066,0.222,2.074,0.845,0.08199999999999999,2015
18996,4072,0.179,0.805,0.511,0.375,2006
19008,4072,0.155,0.769,0.475,0.32899999999999996,2007
19020,4072,0.14400000000000002,0.884,0.45799999999999996,0.311,2008
19032,4072,0.127,0.8290000000000001,0.442,0.341,2009
19044,4072,0.016,0.075,0.391,0.36200000000000004,2010
19056,4072,0.006999999999999999,0.032,0.368,0.41200000000000003,2011
19068,4072,0.065,0.348,0.451,0.247,2012
19080,4072,0.065,0.381,0.466,0.342,2013
19092,4072,0.061,0.435,0.444,0.27,2014
19104,4072,0.146,1.183,0.534,0.309,2015
19116,4087,0.253,1.885,0.701,0.107,2006
19128,4087,0.245,1.555,0.68,0.17,2007
19140,4087,0.25,1.5959999999999999,0.654,0.19,2008
19152,4087,0.289,3.023,0.7809999999999999,0.109,2009
19164,4087,0.29,2.1069999999999998,0.772,0.155,2010
19176,4087,0.29600000000000004,2.292,0.745,0.149,2011
19188,4087,0.28800000000000003,2.238,0.795,0.131,2012
19200,4087,0.265,2.4419999999999997,0.755,0.12,2013
19212,4087,0.249,2.2030000000000003,0.6629999999999999,0.09,2014
19224,4087,0.237,2.32,0.723,0.102,2015
19236,4091,0.11599999999999999,1.046,0.358,0.41100000000000003,2006
19248,4091,0.105,0.888,0.36200000000000004,0.221,2007
19260,4091,0.07400000000000001,0.562,0.336,0.36,2008
19272,4091,0.12300000000000001,1.253,0.38799999999999996,0.198,2009
19284,4091,0.078,0.6409999999999999,0.31,0.257,2010
19296,4091,0.33299999999999996,4.138999999999999,0.58,0.29,2011
19308,4091,0.486,4.787,0.736,-0.005,2012
19320,4091,0.46,4.1930000000000005,0.7,0.085,2013
19332,4091,0.424,4.021,0.672,0.08800000000000001,2014
19344,4091,0.381,5.702000000000001,0.645,0.109,2015
19356,4093,0.303,5.106,0.643,0.085,2006
19368,4093,0.259,3.343,0.5820000000000001,0.09300000000000001,2007
19380,4093,0.256,3.0380000000000003,0.578,0.113,2008
19392,4093,0.28600000000000003,3.622,0.606,0.10400000000000001,2009
19404,4093,0.307,3.543,0.618,0.099,2010
19416,4093,0.318,3.728,0.618,0.124,2011
19428,4093,0.342,4.2860000000000005,0.635,0.09300000000000001,2012
19440,4093,0.361,4.948,0.642,0.07200000000000001,2013
19452,4093,0.36,4.702,0.645,0.087,2014
19464,4093,0.353,4.837,0.665,0.083,2015
19476,4094,0.223,0.753,1.031,0.17,2006
19488,4094,0.35200000000000004,1.008,1.3119999999999998,0.174,2007
19500,4094,0.486,1.47,1.301,0.188,2008
19512,4094,0.555,1.5719999999999998,1.479,0.179,2009
19524,4094,0.5579999999999999,1.8880000000000001,1.443,0.149,2010
19536,4094,0.498,1.6869999999999998,1.328,0.125,2011
19548,4094,0.513,1.7380000000000002,1.3940000000000001,0.115,2012
19560,4094,0.72,2.4419999999999997,1.594,0.11900000000000001,2013
19572,4094,0.858,3.057,1.587,0.114,2014
19584,4094,0.843,3.839,1.581,0.099,2015
19596,4103,0.377,4.781000000000001,0.6990000000000001,0.06,2006
19601,4103,0.392,4.246,0.6970000000000001,0.005,2007
19613,4108,0.25,2.3040000000000003,0.665,0.073,2006
19625,4108,0.20600000000000002,1.6019999999999999,0.65,0.08800000000000001,2007
19637,4108,0.153,0.8640000000000001,0.619,0.188,2008
19649,4108,0.145,0.768,0.614,0.153,2009
19661,4108,0.13699999999999998,0.805,0.546,0.17600000000000002,2010
19673,4108,0.11599999999999999,0.753,0.5,0.152,2011
19685,4108,0.147,0.9159999999999999,0.534,0.09300000000000001,2012
19697,4108,0.225,1.298,0.617,0.177,2013
19709,4108,0.244,1.395,0.61,0.154,2014
19721,4108,0.3,1.922,0.652,0.18899999999999997,2015
19733,4115,0.25,1.641,0.457,0.34,2006
19745,4115,0.22399999999999998,1.2109999999999999,0.444,0.314,2007
19757,4115,0.203,1.3359999999999999,0.43200000000000005,0.302,2008
19769,4115,0.203,1.349,0.435,0.418,2009
19781,4115,0.201,1.617,0.425,0.19,2010
19793,4115,0.276,1.746,0.506,0.11800000000000001,2011
19805,4115,0.248,1.475,0.491,0.172,2012
19817,4115,0.396,2.3,0.627,0.147,2013
19829,4115,0.37200000000000005,2.465,0.597,0.11599999999999999,2014
19841,4115,0.38299999999999995,1.7719999999999998,0.611,0.16699999999999998,2015
19853,4145,0.084,0.9620000000000001,0.376,0.2,2006
19865,4145,0.08,0.846,0.39299999999999996,0.13699999999999998,2007
19877,4145,0.177,1.97,0.465,0.149,2008
19889,4145,0.183,2.2119999999999997,0.47,0.16,2009
19901,4145,0.19,2.3569999999999998,0.47,0.10400000000000001,2010
19913,4145,0.157,1.7480000000000002,0.428,0.128,2011
19925,4145,0.242,3.216,0.509,0.113,2012
19937,4145,0.254,3.76,0.509,0.078,2013
19949,4145,0.23,2.137,0.483,0.081,2014
19961,4145,0.251,4.08,0.491,0.135,2015
19973,4194,0.243,2.7,0.8640000000000001,0.09300000000000001,2006
19985,4194,0.163,1.663,0.8490000000000001,0.07400000000000001,2007
19997,4194,0.114,2.0069999999999997,0.727,0.03,2008
20009,4194,0.179,13.892000000000001,0.973,0.019,2009
20021,4194,0.17600000000000002,1.0,1.018,-0.018000000000000002,2010
20033,4194,0.253,-6.399,1.24,-0.03,2011
20035,4194,0.324,-6.06,1.5019999999999998,-0.142,2012
20047,4194,0.22899999999999998,2.8569999999999998,0.802,-0.26,2014
20059,4194,0.287,2.9130000000000003,0.899,-0.057,2015
20071,4201,0.0,0.0,0.243,1.621,2006
20083,4201,0.517,1.294,0.754,0.365,2007
20095,4201,0.516,1.3259999999999998,0.741,0.212,2008
20107,4201,0.465,1.966,0.674,0.22699999999999998,2009
20119,4201,0.39,1.328,0.627,0.11900000000000001,2010
20131,4201,0.534,2.119,0.693,0.136,2011
20143,4201,0.478,2.265,0.64,0.141,2012
20155,4201,0.484,2.4290000000000003,0.69,0.07,2013
20167,4201,0.39,1.3430000000000002,0.589,0.09,2014
20179,4201,0.45899999999999996,1.963,0.664,0.156,2015
20191,4213,0.19399999999999998,0.884,0.56,0.275,2006
20203,4213,0.21100000000000002,0.9359999999999999,0.609,0.22899999999999998,2007
20215,4213,0.225,1.081,0.5870000000000001,0.28600000000000003,2008
20227,4213,0.228,1.0490000000000002,0.6409999999999999,0.237,2009
20239,4213,0.205,0.856,0.601,0.231,2010
20251,4213,0.19899999999999998,0.8370000000000001,0.565,0.34700000000000003,2011
20263,4213,0.384,3.2939999999999996,0.659,0.055,2012
20275,4213,0.371,2.772,0.65,0.105,2013
20287,4213,0.35700000000000004,2.4659999999999997,0.619,0.128,2014
20299,4213,0.363,2.391,0.635,0.15,2015
20311,4241,0.376,3.55,0.662,0.096,2006
20323,4241,0.37,3.2319999999999998,0.66,0.192,2007
20335,4241,0.38799999999999996,3.554,0.6509999999999999,0.154,2008
20347,4241,0.39799999999999996,3.9189999999999996,0.66,0.12300000000000001,2009
20359,4241,0.37799999999999995,3.4360000000000004,0.67,0.179,2010
20371,4241,0.36700000000000005,3.263,0.657,0.154,2011
20383,4241,0.374,3.682,0.6829999999999999,0.154,2012
20395,4241,0.37799999999999995,4.0569999999999995,0.6859999999999999,0.14800000000000002,2013
20407,4241,0.371,4.596,0.66,0.134,2014
20419,4241,0.392,5.218,0.6829999999999999,0.11699999999999999,2015
20431,4242,0.562,8.552,0.8590000000000001,0.009000000000000001,2006
20443,4242,0.529,4.981,0.805,0.091,2007
20455,4242,0.508,3.738,0.76,0.096,2008
20467,4242,0.623,4.501,0.8270000000000001,0.124,2009
20479,4242,0.593,4.404,0.782,0.115,2010
20491,4242,0.54,4.869,0.711,0.1,2011
20496,4242,0.532,4.096,0.701,0.122,2012
20508,4321,0.21600000000000003,1.109,0.5539999999999999,0.243,2006
20520,4321,0.192,0.919,0.545,0.281,2007
20532,4321,0.215,0.96,0.5579999999999999,0.281,2008
20544,4321,0.231,1.208,0.5589999999999999,0.27899999999999997,2009
20556,4321,0.222,1.2209999999999999,0.564,0.255,2010
20568,4321,0.218,1.0759999999999998,0.5579999999999999,0.243,2011
20580,4321,0.222,1.073,0.562,0.228,2012
20592,4321,0.228,1.151,0.5660000000000001,0.261,2013
20604,4321,0.249,1.188,0.579,0.264,2014
20616,4321,0.31,1.5290000000000001,0.632,0.18100000000000002,2015
20628,4331,0.401,3.93,0.64,0.10300000000000001,2006
20640,4331,0.423,4.077,0.657,0.09,2007
20652,4331,0.408,4.876,0.648,0.111,2008
20664,4331,0.433,5.162000000000001,0.6920000000000001,0.078,2009
20676,4331,0.39,4.474,0.66,0.105,2010
20688,4331,0.36700000000000005,3.637,0.6559999999999999,0.109,2011
20700,4331,0.345,3.7060000000000004,0.6559999999999999,0.10099999999999999,2012
20712,4331,0.33799999999999997,3.7110000000000003,0.662,0.113,2013
20724,4331,0.353,3.5460000000000003,0.6509999999999999,0.113,2014
20736,4331,0.359,4.145,0.674,0.094,2015
20748,4351,0.299,1.393,0.601,0.19399999999999998,2006
20760,4351,0.243,1.069,0.546,0.295,2007
20772,4351,0.19399999999999998,0.8170000000000001,0.565,0.285,2008
20784,4351,0.16,0.8809999999999999,0.47200000000000003,0.306,2009
20796,4351,0.14300000000000002,0.762,0.47,0.374,2010
20808,4351,0.162,0.895,0.501,0.304,2011
20820,4351,0.25,1.864,0.5429999999999999,0.272,2012
20832,4351,0.3,2.408,0.573,0.21,2013
20844,4351,0.24100000000000002,1.83,0.541,0.24600000000000002,2014
20856,4351,0.156,2.195,0.41200000000000003,0.259,2015
20861,4371,0.166,1.743,0.603,0.10800000000000001,2006
20873,4383,0.449,4.341,0.7120000000000001,0.076,2006
20885,4383,0.387,3.7769999999999997,0.667,0.139,2007
20897,4383,0.387,3.9330000000000003,0.679,0.086,2008
20909,4383,0.353,3.3739999999999997,0.657,0.221,2009
20921,4383,0.33899999999999997,3.284,0.6779999999999999,0.158,2010
20933,4383,0.332,3.4539999999999997,0.69,0.11599999999999999,2011
20945,4383,0.337,3.668,0.685,0.114,2012
20957,4383,0.35600000000000004,3.832,0.675,0.114,2013
20969,4383,0.309,3.065,0.6409999999999999,0.134,2014
20981,4383,0.32,3.215,0.649,0.142,2015
20993,4423,0.28800000000000003,1.0270000000000001,0.534,0.33399999999999996,2006
21005,4423,0.33399999999999996,1.507,0.546,0.39299999999999996,2007
21017,4423,0.385,2.083,0.591,0.212,2008
21029,4423,0.354,2.056,0.565,0.228,2009
21041,4423,0.317,1.9,0.519,0.21600000000000003,2010
21053,4423,0.29,1.6219999999999999,0.49200000000000005,0.204,2011
21065,4423,0.278,1.4569999999999999,0.48700000000000004,0.22899999999999998,2012
21077,4423,0.35700000000000004,2.042,0.529,0.19399999999999998,2013
21089,4423,0.33,1.8359999999999999,0.491,0.258,2014
21101,4423,0.319,1.625,0.516,0.253,2015
21113,4430,0.293,1.944,0.7959999999999999,-0.10400000000000001,2006
21125,4430,0.282,2.195,0.7090000000000001,0.268,2007
21137,4430,0.289,2.088,0.696,0.15,2008
21149,4430,0.322,3.4760000000000004,0.614,0.155,2009
21161,4430,0.298,2.781,0.58,0.191,2010
21173,4430,0.273,2.144,0.557,0.196,2011
21185,4430,0.309,2.8939999999999997,0.5820000000000001,0.177,2012
21197,4430,0.27699999999999997,2.022,0.542,0.165,2013
21209,4430,0.253,1.7080000000000002,0.489,0.244,2014
21221,4430,0.24600000000000002,1.985,0.449,0.249,2015
21233,4460,0.22899999999999998,2.254,0.449,0.063,2006
21245,4460,0.23199999999999998,2.885,0.451,0.132,2007
21257,4460,0.209,1.754,0.465,0.133,2008
21269,4460,0.23,2.354,0.457,0.14800000000000002,2009
21281,4460,0.237,2.375,0.45299999999999996,0.153,2010
21293,4460,0.307,3.281,0.534,0.107,2011
21305,4460,0.263,2.435,0.498,0.121,2012
21317,4460,0.21100000000000002,1.9169999999999998,0.42200000000000004,0.182,2013
21329,4460,0.195,1.682,0.406,0.16699999999999998,2014
21339,4460,0.253,2.52,0.457,0.16699999999999998,2015
21353,4462,0.21899999999999997,1.432,0.596,0.147,2006
21365,4462,0.20800000000000002,1.229,0.579,0.084,2007
21377,4462,0.223,1.35,0.594,0.24100000000000002,2008
21389,4462,0.252,0.8590000000000001,0.612,0.04,2009
21401,4462,0.228,0.742,0.5529999999999999,0.396,2010
21413,4462,0.221,0.722,0.5379999999999999,0.289,2011
21425,4462,0.161,0.517,0.489,0.28800000000000003,2012
21437,4462,0.308,1.018,0.6459999999999999,0.319,2013
21449,4462,0.27899999999999997,0.893,0.591,0.368,2014
21461,4462,0.289,0.9009999999999999,0.657,0.29,2015
21473,4503,0.038,0.11800000000000001,0.47100000000000003,0.514,2006
21485,4503,0.038,0.129,0.486,0.486,2007
21497,4503,0.039,0.11699999999999999,0.512,0.44799999999999995,2008
21509,4503,0.040999999999999995,0.23199999999999998,0.5,0.54,2009
21521,4503,0.054000000000000006,0.289,0.504,0.24100000000000002,2010
21533,4503,0.05,0.23,0.501,0.32299999999999995,2011
21545,4503,0.045,0.23399999999999999,0.504,0.325,2012
21557,4503,0.048,0.275,0.49200000000000005,0.34600000000000003,2013
21569,4503,0.062,0.395,0.47600000000000003,0.27,2014
21581,4503,0.094,0.914,0.483,0.268,2015
21593,4510,0.253,1.537,0.617,0.166,2006
21605,4510,0.221,1.176,0.599,0.159,2007
21617,4510,0.198,0.885,0.583,0.17,2008
21629,4510,0.21,1.057,0.653,0.152,2009
21641,4510,0.204,0.995,0.624,0.151,2010
21653,4510,0.184,0.868,0.61,0.166,2011
21665,4510,0.225,1.124,0.648,0.156,2012
21677,4510,0.278,1.54,0.6679999999999999,0.128,2013
21689,4510,0.34299999999999997,2.4019999999999997,0.6709999999999999,0.09,2014
21701,4510,0.34,5.377999999999999,0.6940000000000001,0.099,2015
21713,4515,0.499,5.449,0.741,-0.21600000000000003,2006
21725,4515,0.601,-6.7589999999999995,0.746,-0.055999999999999994,2007
21737,4515,0.662,-3.9,0.858,0.17,2008
21744,4515,0.772,-7.386,0.915,0.17,2009
21763,4517,0.341,3.411,0.732,0.063,2006
21775,4517,0.342,3.6180000000000003,0.726,0.096,2007
21787,4517,0.348,3.839,0.745,0.122,2008
21799,4517,0.37799999999999995,3.9530000000000003,0.735,0.10300000000000001,2009
21811,4517,0.39399999999999996,3.866,0.735,0.126,2010
21823,4517,0.396,4.7989999999999995,0.7290000000000001,0.099,2011
21835,4517,0.41100000000000003,4.784,0.741,0.096,2012
21847,4517,0.431,5.052,0.746,0.083,2013
21859,4517,0.414,4.891,0.74,0.1,2014
21871,4517,0.386,3.6630000000000003,0.723,0.1,2015
21883,4523,0.22,6.0760000000000005,0.584,-0.057999999999999996,2006
21895,4523,0.17,1.794,0.54,0.237,2007
21907,4523,0.11599999999999999,0.953,0.5,0.171,2008
21919,4523,0.059000000000000004,0.379,0.457,0.373,2009
21931,4523,0.012,0.057,0.409,0.423,2010
21934,4523,0.0,0.0,0.39799999999999996,0.4,2011
21946,4560,0.099,0.494,0.521,0.34299999999999997,2006
21958,4560,0.095,0.451,0.552,0.287,2007
21970,4560,0.094,0.486,0.529,0.366,2008
21982,4560,0.08800000000000001,0.405,0.493,0.37799999999999995,2009
21994,4560,0.084,0.33799999999999997,0.523,0.379,2010
22006,4560,0.183,0.6709999999999999,0.637,0.27699999999999997,2011
22018,4560,0.162,0.606,0.615,0.17800000000000002,2012
22030,4560,0.139,0.56,0.569,0.22399999999999998,2013
22042,4560,0.13,0.636,0.568,0.214,2014
22049,4560,0.147,0.7929999999999999,0.5589999999999999,0.214,2015
22061,4595,0.643,-10.93,1.026,-0.002,2006
22073,4598,0.121,0.564,0.498,0.32899999999999996,2006
22085,4598,0.115,0.535,0.473,0.314,2007
22097,4598,0.081,0.431,0.428,0.314,2008
22109,4598,0.095,0.669,0.424,0.259,2009
22121,4598,0.078,0.46,0.43200000000000005,0.28300000000000003,2010
22133,4598,0.065,0.37200000000000005,0.43799999999999994,0.332,2011
22145,4598,0.063,0.33899999999999997,0.47200000000000003,0.319,2012
22157,4598,0.08,0.45799999999999996,0.488,0.29,2013
22169,4598,0.13,0.6809999999999999,0.521,0.24,2014
22181,4598,0.185,1.314,0.569,0.243,2015
22188,4600,0.35200000000000004,3.721,0.721,0.006,2008
22200,4600,0.406,9.075,0.8640000000000001,0.10099999999999999,2009
22212,4600,0.39799999999999996,4.816,0.8340000000000001,0.054000000000000006,2010
22224,4600,0.37799999999999995,4.388,0.802,0.068,2011
22236,4600,0.40299999999999997,5.348,0.846,0.04,2012
22248,4600,0.40299999999999997,5.777,0.866,-0.009000000000000001,2013
22260,4600,0.361,4.413,0.7809999999999999,0.075,2014
22272,4600,0.391,5.46,0.863,0.045,2015
22284,4601,0.9129999999999999,18.065,0.953,0.099,2006
22296,4601,0.91,17.405,0.9520000000000001,0.04,2007
22308,4601,0.91,37.054,0.9620000000000001,0.052000000000000005,2008
22320,4601,0.925,-21.000999999999998,1.016,0.018000000000000002,2009
22328,4601,0.971,50.516999999999996,1.005,-0.09699999999999999,2010
22340,4611,0.29100000000000004,3.286,0.585,0.21100000000000002,2006
22352,4611,0.342,3.096,0.64,0.217,2007
22364,4611,0.354,3.2439999999999998,0.65,0.125,2008
22376,4611,0.41600000000000004,3.6839999999999997,0.789,0.107,2009
22388,4611,0.38799999999999996,2.748,0.7709999999999999,0.105,2010
22400,4611,0.341,2.104,0.725,0.1,2011
22412,4611,0.332,2.003,0.728,0.13,2012
22424,4611,0.32899999999999996,1.8630000000000002,0.725,0.151,2013
22436,4611,0.335,1.87,0.727,0.166,2014
22448,4611,0.35200000000000004,2.102,0.7709999999999999,0.168,2015
22460,4622,0.348,3.701,0.7070000000000001,0.018000000000000002,2006
22472,4622,0.319,2.736,0.68,0.06,2007
22484,4622,0.327,3.6919999999999997,0.7020000000000001,0.127,2008
22496,4622,0.41100000000000003,7.606,0.78,-0.008,2009
22508,4622,0.252,1.569,0.627,0.002,2010
22520,4622,0.22399999999999998,1.462,0.593,0.23399999999999999,2011
22532,4622,0.242,6.667999999999999,0.631,0.062,2012
22544,4622,0.32,4.17,0.8059999999999999,0.027000000000000003,2013
22556,4622,0.32,1.619,0.71,0.025,2014
22568,4622,0.327,6.36,0.7120000000000001,0.079,2015
22580,4640,0.221,7.194,0.909,0.044000000000000004,2006
22592,4640,0.182,6.606,0.9059999999999999,0.016,2007
22604,4640,0.21,15.495,0.912,-0.006999999999999999,2008
22616,4640,0.17,-24.955,0.889,0.028999999999999998,2009
22628,4640,0.11199999999999999,6.702000000000001,0.879,0.038,2010
22640,4640,0.11599999999999999,3.85,0.884,0.034,2011
22652,4640,0.11800000000000001,3.926,0.884,0.023,2012
22664,4640,0.095,3.0669999999999997,0.885,0.024,2013
22676,4640,0.114,4.2860000000000005,0.885,0.04,2014
22688,4640,0.126,5.233,0.888,0.017,2015
22700,4666,0.0,0.0,0.14800000000000002,0.9159999999999999,2006
22712,4666,0.0,0.0,0.16399999999999998,0.903,2007
22724,4666,0.0,0.0,0.179,0.6970000000000001,2008
22736,4666,0.0,0.0,0.17,0.883,2009
22743,4666,0.0,0.0,0.16,1.046,2010
22755,4674,0.138,4.454,0.8740000000000001,0.026000000000000002,2006
22767,4674,0.139,4.918,0.855,0.023,2007
22779,4674,0.2,10.219,0.862,0.027999999999999997,2008
22791,4674,0.196,51.801,0.8759999999999999,0.016,2009
22803,4674,0.14,480.463,0.872,0.016,2010
22815,4674,0.114,8.024,0.871,0.037000000000000005,2011
22827,4674,0.078,3.784,0.873,0.043,2012
22839,4674,0.064,2.799,0.87,0.023,2013
22851,4674,0.052000000000000005,2.327,0.86,0.037000000000000005,2014
22863,4674,0.049,2.354,0.861,0.02,2015
22865,4675,0.009000000000000001,0.042,0.179,-0.083,2006
22877,4678,0.171,6.247000000000001,0.912,0.02,2006
22889,4678,0.172,7.256,0.917,0.017,2007
22901,4678,0.196,7.49,0.912,0.018000000000000002,2008
22913,4678,0.191,8.487,0.9059999999999999,0.019,2009
22925,4678,0.11199999999999999,5.332999999999999,0.899,0.009000000000000001,2010
22937,4678,0.077,3.445,0.893,0.012,2011
22949,4678,0.073,3.207,0.8909999999999999,0.012,2012
22961,4678,0.069,2.987,0.888,0.013000000000000001,2013
22973,4678,0.075,3.364,0.887,0.008,2014
22985,4678,0.086,4.11,0.885,0.013000000000000001,2015
22997,4685,0.122,4.313,0.907,0.011000000000000001,2006
23009,4685,0.09,3.2760000000000002,0.899,0.022000000000000002,2007
23021,4685,0.107,4.694,0.897,0.009000000000000001,2008
23033,4685,0.135,5.46,0.875,0.013000000000000001,2009
23045,4685,0.10400000000000001,3.824,0.879,0.02,2010
23057,4685,0.09300000000000001,3.523,0.877,0.025,2011
23069,4685,0.059000000000000004,2.214,0.873,0.02,2012
23081,4685,0.044000000000000004,1.695,0.883,0.011000000000000001,2013
23093,4685,0.055,2.285,0.885,0.015,2014
23105,4685,0.078,3.41,0.882,0.02,2015
23117,4699,0.192,6.216,0.893,0.006,2006
23129,4699,0.204,7.011,0.893,0.011000000000000001,2007
23141,4699,0.248,12.635,0.9009999999999999,0.023,2008
23153,4699,0.212,12.140999999999998,0.894,0.027999999999999997,2009
23165,4699,0.16899999999999998,6.843999999999999,0.883,0.019,2010
23177,4699,0.109,3.798,0.878,0.027999999999999997,2011
23189,4699,0.084,2.8089999999999997,0.88,0.026000000000000002,2012
23201,4699,0.067,2.019,0.873,0.006999999999999999,2013
23213,4699,0.079,2.721,0.868,0.013000000000000001,2014
23225,4699,0.10400000000000001,3.855,0.871,0.013000000000000001,2015
23237,4723,0.289,6.672000000000001,0.904,0.018000000000000002,2006
23249,4723,0.32,7.669,0.907,0.027000000000000003,2007
23261,4723,0.316,9.441,0.9109999999999999,0.012,2008
23273,4723,0.252,11.478,0.9009999999999999,0.022000000000000002,2009
23285,4723,0.22399999999999998,8.386000000000001,0.9009999999999999,0.03,2010
23297,4723,0.198,6.325,0.898,0.019,2011
23309,4723,0.16899999999999998,4.9910000000000005,0.8909999999999999,0.032,2012
23321,4723,0.13699999999999998,4.164,0.885,0.025,2013
23333,4723,0.14400000000000002,4.574,0.887,0.036000000000000004,2014
23345,4723,0.15,5.121,0.8909999999999999,0.015,2015
23357,4737,0.244,10.309000000000001,0.9279999999999999,0.015,2006
23369,4737,0.305,14.924000000000001,0.9279999999999999,0.046,2007
23381,4737,0.413,336.355,0.925,0.003,2008
23393,4737,0.309,40.506,0.882,0.155,2009
23405,4737,0.226,9.709,0.873,0.034,2010
23417,4737,0.204,6.678,0.892,0.035,2011
23429,4737,0.18600000000000003,7.178999999999999,0.898,0.002,2012
23441,4737,0.162,6.754,0.899,0.016,2013
23453,4737,0.15,5.797000000000001,0.893,0.02,2014
23465,4737,0.11,4.8580000000000005,0.9,0.031,2015
23477,4739,0.239,8.763,0.904,0.012,2006
23489,4739,0.275,11.175999999999998,0.899,0.003,2007
23501,4739,0.295,-45.675,0.9079999999999999,-0.013000000000000001,2008
23513,4768,0.374,15.83,0.8029999999999999,0.009000000000000001,2006
23525,4768,0.409,-275.01,0.866,-0.064,2007
23537,4768,0.473,-3.887,0.8809999999999999,-0.057999999999999996,2008
23539,4768,0.473,-3.887,0.8809999999999999,-0.057999999999999996,2009
23551,4809,0.10300000000000001,0.544,0.389,0.341,2006
23563,4809,0.057,0.261,0.342,0.44799999999999995,2007
23575,4809,0.086,0.414,0.382,0.6629999999999999,2008
23587,4809,0.198,0.924,0.505,0.134,2009
23599,4809,0.141,0.648,0.429,0.379,2010
23611,4809,0.154,0.752,0.456,0.578,2011
23623,4809,0.27399999999999997,1.577,0.54,0.16899999999999998,2012
23635,4809,0.32,1.672,0.569,0.191,2013
23647,4809,0.349,2.057,0.545,0.18899999999999997,2014
23659,4809,0.309,1.733,0.53,0.244,2015
23671,4818,0.10300000000000001,1.088,0.636,0.139,2006
23683,4818,0.115,0.89,0.645,0.094,2007
23695,4818,0.045,0.25,0.602,0.257,2008
23707,4818,0.021,0.106,0.565,0.257,2009
23719,4818,0.016,0.099,0.527,0.23399999999999999,2010
23731,4818,0.025,0.168,0.552,0.135,2011
23743,4818,0.063,0.426,0.573,0.185,2012
23755,4818,0.062,0.35600000000000004,0.565,0.13,2013
23767,4818,0.064,0.401,0.536,0.17800000000000002,2014
23779,4818,0.13,0.821,0.586,0.129,2015
23791,4839,0.5660000000000001,15.818,0.95,0.08,2006
23803,4839,0.622,8.052,1.003,0.034,2007
23815,4839,0.63,13.267000000000001,0.986,0.063,2008
23827,4839,0.685,10.612,1.06,-0.001,2009
23839,4839,0.6679999999999999,6.651,1.023,0.077,2010
23851,4839,0.602,5.816,0.98,0.069,2011
23863,4839,0.551,6.545,0.9059999999999999,0.06,2012
23875,4839,0.552,7.531000000000001,0.904,0.052000000000000005,2013
23887,4839,0.5670000000000001,8.72,0.87,0.06,2014
23899,4839,0.574,7.172000000000001,0.878,0.079,2015
23911,4842,0.736,13.09,0.867,0.049,2006
23923,4842,0.6729999999999999,13.394,0.852,0.040999999999999995,2007
23935,4842,0.695,14.009,0.877,0.03,2008
23947,4842,0.728,16.480999999999998,0.884,0.028999999999999998,2009
23959,4842,0.7490000000000001,14.263,0.851,0.04,2010
23971,4842,0.732,19.275,0.81,0.027999999999999997,2011
23983,4842,0.631,19.179000000000002,0.815,0.035,2012
23995,4842,0.657,56.508,0.794,0.049,2013
23996,4842,0.657,56.508,0.794,0.049,2014
24019,4842,0.521,-27.104,0.677,0.04,2015
24031,4843,0.0,0.0,0.138,1.4140000000000001,2006
24043,4843,0.0,0.0,0.17300000000000001,1.412,2007
24055,4843,0.0,0.0,0.18,1.472,2008
24067,4843,0.0,0.0,0.19899999999999998,0.9890000000000001,2009
24079,4843,0.0,0.0,0.223,0.765,2010
24091,4843,0.0,0.0,0.239,0.8059999999999999,2011
24103,4843,0.0,0.0,0.24,0.795,2012
24115,4843,0.0,0.0,0.24100000000000002,0.07200000000000001,2013
24121,4843,0.25,4.4639999999999995,0.48700000000000004,0.08,2014
24133,4844,0.33,1.7009999999999998,0.551,0.321,2006
24145,4844,0.35600000000000004,2.458,0.5760000000000001,0.24100000000000002,2007
24157,4844,0.322,1.5190000000000001,0.599,0.21600000000000003,2008
24169,4844,0.63,-0.795,0.769,0.29600000000000004,2009
24181,4844,0.514,3.741,0.674,0.22899999999999998,2010
24193,4844,0.499,3.886,0.649,0.21899999999999997,2011
24205,4844,0.588,-4.914,0.74,0.228,2012
24217,4844,0.852,27.410999999999998,1.035,0.166,2013
24228,4844,0.775,-7.94,1.025,0.19,2014
24240,4885,0.11699999999999999,0.618,0.28600000000000003,0.47,2006
24252,4885,0.084,0.387,0.258,0.6509999999999999,2007
24264,4885,0.028999999999999998,0.12300000000000001,0.221,0.696,2008
24276,4885,0.013000000000000001,0.095,0.187,0.363,2009
24288,4885,0.092,0.48100000000000004,0.276,0.5579999999999999,2010
24300,4885,0.157,0.7859999999999999,0.33799999999999997,0.349,2011
24312,4885,0.188,1.071,0.337,0.215,2012
