,gvkey,fiscal_year,fiscal_month
5962,9882,2008.0,12.0
5963,9882,2009.0,12.0
5964,9882,2010.0,12.0
5965,9882,2011.0,12.0
5966,9882,2012.0,12.0
5967,9882,2013.0,12.0
5968,9882,2014.0,12.0
5969,9882,2015.0,12.0
5970,9890,2006.0,12.0
5971,9890,2007.0,12.0
5972,9890,2008.0,12.0
5973,9890,2009.0,12.0
5974,9890,2010.0,12.0
5975,9890,2011.0,12.0
5976,9890,2012.0,12.0
5977,9890,2013.0,12.0
5978,9890,2014.0,12.0
5979,9890,2015.0,12.0
5980,9899,2006.0,12.0
5981,9899,2007.0,12.0
5982,9899,2008.0,12.0
5983,9899,2009.0,12.0
5984,9899,2010.0,12.0
5985,9899,2011.0,12.0
5986,9899,2012.0,12.0
5987,9899,2013.0,12.0
5988,9899,2014.0,12.0
5989,9899,2015.0,12.0
5990,9902,2006.0,12.0
5991,9902,2007.0,12.0
5992,9902,2008.0,12.0
5993,9902,2009.0,12.0
5994,9902,2010.0,12.0
5995,9902,2011.0,12.0
5996,9902,2012.0,12.0
5997,9902,2013.0,12.0
5998,9902,2014.0,12.0
5999,9902,2015.0,12.0
6000,9904,2006.0,12.0
6001,9904,2007.0,12.0
6002,9904,2008.0,12.0
6003,9904,2009.0,12.0
6004,9904,2010.0,12.0
6005,9904,2011.0,12.0
6006,9904,2012.0,12.0
6007,9904,2013.0,12.0
6008,9904,2014.0,12.0
6009,9904,2015.0,12.0
6010,9906,2006.0,12.0
6011,9906,2007.0,12.0
6012,9906,2008.0,12.0
6013,9906,2009.0,12.0
6014,9906,2010.0,12.0
6015,9906,2011.0,12.0
6016,9906,2012.0,12.0
6017,9906,2013.0,12.0
6018,9906,2014.0,12.0
6019,9906,2015.0,12.0
6020,10000,2006.0,12.0
6021,10000,2007.0,12.0
6022,10000,2008.0,12.0
6023,10000,2009.0,12.0
6024,10000,2010.0,12.0
6025,10000,2011.0,12.0
6026,10000,2012.0,12.0
6027,10000,2013.0,12.0
6028,10000,2014.0,12.0
6029,10000,2015.0,12.0
6030,10002,2006.0,12.0
6031,10002,2007.0,12.0
6032,10002,2008.0,12.0
6033,10002,2009.0,12.0
6034,10002,2010.0,12.0
6035,10002,2011.0,12.0
6036,10002,2012.0,12.0
6037,10002,2013.0,12.0
6038,10002,2014.0,12.0
6039,10002,2015.0,12.0
6040,10016,2006.0,12.0
6041,10016,2007.0,12.0
6042,10016,2008.0,12.0
6043,10016,2009.0,12.0
6044,10016,2010.0,12.0
6045,10016,2011.0,12.0
6046,10016,2012.0,12.0
6047,10016,2013.0,12.0
6048,10016,2014.0,12.0
6049,10016,2015.0,12.0
6051,10035,2006.0,12.0
6053,10035,2007.0,12.0
6055,10035,2008.0,12.0
6057,10035,2009.0,12.0
6059,10035,2010.0,12.0
6061,10035,2011.0,12.0
6063,10035,2012.0,12.0
6065,10035,2013.0,12.0
6067,10035,2014.0,12.0
6069,10035,2015.0,12.0
6071,10096,2006.0,12.0
6073,10096,2007.0,12.0
6075,10096,2008.0,12.0
6077,10096,2009.0,12.0
6079,10096,2010.0,12.0
6081,10096,2011.0,12.0
6083,10096,2012.0,12.0
6085,10096,2013.0,12.0
6087,10096,2014.0,12.0
6089,10096,2015.0,12.0
6090,10115,2006.0,12.0
6091,10115,2007.0,12.0
6092,10115,2008.0,12.0
6093,10115,2009.0,12.0
6094,10115,2010.0,12.0
6095,10115,2011.0,12.0
6096,10115,2012.0,12.0
6097,10115,2013.0,12.0
6098,10115,2014.0,12.0
6099,10115,2015.0,12.0
6101,10121,2006.0,12.0
6103,10121,2007.0,12.0
6105,10121,2008.0,12.0
6107,10121,2009.0,12.0
6109,10121,2010.0,12.0
6111,10121,2011.0,12.0
6113,10121,2012.0,12.0
6115,10121,2013.0,12.0
6117,10121,2014.0,12.0
6119,10121,2015.0,12.0
6120,10150,2006.0,12.0
6121,10156,2006.0,12.0
6122,10156,2007.0,12.0
6123,10156,2008.0,12.0
6124,10156,2009.0,12.0
6125,10156,2010.0,12.0
6126,10156,2011.0,12.0
6128,10187,2006.0,12.0
6130,10187,2007.0,12.0
6132,10187,2008.0,12.0
6134,10187,2009.0,12.0
6136,10187,2010.0,12.0
6138,10187,2011.0,12.0
6140,10187,2012.0,12.0
6142,10187,2013.0,12.0
6144,10187,2014.0,12.0
6146,10187,2015.0,12.0
6147,10190,2006.0,2.0
6148,10190,2007.0,2.0
6149,10190,2008.0,2.0
6150,10190,2009.0,2.0
6151,10190,2010.0,2.0
6152,10190,2011.0,2.0
6153,10190,2012.0,2.0
6154,10190,2013.0,2.0
6155,10190,2014.0,2.0
6156,10190,2015.0,2.0
6157,10221,2006.0,12.0
6158,10221,2007.0,12.0
6159,10221,2008.0,12.0
6160,10221,2009.0,12.0
6161,10221,2010.0,12.0
6162,10221,2011.0,12.0
6163,10221,2012.0,12.0
6164,10221,2013.0,12.0
6165,10221,2014.0,12.0
6166,10221,2015.0,12.0
6167,10247,2006.0,6.0
6168,10247,2007.0,6.0
6169,10247,2008.0,6.0
6170,10247,2009.0,6.0
6171,10247,2010.0,6.0
6172,10247,2011.0,6.0
6173,10247,2012.0,6.0
6174,10247,2013.0,6.0
6175,10247,2014.0,6.0
6176,10247,2015.0,6.0
6177,10277,2006.0,12.0
6178,10277,2007.0,12.0
6179,10277,2008.0,12.0
6180,10277,2009.0,12.0
6181,10277,2010.0,12.0
6182,10277,2011.0,12.0
6183,10277,2012.0,12.0
6184,10277,2013.0,12.0
6185,10277,2014.0,12.0
6186,10277,2015.0,12.0
6187,10327,2006.0,12.0
6188,10327,2007.0,12.0
6189,10327,2008.0,12.0
6190,10327,2009.0,12.0
6191,10327,2010.0,12.0
6192,10327,2011.0,12.0
6193,10327,2012.0,12.0
6194,10327,2013.0,12.0
6195,10327,2014.0,12.0
6196,10327,2015.0,12.0
6197,10332,2006.0,12.0
6198,10332,2007.0,12.0
6199,10332,2008.0,12.0
6200,10332,2009.0,12.0
6201,10332,2010.0,12.0
6202,10332,2011.0,12.0
6203,10332,2012.0,12.0
6204,10332,2013.0,12.0
6205,10391,2006.0,5.0
6206,10405,2006.0,12.0
6207,10405,2007.0,12.0
6208,10405,2008.0,12.0
6209,10405,2009.0,12.0
6210,10405,2010.0,12.0
6211,10405,2011.0,12.0
6212,10405,2012.0,12.0
6213,10405,2013.0,12.0
6214,10405,2014.0,12.0
6215,10405,2015.0,12.0
6216,10407,2006.0,12.0
6217,10407,2007.0,12.0
6218,10407,2008.0,12.0
6219,10407,2009.0,12.0
6220,10407,2010.0,12.0
6221,10407,2011.0,12.0
6222,10407,2012.0,12.0
6223,10407,2013.0,12.0
6224,10407,2014.0,12.0
6225,10407,2015.0,12.0
6226,10411,2006.0,12.0
6227,10411,2007.0,12.0
6228,10411,2008.0,12.0
6229,10411,2009.0,12.0
6230,10411,2010.0,12.0
6231,10411,2011.0,12.0
6232,10411,2012.0,12.0
6233,10411,2013.0,12.0
6234,10411,2014.0,12.0
6235,10411,2015.0,12.0
6236,10426,2006.0,12.0
6237,10426,2007.0,12.0
6238,10426,2008.0,12.0
6239,10426,2009.0,12.0
6240,10426,2010.0,12.0
6241,10443,2006.0,12.0
6242,10443,2007.0,12.0
6243,10443,2008.0,12.0
6244,10443,2009.0,12.0
6245,10443,2010.0,12.0
6246,10443,2011.0,12.0
6247,10443,2012.0,12.0
6248,10443,2013.0,12.0
6249,10443,2014.0,12.0
6250,10443,2015.0,12.0
6251,10447,2006.0,9.0
6252,10447,2007.0,9.0
6253,10447,2008.0,9.0
6254,10447,2009.0,9.0
6255,10447,2010.0,9.0
6256,10447,2011.0,9.0
6257,10447,2012.0,9.0
6258,10447,2013.0,9.0
6259,10447,2014.0,9.0
6260,10447,2015.0,9.0
6261,10466,2006.0,12.0
6262,10466,2007.0,12.0
6263,10466,2008.0,12.0
6264,10466,2009.0,12.0
6265,10466,2010.0,12.0
6266,10466,2011.0,12.0
6267,10466,2012.0,12.0
6268,10466,2013.0,12.0
6269,10466,2014.0,12.0
6270,10466,2015.0,12.0
6271,10484,2006.0,12.0
6272,10484,2007.0,12.0
6273,10484,2008.0,12.0
6274,10484,2009.0,12.0
6275,10484,2010.0,12.0
6276,10484,2011.0,12.0
6277,10484,2012.0,12.0
6278,10484,2013.0,12.0
6279,10484,2014.0,12.0
6280,10484,2015.0,12.0
6281,10498,2006.0,5.0
6282,10498,2007.0,5.0
6283,10498,2008.0,5.0
6284,10498,2009.0,5.0
6285,10498,2010.0,5.0
6286,10498,2011.0,5.0
6287,10498,2012.0,5.0
6288,10499,2006.0,12.0
6289,10499,2007.0,12.0
6290,10499,2008.0,12.0
6291,10499,2009.0,12.0
6292,10499,2010.0,12.0
6293,10499,2011.0,12.0
6294,10499,2012.0,12.0
6295,10499,2013.0,12.0
6296,10499,2014.0,12.0
6297,10499,2015.0,12.0
6298,10502,2006.0,12.0
6299,10502,2007.0,12.0
6300,10502,2008.0,12.0
6301,10502,2009.0,12.0
6302,10502,2010.0,12.0
6303,10502,2011.0,12.0
6304,10502,2012.0,12.0
6305,10502,2013.0,12.0
6306,10502,2014.0,12.0
6307,10502,2015.0,12.0
6308,10507,2006.0,12.0
6309,10507,2007.0,12.0
6310,10507,2008.0,12.0
6311,10507,2009.0,12.0
6312,10507,2010.0,12.0
6313,10507,2011.0,12.0
6314,10507,2012.0,12.0
6315,10507,2013.0,12.0
6316,10507,2014.0,12.0
6317,10507,2015.0,12.0
6318,10508,2006.0,12.0
6319,10508,2007.0,12.0
6320,10508,2008.0,12.0
6321,10508,2009.0,12.0
6322,10508,2010.0,12.0
6323,10508,2011.0,12.0
6324,10508,2012.0,12.0
6325,10508,2013.0,12.0
6326,10508,2014.0,12.0
6327,10508,2015.0,12.0
6328,10519,2006.0,12.0
6329,10519,2007.0,12.0
6330,10519,2008.0,12.0
6331,10519,2009.0,12.0
6332,10519,2010.0,12.0
6333,10519,2011.0,12.0
6334,10519,2012.0,12.0
6335,10519,2013.0,12.0
6336,10519,2014.0,12.0
6337,10519,2015.0,12.0
6338,10530,2006.0,12.0
6339,10530,2007.0,12.0
6340,10530,2008.0,12.0
6341,10530,2009.0,12.0
6342,10530,2010.0,12.0
6343,10530,2011.0,12.0
6344,10530,2012.0,12.0
6345,10530,2013.0,12.0
6346,10530,2014.0,12.0
6347,10530,2015.0,12.0
6348,10540,2006.0,12.0
6349,10540,2007.0,12.0
6350,10540,2008.0,12.0
6351,10540,2009.0,12.0
6352,10540,2010.0,12.0
6353,10540,2011.0,12.0
6354,10567,2006.0,12.0
6355,10567,2007.0,12.0
6356,10567,2008.0,12.0
6357,10567,2009.0,12.0
6358,10567,2010.0,12.0
6359,10567,2011.0,12.0
6360,10567,2012.0,12.0
6361,10567,2013.0,12.0
6362,10567,2014.0,12.0
6363,10567,2015.0,12.0
6364,10581,2006.0,12.0
6365,10581,2007.0,12.0
6366,10581,2008.0,12.0
6367,10581,2009.0,12.0
6368,10581,2010.0,12.0
6369,10581,2011.0,12.0
6370,10581,2012.0,12.0
6371,10581,2013.0,12.0
6372,10581,2014.0,12.0
6373,10581,2015.0,12.0
6374,10601,2006.0,12.0
6375,10601,2007.0,12.0
6376,10601,2008.0,12.0
6377,10601,2009.0,12.0
6378,10601,2010.0,12.0
6379,10601,2011.0,12.0
6380,10601,2012.0,12.0
6381,10601,2013.0,12.0
6382,10601,2014.0,12.0
6383,10601,2015.0,12.0
6385,10614,2006.0,12.0
6387,10614,2007.0,12.0
6389,10614,2008.0,12.0
6391,10614,2009.0,12.0
6393,10614,2010.0,12.0
6395,10614,2011.0,12.0
6397,10614,2012.0,12.0
6399,10614,2013.0,12.0
6401,10614,2014.0,12.0
6403,10614,2015.0,12.0
6404,10618,2006.0,10.0
6405,10618,2007.0,10.0
6406,10618,2008.0,10.0
6407,10618,2009.0,10.0
6408,10618,2010.0,10.0
6409,10618,2011.0,10.0
6410,10618,2012.0,10.0
6411,10618,2013.0,10.0
6412,10618,2014.0,10.0
6413,10618,2015.0,10.0
6414,10631,2006.0,12.0
6415,10631,2007.0,12.0
6416,10631,2008.0,12.0
6417,10631,2009.0,12.0
6418,10631,2010.0,12.0
6419,10631,2011.0,12.0
6420,10631,2012.0,12.0
6421,10631,2013.0,12.0
6422,10631,2014.0,12.0
6423,10631,2015.0,12.0
6424,10639,2006.0,1.0
6425,10639,2007.0,1.0
6426,10639,2008.0,1.0
6427,10639,2009.0,1.0
6428,10639,2010.0,1.0
6429,10639,2011.0,1.0
6430,10639,2012.0,1.0
6431,10639,2013.0,1.0
6432,10639,2014.0,1.0
6433,10639,2015.0,1.0
6434,10678,2006.0,12.0
6435,10678,2007.0,12.0
6436,10678,2008.0,12.0
6437,10678,2009.0,12.0
6438,10678,2010.0,12.0
6439,10678,2011.0,12.0
6440,10678,2012.0,12.0
6441,10678,2013.0,12.0
6442,10678,2014.0,12.0
6443,10678,2015.0,12.0
6444,10726,2006.0,12.0
6445,10726,2007.0,12.0
6446,10726,2008.0,12.0
6447,10726,2009.0,12.0
6448,10726,2010.0,12.0
6449,10726,2011.0,12.0
6450,10726,2012.0,12.0
6451,10726,2013.0,12.0
6452,10726,2014.0,12.0
6453,10726,2015.0,12.0
6454,10735,2006.0,12.0
6455,10735,2007.0,12.0
6456,10735,2008.0,12.0
6457,10735,2009.0,12.0
6458,10735,2010.0,12.0
6459,10735,2011.0,12.0
6460,10735,2012.0,12.0
6461,10735,2013.0,12.0
6462,10735,2014.0,12.0
6463,10735,2015.0,12.0
6464,10793,2006.0,9.0
6465,10793,2007.0,9.0
6466,10793,2008.0,9.0
6467,10793,2009.0,9.0
6468,10793,2010.0,9.0
6469,10793,2011.0,9.0
6470,10793,2012.0,9.0
6471,10793,2013.0,9.0
6472,10793,2014.0,9.0
6473,10793,2015.0,9.0
6474,10795,2006.0,12.0
6475,10795,2007.0,12.0
6476,10795,2008.0,12.0
6477,10795,2009.0,12.0
6478,10795,2010.0,12.0
6479,10795,2011.0,12.0
6480,10795,2012.0,12.0
6481,10795,2013.0,12.0
6482,10795,2014.0,12.0
6483,10795,2015.0,12.0
6484,10813,2006.0,12.0
6485,10813,2007.0,12.0
6486,10813,2008.0,12.0
6487,10813,2009.0,12.0
6488,10813,2010.0,12.0
6489,10813,2011.0,12.0
6490,10813,2012.0,12.0
6491,10813,2013.0,12.0
6492,10816,2006.0,12.0
6493,10816,2007.0,12.0
6494,10816,2008.0,12.0
6495,10816,2009.0,12.0
6496,10816,2010.0,12.0
6497,10816,2011.0,12.0
6498,10816,2012.0,12.0
6499,10816,2013.0,12.0
6500,10816,2014.0,12.0
6501,10816,2015.0,12.0
6502,10839,2006.0,6.0
6503,10839,2007.0,6.0
6504,10839,2008.0,6.0
6505,10839,2009.0,6.0
6506,10839,2010.0,6.0
6507,10839,2011.0,6.0
6508,10839,2012.0,6.0
6509,10839,2013.0,6.0
6510,10839,2014.0,6.0
6511,10839,2015.0,6.0
6512,10857,2006.0,12.0
6513,10857,2007.0,12.0
6514,10857,2008.0,12.0
6515,10857,2009.0,12.0
6516,10857,2010.0,12.0
6517,10857,2011.0,12.0
6518,10857,2012.0,12.0
6519,10857,2013.0,12.0
6520,10857,2014.0,12.0
6521,10857,2015.0,12.0
6522,10860,2006.0,12.0
6523,10860,2007.0,12.0
6524,10860,2008.0,12.0
6525,10860,2009.0,12.0
6526,10860,2010.0,12.0
6527,10860,2011.0,12.0
6528,10860,2012.0,12.0
6529,10860,2013.0,12.0
6530,10860,2014.0,12.0
6531,10860,2015.0,12.0
6532,10863,2006.0,12.0
6533,10863,2007.0,12.0
6534,10863,2008.0,12.0
6535,10863,2009.0,12.0
6536,10863,2010.0,12.0
6537,10863,2011.0,12.0
6538,10863,2012.0,12.0
6539,10863,2013.0,12.0
6540,10863,2014.0,12.0
6541,10863,2015.0,12.0
6542,10867,2006.0,12.0
6543,10867,2007.0,12.0
6544,10867,2008.0,12.0
6545,10867,2009.0,12.0
6546,10867,2010.0,12.0
6547,10867,2011.0,12.0
6548,10867,2012.0,12.0
6549,10867,2013.0,12.0
6550,10867,2014.0,12.0
6551,10867,2015.0,12.0
6552,10870,2006.0,12.0
6553,10870,2007.0,12.0
6554,10877,2006.0,12.0
6555,10877,2007.0,12.0
6556,10877,2008.0,12.0
6557,10877,2009.0,12.0
6558,10877,2010.0,12.0
6559,10877,2011.0,12.0
6560,10877,2012.0,12.0
6561,10877,2013.0,12.0
6562,10877,2014.0,12.0
6563,10877,2015.0,12.0
6564,10884,2006.0,12.0
6565,10884,2007.0,12.0
6566,10884,2008.0,12.0
6567,10884,2009.0,12.0
6568,10884,2010.0,12.0
6569,10884,2011.0,12.0
6570,10884,2012.0,12.0
6571,10884,2013.0,12.0
6573,10894,2006.0,12.0
6575,10894,2007.0,12.0
6577,10894,2008.0,12.0
6579,10894,2009.0,12.0
6581,10894,2010.0,12.0
6583,10894,2011.0,12.0
6585,10894,2012.0,12.0
6587,10894,2013.0,12.0
6589,10894,2014.0,12.0
6591,10894,2015.0,12.0
6593,10903,2006.0,12.0
6595,10903,2007.0,12.0
6597,10903,2008.0,12.0
6599,10903,2009.0,12.0
6601,10903,2010.0,12.0
6603,10903,2011.0,12.0
6605,10903,2012.0,12.0
6607,10903,2013.0,12.0
6609,10903,2014.0,12.0
6611,10903,2015.0,12.0
6612,10905,2006.0,12.0
6613,10905,2007.0,12.0
6614,10905,2008.0,12.0
6615,10905,2009.0,12.0
6616,10905,2010.0,12.0
6617,10905,2011.0,12.0
6618,10905,2012.0,12.0
6619,10905,2013.0,12.0
6620,10905,2014.0,12.0
6622,10916,2006.0,12.0
6624,10916,2007.0,12.0
6626,10916,2008.0,12.0
6628,10916,2009.0,12.0
6630,10916,2010.0,12.0
6632,10916,2011.0,12.0
6634,10916,2012.0,12.0
6636,10916,2013.0,12.0
6638,10916,2014.0,12.0
6640,10916,2015.0,12.0
6641,10920,2006.0,12.0
6642,10920,2007.0,12.0
6643,10920,2008.0,12.0
6644,10920,2009.0,12.0
6645,10920,2010.0,12.0
6646,10920,2011.0,12.0
6647,10920,2012.0,12.0
6648,10920,2013.0,12.0
6649,10920,2014.0,12.0
6650,10920,2015.0,12.0
6651,10974,2006.0,12.0
6652,10974,2007.0,12.0
6653,10983,2006.0,12.0
6654,10983,2007.0,12.0
6655,10983,2008.0,12.0
6656,10983,2009.0,12.0
6657,10983,2010.0,12.0
6658,10983,2011.0,12.0
6659,10983,2012.0,12.0
6660,10983,2013.0,12.0
6661,10983,2014.0,12.0
6662,10983,2015.0,12.0
6663,10984,2006.0,12.0
6664,10984,2007.0,12.0
6665,10984,2008.0,12.0
6666,10984,2009.0,12.0
6667,10984,2010.0,12.0
6668,10984,2011.0,12.0
6669,10984,2012.0,12.0
6670,10984,2013.0,12.0
6671,10984,2014.0,3.0
6672,10984,2015.0,3.0
6673,10991,2006.0,12.0
6674,10991,2007.0,12.0
6675,10991,2008.0,12.0
6676,10991,2009.0,12.0
6677,10991,2010.0,12.0
6678,10991,2011.0,12.0
6679,10991,2012.0,12.0
6680,10991,2013.0,12.0
6681,10991,2014.0,12.0
6682,10991,2015.0,12.0
6683,10999,2006.0,12.0
6684,10999,2007.0,12.0
6685,10999,2008.0,12.0
6686,10999,2009.0,12.0
6687,10999,2010.0,12.0
6688,10999,2011.0,12.0
6689,10999,2012.0,12.0
6690,10999,2013.0,12.0
6691,10999,2014.0,12.0
6692,10999,2015.0,12.0
6693,11012,2006.0,12.0
6694,11012,2007.0,12.0
6695,11012,2008.0,12.0
6696,11012,2009.0,12.0
6697,11012,2010.0,12.0
6698,11012,2011.0,12.0
6699,11012,2012.0,12.0
6700,11012,2013.0,12.0
6701,11012,2014.0,12.0
6702,11012,2015.0,12.0
6703,11017,2006.0,3.0
6704,11017,2007.0,3.0
6705,11017,2008.0,3.0
6706,11017,2009.0,3.0
6707,11017,2010.0,3.0
6708,11017,2011.0,3.0
6709,11017,2012.0,3.0
6710,11017,2013.0,3.0
6711,11017,2014.0,3.0
6712,11017,2015.0,3.0
6713,11032,2006.0,12.0
6714,11032,2007.0,12.0
6715,11032,2008.0,12.0
6716,11032,2009.0,12.0
6717,11032,2010.0,12.0
6718,11032,2011.0,12.0
6719,11032,2012.0,12.0
6720,11032,2013.0,12.0
6721,11032,2014.0,12.0
6722,11032,2015.0,12.0
6723,11056,2006.0,12.0
6724,11056,2007.0,12.0
6725,11060,2006.0,12.0
6726,11060,2007.0,12.0
6727,11060,2008.0,12.0
6728,11060,2009.0,12.0
6729,11060,2010.0,12.0
6730,11060,2011.0,12.0
6731,11060,2012.0,12.0
6732,11060,2013.0,12.0
6733,11060,2014.0,12.0
6734,11060,2015.0,12.0
6735,11094,2006.0,12.0
6736,11094,2007.0,12.0
6737,11094,2008.0,12.0
6738,11094,2009.0,12.0
6739,11094,2010.0,12.0
6740,11094,2011.0,12.0
6741,11094,2012.0,12.0
6742,11094,2013.0,12.0
6743,11094,2014.0,12.0
6744,11094,2015.0,12.0
6745,11096,2006.0,10.0
6746,11096,2007.0,10.0
6747,11096,2008.0,10.0
6748,11096,2009.0,10.0
6749,11096,2010.0,10.0
6750,11096,2011.0,10.0
6751,11096,2012.0,10.0
6752,11096,2013.0,10.0
6753,11096,2014.0,10.0
6754,11096,2015.0,10.0
6755,11162,2006.0,10.0
6756,11188,2006.0,12.0
6757,11188,2007.0,12.0
6758,11188,2008.0,12.0
6759,11188,2009.0,12.0
6760,11188,2010.0,12.0
6761,11188,2011.0,12.0
6762,11188,2012.0,12.0
6763,11188,2013.0,12.0
6764,11188,2014.0,12.0
6765,11188,2015.0,12.0
6766,11191,2006.0,12.0
6767,11191,2007.0,12.0
6768,11191,2008.0,12.0
6769,11191,2009.0,12.0
6770,11191,2010.0,12.0
6771,11191,2011.0,12.0
6772,11191,2012.0,12.0
6773,11191,2013.0,12.0
6774,11191,2014.0,12.0
6775,11191,2015.0,12.0
6777,11220,2006.0,12.0
6779,11220,2007.0,12.0
6781,11220,2008.0,12.0
6783,11220,2009.0,12.0
6785,11220,2010.0,12.0
6787,11220,2011.0,12.0
6789,11220,2012.0,12.0
6791,11220,2013.0,12.0
6793,11220,2014.0,12.0
6795,11220,2015.0,12.0
6796,11228,2006.0,12.0
6797,11228,2007.0,12.0
6798,11228,2008.0,12.0
6799,11228,2009.0,12.0
6800,11228,2010.0,12.0
6801,11228,2011.0,12.0
6802,11228,2012.0,12.0
6803,11228,2013.0,12.0
6804,11228,2014.0,12.0
6805,11228,2015.0,12.0
6806,11257,2006.0,12.0
6807,11257,2007.0,12.0
6808,11257,2008.0,12.0
6809,11257,2009.0,12.0
6810,11257,2010.0,12.0
6811,11259,2006.0,1.0
6812,11259,2007.0,1.0
6813,11259,2008.0,1.0
6814,11259,2009.0,1.0
6815,11259,2010.0,1.0
6816,11259,2011.0,1.0
6817,11259,2012.0,1.0
6818,11259,2013.0,1.0
6819,11259,2014.0,1.0
6820,11259,2015.0,1.0
6821,11264,2006.0,8.0
6822,11264,2007.0,8.0
6823,11264,2008.0,8.0
6824,11264,2009.0,8.0
6825,11264,2010.0,8.0
6826,11264,2011.0,8.0
6827,11264,2012.0,8.0
6828,11264,2013.0,8.0
6829,11264,2014.0,8.0
6830,11264,2015.0,8.0
6831,11296,2006.0,9.0
6832,11296,2007.0,9.0
6833,11296,2008.0,9.0
6834,11296,2009.0,9.0
6835,11296,2010.0,9.0
6836,11296,2011.0,9.0
6837,11296,2012.0,9.0
6838,11296,2013.0,9.0
6839,11296,2014.0,9.0
6840,11296,2015.0,9.0
6841,11300,2006.0,12.0
6842,11300,2007.0,12.0
6843,11300,2008.0,12.0
6844,11300,2009.0,12.0
6845,11300,2010.0,12.0
6846,11300,2011.0,12.0
6847,11300,2012.0,12.0
6848,11300,2013.0,12.0
6849,11300,2014.0,12.0
6850,11300,2015.0,12.0
6852,11301,2006.0,12.0
6854,11301,2007.0,12.0
6856,11301,2008.0,12.0
6858,11301,2009.0,12.0
6860,11301,2010.0,12.0
6862,11301,2011.0,12.0
6864,11301,2012.0,12.0
6866,11301,2013.0,12.0
6868,11301,2014.0,12.0
6870,11301,2015.0,12.0
6871,11304,2006.0,12.0
6872,11304,2007.0,12.0
6873,11304,2008.0,12.0
6874,11304,2009.0,12.0
6875,11304,2010.0,12.0
6876,11304,2011.0,12.0
6877,11304,2012.0,12.0
6878,11304,2013.0,12.0
6879,11304,2014.0,12.0
6880,11304,2015.0,12.0
6881,11315,2006.0,12.0
6882,11315,2007.0,12.0
6883,11315,2008.0,12.0
6884,11315,2009.0,12.0
6885,11315,2010.0,12.0
6886,11315,2011.0,12.0
6887,11315,2012.0,12.0
6888,11315,2013.0,12.0
6889,11315,2014.0,12.0
6891,11340,2006.0,12.0
6893,11340,2007.0,12.0
6895,11340,2008.0,12.0
6897,11340,2009.0,12.0
6899,11340,2010.0,12.0
6901,11340,2011.0,12.0
6903,11340,2012.0,12.0
6905,11340,2013.0,12.0
6907,11340,2014.0,12.0
6909,11340,2015.0,12.0
6910,11366,2006.0,12.0
6911,11366,2007.0,12.0
6912,11380,2006.0,12.0
6913,11380,2007.0,12.0
6914,11380,2008.0,12.0
6915,11380,2009.0,12.0
6916,11380,2010.0,12.0
6917,11380,2011.0,12.0
6918,11380,2012.0,12.0
6919,11380,2013.0,12.0
6920,11380,2014.0,12.0
6921,11380,2015.0,12.0
6922,11406,2006.0,12.0
6923,11406,2007.0,12.0
6924,11406,2008.0,12.0
6925,11406,2009.0,12.0
6926,11406,2010.0,12.0
6927,11406,2011.0,12.0
6928,11406,2012.0,12.0
6929,11406,2013.0,12.0
6930,11406,2014.0,12.0
6931,11406,2015.0,12.0
6932,11424,2006.0,2.0
6933,11424,2007.0,2.0
6934,11440,2006.0,12.0
6935,11440,2007.0,12.0
6936,11440,2008.0,12.0
6937,11440,2009.0,12.0
6938,11440,2010.0,12.0
6939,11440,2011.0,12.0
6940,11440,2012.0,12.0
6941,11440,2013.0,12.0
6942,11440,2014.0,12.0
6943,11440,2015.0,12.0
6944,11446,2006.0,12.0
6945,11446,2007.0,12.0
6946,11446,2008.0,12.0
6947,11446,2009.0,12.0
6948,11446,2010.0,12.0
6949,11446,2011.0,12.0
6950,11446,2012.0,12.0
6951,11446,2013.0,12.0
6952,11446,2014.0,12.0
6953,11456,2006.0,12.0
6954,11456,2007.0,12.0
6955,11456,2008.0,12.0
6956,11456,2009.0,12.0
6957,11456,2010.0,12.0
6958,11456,2011.0,12.0
6959,11456,2012.0,12.0
6960,11456,2013.0,12.0
6961,11456,2014.0,12.0
6962,11456,2015.0,12.0
6963,11465,2006.0,12.0
6964,11465,2007.0,12.0
6965,11465,2008.0,12.0
6966,11465,2009.0,12.0
6967,11465,2010.0,12.0
6968,11465,2011.0,12.0
6969,11465,2012.0,12.0
6970,11465,2013.0,12.0
6971,11465,2014.0,12.0
6972,11465,2015.0,12.0
6974,11482,2006.0,12.0
6976,11482,2007.0,12.0
6978,11482,2008.0,12.0
6980,11482,2009.0,12.0
6982,11482,2010.0,12.0
6983,11506,2006.0,12.0
6984,11506,2007.0,12.0
6985,11506,2008.0,12.0
6986,11506,2009.0,12.0
6987,11506,2010.0,12.0
6988,11506,2011.0,12.0
6989,11506,2012.0,12.0
6990,11506,2013.0,12.0
6991,11506,2014.0,12.0
6992,11506,2015.0,12.0
6994,11513,2006.0,12.0
6996,11513,2007.0,12.0
6998,11513,2008.0,12.0
7000,11513,2009.0,12.0
7002,11513,2010.0,12.0
7003,11550,2006.0,12.0
7004,11550,2007.0,12.0
7005,11550,2008.0,12.0
7006,11550,2009.0,12.0
7007,11550,2010.0,12.0
7008,11550,2011.0,12.0
7009,11550,2012.0,12.0
7010,11550,2013.0,12.0
7011,11550,2014.0,12.0
7012,11550,2015.0,12.0
7013,11554,2006.0,12.0
