,Model,Independent variable1,Independent variable2,Independent variable3,Independent variable4,Independent variable5,Adjusted R2,Coefficient1,Coefficient2,Coefficient3,Coefficient4,Coefficient5
371,Fixed effect,tornado_count,tropical_storm_count,flood_death,PerCapitaIncome,winter_storm_count,0.061908501479319145,0.0002538929726274039,0.0007929722463974075,0.006086678165165838,-2.075155901966914e-06,0.00026774450717633564
372,Fixed effect,tornado_count,tropical_storm_count,flood_death,GDP_per_capita,heat_death,0.062129682878148906,0.0003269332438932188,0.0006180377723341873,0.007390958087374478,-3.4345099369597576,-0.0017243606034995417
373,Fixed effect,tornado_count,tropical_storm_count,flood_death,GDP_per_capita,winter_storm_count,0.06213123630692341,0.00025077162608967257,0.0007719052464513796,0.006000159271293607,-2.587833655972206,0.00026397875582685716
374,Fixed effect,tornado_count,tropical_storm_count,flood_death,heat_death,winter_storm_count,0.0621049288815233,0.00030014250233491015,0.0007523323007748065,0.006050814473758916,-0.0011149073498703818,0.00022906396698683216
375,Fixed effect,tornado_count,tropical_storm_count,avg_tornado_scale,PerCapitaIncome,GDP_per_capita,0.060906260275762514,0.0003456835949791509,0.000727888266632084,0.01643356203569562,8.216755023743546e-06,-9.61609976348246
376,Fixed effect,tornado_count,tropical_storm_count,avg_tornado_scale,PerCapitaIncome,heat_death,0.06112947701455074,0.0004045886236278519,0.0007006928843638534,0.013682722242101063,-2.4177751962643875e-06,-0.0015771881356153275
377,Fixed effect,tornado_count,tropical_storm_count,avg_tornado_scale,PerCapitaIncome,winter_storm_count,0.06153513432569302,0.0003088785716675507,0.0008345247703093402,0.012593654906278076,-1.829460225916043e-06,0.0002869971109960638
378,Fixed effect,tornado_count,tropical_storm_count,avg_tornado_scale,GDP_per_capita,heat_death,0.06151894445947115,0.0004011202899543596,0.0006672307709600726,0.013422720979896257,-3.2534869710120553,-0.0016845655549054886
379,Fixed effect,tornado_count,tropical_storm_count,avg_tornado_scale,GDP_per_capita,winter_storm_count,0.06176917817520877,0.00030450444096103606,0.0008127030542842396,0.012478300434872958,-2.4538013050914813,0.0002836382620076457
380,Fixed effect,tornado_count,tropical_storm_count,avg_tornado_scale,heat_death,winter_storm_count,0.0617576678343833,0.00035015669582952834,0.0007932409103495299,0.01352511219535697,-0.0010698421587193277,0.0002499322627923586
381,Fixed effect,tornado_count,tropical_storm_count,PerCapitaIncome,GDP_per_capita,heat_death,0.06176920377982986,0.00042493065499752606,0.0006387296132937377,7.674014309636492e-06,-10.133661601140338,-0.001696468231859103
382,Fixed effect,tornado_count,tropical_storm_count,PerCapitaIncome,GDP_per_capita,winter_storm_count,0.06189801173819098,0.0003290090124838717,0.0007891500479320187,6.204832349102567e-06,-8.018937062501784,0.00027368795549594
383,Fixed effect,tornado_count,tropical_storm_count,PerCapitaIncome,heat_death,winter_storm_count,0.062039105686397034,0.0003761241593593918,0.0007631284726264565,-2.628944151506923e-06,-0.0013138745050265928,0.0002584947965782141
384,Fixed effect,tornado_count,tropical_storm_count,GDP_per_capita,heat_death,winter_storm_count,0.06236895270604814,0.00037406296966271426,0.00073045282735908,-3.267330267747459,-0.0014125320247546957,0.00025048666390191013
385,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tropical_storm_dummy,tornado_injury,0.060550582127992136,0.0005081915277501675,0.03207664907371675,0.00024313457122945644,0.010036315770265865,-2.505427486178719e-06
386,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tropical_storm_dummy,flood_count,0.06116711769919858,0.0003876205062471546,0.03743039118169274,0.0002773204619561266,0.0022113285699323698,0.0002536316989979999
387,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tropical_storm_dummy,flood_death,0.06167346189155354,0.0004062023827823667,0.033950046806730576,0.0002869896708506256,0.0021712305090802785,0.009240579502508495
388,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tropical_storm_dummy,avg_tornado_scale,0.060825445425421676,0.0004531934007986975,0.03244318171482296,0.00024483960330822836,0.011791240651282044,0.018297753097223573
389,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tropical_storm_dummy,PerCapitaIncome,0.06068523958647043,0.000499556951001664,0.031086867202129023,0.0002390660681019665,0.008983958400616675,-1.4384962222199145e-06
390,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tropical_storm_dummy,GDP_per_capita,0.060872104503787106,0.0004968592232381995,0.029691618664904083,0.0002316619663804809,0.0076461204068773445,-2.088318637983477
391,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tropical_storm_dummy,heat_death,0.06236685064860514,0.0006063960045888345,0.029094978758011748,0.00041135254821025077,0.004101610157359289,-0.002350101876211123
392,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tropical_storm_dummy,winter_storm_count,0.06171789923370963,0.0004757569020712875,0.034067453800738424,0.00021755200507872797,0.004715119388013589,0.000268860242214411
393,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tornado_injury,flood_count,0.06116461994591127,0.0003920876844211588,0.03752269577129678,0.00027627583700710846,1.2427624385280894e-06,0.00025753287722445257
394,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tornado_injury,flood_death,0.06167487978287034,0.0003936608150494957,0.033705251771906676,0.00028663786866465953,8.7286312459842e-06,0.009362828942872483
395,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tornado_injury,avg_tornado_scale,0.06075205629157243,0.0005252064595774674,0.03304211538485589,0.00023473672816569843,-8.249141802215417e-06,0.01767625970039024
396,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tornado_injury,PerCapitaIncome,0.06064100057709054,0.0005313221878279987,0.031164667440291127,0.00023197691703981632,3.0400010653304916e-06,-1.5076670808368237e-06
397,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tornado_injury,GDP_per_capita,0.06084126344894569,0.000517591701229657,0.02960766891678167,0.0002255994529190592,5.161085767525043e-06,-2.170059898897094
398,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tornado_injury,heat_death,0.06236753194996181,0.000657224083865908,0.029681934582407064,0.00040887377306911586,-1.3795211622275528e-05,-0.00237646440278134
399,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,tornado_injury,winter_storm_count,0.061712401401157524,0.0005218856592387792,0.034642973492965405,0.0002125157777420813,-1.1330727534926733e-05,0.0002730216356780846
400,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,flood_count,flood_death,0.061829039514131656,0.00035613884920311737,0.036568096905109856,0.00029893373285451555,0.00013790107805789585,0.007724055334144057
401,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,flood_count,avg_tornado_scale,0.06136746303006635,0.00036504459752657116,0.03780237017426583,0.000274715935331277,0.00024782532939551544,0.01570160977635762
402,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,flood_count,PerCapitaIncome,0.06135791311698968,0.00038067100751081317,0.036654859132741045,0.00027353378835523646,0.0002668118905552185,-1.7215104443877017e-06
403,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,flood_count,GDP_per_capita,0.06151875629137471,0.0003775051903874743,0.03514092141708244,0.0002662005292375561,0.0002589596748720863,-2.1798124509142505
404,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,flood_count,heat_death,0.06292642944866211,0.00048347174101802214,0.034166149862116746,0.0004423699528063936,0.00023731360787507605,-0.0023045705126020968
405,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,flood_count,winter_storm_count,0.062025423263160295,0.00039468068749557355,0.03774693184528974,0.00024545445826952306,0.00018335255366170583,0.00023657074543623324
406,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,flood_death,avg_tornado_scale,0.061869869363329166,0.0003823072246432324,0.0344109257591206,0.0002846155103061992,0.009107007601768396,0.01553504434533906
407,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,flood_death,PerCapitaIncome,0.06185793743138779,0.0004035291496280502,0.03296725039340404,0.0002825356029509195,0.00948446015648045,-1.6908059277039845e-06
408,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,flood_death,GDP_per_capita,0.062024200176035715,0.00039758368984430377,0.031572642071344165,0.0002756360117661172,0.00934527075102645,-2.176897723439766
409,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,flood_death,heat_death,0.06375932420951191,0.0004857747667915779,0.030934155057107223,0.0004750752101592042,0.010192073807196443,-0.0025123663018577656
410,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,flood_death,winter_storm_count,0.06256591042147108,0.0003885123571797931,0.03549301911970274,0.0002599194563937885,0.008059313123984052,0.00023657625039568341
411,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,avg_tornado_scale,PerCapitaIncome,0.06086691917810838,0.000501540735083793,0.031839087781703676,0.000232193431525715,0.01659935762151592,-1.3482891550221895e-06
412,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,avg_tornado_scale,GDP_per_capita,0.06105903790589862,0.0004935222250919808,0.030391681038240654,0.000225843238430877,0.016313425796611283,-2.045076667071044
413,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,avg_tornado_scale,heat_death,0.06257029273361814,0.0005876001504154022,0.029656662254668096,0.0004075587464640963,0.016047232461154186,-0.0023419081869082694
414,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,avg_tornado_scale,winter_storm_count,0.061900329409262045,0.0004620384069890886,0.034592831232388134,0.00021412192411211683,0.015368960425857286,0.00026567747225544907
415,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,PerCapitaIncome,GDP_per_capita,0.06113952701446579,0.0005187324201290438,0.027405779157894224,0.0002133737133151653,6.705730132215602e-06,-8.114454997196303
416,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,PerCapitaIncome,heat_death,0.06286483586328773,0.0006197583282695333,0.02697121839199773,0.0004237401881144189,-2.8565906383263724e-06,-0.0026559901409050663
417,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,PerCapitaIncome,winter_storm_count,0.061907710265153515,0.0004854536868047127,0.03313233133219389,0.00020879940936426,-1.7586379354988474e-06,0.00027868381531508167
418,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,GDP_per_capita,heat_death,0.0632001436674966,0.0006107254812928295,0.024816151329793836,0.00042015009282758844,-3.449669440855086,-0.0027339205408937694
419,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,GDP_per_capita,winter_storm_count,0.06208169546950604,0.00047795966942004015,0.03170619651812616,0.00020274732771879,-2.2463444465667157,0.0002754588653259391
420,Fixed effect,tornado_count,wildfire_dummy,wildfire_count,heat_death,winter_storm_count,0.06301772871022637,0.0005757575568761375,0.031095832214891015,0.0003687313319120454,-0.0020395361385490978,0.00020615730364723523
421,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,tornado_injury,flood_count,0.06024258156451168,0.00039876444511737175,0.037935745569904554,-0.0011895835898486128,-5.244455840949434e-06,0.0002066638332949745
422,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,tornado_injury,flood_death,0.060679768412504775,0.0003928471990417123,0.035012765408935685,-0.001724082205297266,1.1403895688257476e-06,0.008003006224867814
423,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,tornado_injury,avg_tornado_scale,0.06009463123299941,0.000461769514274033,0.034077023295615766,0.007299697159855098,-1.198083207887183e-05,0.018174973357082687
424,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,tornado_injury,PerCapitaIncome,0.05998247639500398,0.00048077270816798034,0.032187721053544324,0.004658566749738794,-5.822414049622779e-07,-1.571177568323477e-06
425,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,tornado_injury,GDP_per_capita,0.060214680327161485,0.0004727747177015329,0.03050466786932993,0.0033404873915701466,1.7840405843480706e-06,-2.3092507273413174
426,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,tornado_injury,heat_death,0.06063178572053163,0.000576955348652136,0.0325176905896142,8.351944297508894e-05,-1.6639538453666167e-05,-0.0014393693862333008
427,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,tornado_injury,winter_storm_count,0.06115203742336839,0.0004938543394304908,0.03583871815854798,0.0003542764029556889,-1.5792070033673058e-05,0.0002860839008718885
428,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,flood_count,flood_death,0.06076511049685984,0.0003605238296589446,0.0370513912307723,-0.004079538107248924,0.00010242093553035823,0.006856530504440827
429,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,flood_count,avg_tornado_scale,0.06045341267471227,0.0003487475026523834,0.03787288404438885,0.0007929511736245602,0.00019398672030951347,0.01613255825731176
430,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,flood_count,PerCapitaIncome,0.060456002171588974,0.00037683031762446393,0.03688994155201577,-0.002870299465181729,0.00022063659921228718,-1.8209832743599296e-06
431,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,flood_count,GDP_per_capita,0.060671364419209395,0.00037683340631132186,0.03523768414259601,-0.003995630819714107,0.00021599956179931283,-2.410341288075873
432,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,flood_count,heat_death,0.06094973236504442,0.0004481347138639366,0.036066539560207146,-0.005522566843227819,0.0001847049573226081,-0.0013493706582397697
433,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,flood_count,winter_storm_count,0.061311552141243175,0.0003953494165275855,0.038082515270995335,-0.0035385228879808916,0.00013568236534680463,0.00026243630476216885
434,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,flood_death,avg_tornado_scale,0.060884381426665746,0.00035610505456546473,0.035393849127354785,-1.3633566766555345e-05,0.007724092652043413,0.015818451074000296
435,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,flood_death,PerCapitaIncome,0.06089305887389895,0.0003900132378173335,0.03396012203706148,-0.0032463025112360417,0.008251338083476945,-1.8106240853289009e-06
436,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,flood_death,GDP_per_capita,0.061113896632854825,0.0003885099885243257,0.032377534729090086,-0.0044854586602473484,0.008188424706657186,-2.4205811406807105
437,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,flood_death,heat_death,0.06151792062756234,0.0004496686618018958,0.033811179350404716,-0.007480894993915044,0.008191703476371548,-0.0014630220351883375
438,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,flood_death,winter_storm_count,0.06176734432802966,0.0003840172110403093,0.03669161314868993,-0.005445230961977037,0.006891890068666814,0.00026052436596092117
439,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,avg_tornado_scale,PerCapitaIncome,0.06021655639064294,0.0004341475705890735,0.03270033854829576,0.006344518117055554,0.016936422150669157,-1.4124243698648082e-06
440,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,avg_tornado_scale,GDP_per_capita,0.06043794857440232,0.0004329296661436723,0.03113882967605479,0.0049838964120487396,0.01652861665414251,-2.1800935732762126
441,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,avg_tornado_scale,heat_death,0.060847775958829176,0.0004903760700178344,0.032367576492955144,0.0020179584537953505,0.016756694535386384,-0.0013944262584640315
442,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,avg_tornado_scale,winter_storm_count,0.061332858680012814,0.000415484841858061,0.03558197688098298,0.002139706603257368,0.015391243511381493,0.00027735484747755753
443,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,PerCapitaIncome,GDP_per_capita,0.06057741485785584,0.0004750842877156565,0.02790166486535338,0.0015434099889342725,7.376138806474511e-06,-8.863672256435805
444,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,PerCapitaIncome,heat_death,0.061010975402099876,0.0005417693116898339,0.030091940524491427,-0.002341603498984897,-2.5238143745764497e-06,-0.0016659629186117407
445,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,PerCapitaIncome,winter_storm_count,0.061366845143086546,0.00045248092450453933,0.03410538366811965,-0.0008744188966188141,-1.871209061677942e-06,0.00029233819088815923
446,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,GDP_per_capita,heat_death,0.06138059204362256,0.0005432247572035559,0.027879770329822834,-0.004514291061882787,-3.3089233802161764,-0.0017796205726137663
447,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,GDP_per_capita,winter_storm_count,0.06157497669742318,0.0004506597596217563,0.03254905717343635,-0.00207965053432758,-2.4251416953883695,0.000289311927111529
448,Fixed effect,tornado_count,wildfire_dummy,tropical_storm_dummy,heat_death,winter_storm_count,0.06164734234134117,0.0005031284907742684,0.03400936587538082,-0.003271487925965136,-0.0011547937198040387,0.0002551247381265634
449,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,flood_count,flood_death,0.06075647591883826,0.00034346833983141755,0.036758179633638435,1.5200022986084982e-06,9.640636154577076e-05,0.006780753576852269
450,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,flood_count,avg_tornado_scale,0.06045744101622175,0.00037312418099963543,0.038242432057375896,-9.138015951728626e-06,0.0001945690943739077,0.01621572719751896
451,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,flood_count,PerCapitaIncome,0.0604523568711437,0.00035838914985878725,0.03658983835475171,3.675306624549406e-06,0.00021573242013282342,-1.813047389132841e-06
452,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,flood_count,GDP_per_capita,0.06066444326984233,0.0003507057961755322,0.03482609185919205,5.325772846395701e-06,0.00020922708510516392,-2.3929732402364405
453,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,flood_count,heat_death,0.06094266031524742,0.0004601552459962042,0.036205163659120125,-1.30500467346834e-05,0.00017390722592442804,-0.0013355175373808879
454,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,flood_count,winter_storm_count,0.06131379061133557,0.00041451505863987926,0.03832185487434236,-1.3025498380287597e-05,0.00012809498338061816,0.0002626511849515568
455,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,flood_death,avg_tornado_scale,0.060884775326438545,0.0003625898696339053,0.03549326834580979,-2.7537218220972468e-06,0.00770993616055181,0.015863925460521885
456,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,flood_death,PerCapitaIncome,0.06089274937671829,0.00035243979584290136,0.03348094980731017,1.0268375056285558e-05,0.008178323825684121,-1.828231373500045e-06
457,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,flood_death,GDP_per_capita,0.061110390463370745,0.00034215040027933344,0.03181161843145633,1.194692255741837e-05,0.008074282349645821,-2.420136180290008
458,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,flood_death,heat_death,0.0614904151709611,0.0004356999639194379,0.03385472922588281,-6.693119660376911e-06,0.00787592733216227,-0.0014279056478472359
459,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,flood_death,winter_storm_count,0.06175370273624625,0.0003791978875788389,0.03675572508188491,-6.783258314847593e-06,0.006661806290034207,0.0002585919912260472
460,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,avg_tornado_scale,PerCapitaIncome,0.06019581687450615,0.0004769182387807178,0.033037162773000395,-5.8273218893117795e-06,0.01660977268260532,-1.4316596910506646e-06
461,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,avg_tornado_scale,GDP_per_capita,0.060424584712978624,0.00046263592363628343,0.0313143400063706,-2.945884342673196e-06,0.01623816145972033,-2.2130650577610895
462,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,avg_tornado_scale,heat_death,0.060867557989034426,0.0005476650355618441,0.03315096049279412,-2.055854622599355e-05,0.01692225014311871,-0.001419986210425108
463,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,avg_tornado_scale,winter_storm_count,0.06134992235135839,0.00046959914000213495,0.03636783320544636,-1.937653277718608e-05,0.015524630123193803,0.00028018641972825864
464,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,PerCapitaIncome,GDP_per_capita,0.0605775630752039,0.0004944677828729208,0.02811324511432834,-5.354376884462686e-06,7.44497754517941e-06,-8.920875571036978
465,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,PerCapitaIncome,heat_death,0.06100987529987978,0.0005454125198914244,0.030303311014435064,-6.078997033282827e-06,-2.479994107267642e-06,-0.0016538904859934186
466,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,PerCapitaIncome,winter_storm_count,0.06136914694630291,0.0004657375674769155,0.034374836572482054,-7.278174499948895e-06,-1.8382311528896673e-06,0.0002922536841449885
467,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,GDP_per_capita,heat_death,0.06137048063643513,0.0005329321054779442,0.028037191470669066,-4.33347523495796e-06,-3.2450391054213608,-0.0017522047255399812
468,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,GDP_per_capita,winter_storm_count,0.06157417346229033,0.00045466584334416104,0.032738958788328144,-5.544658829103777e-06,-2.391378429054929,0.00028841253045867995
469,Fixed effect,tornado_count,wildfire_dummy,tornado_injury,heat_death,winter_storm_count,0.06166548208532363,0.0005385826409710999,0.03472553970708169,-2.1447695333310752e-05,-0.0011531468893749626,0.0002548370964693509
470,Fixed effect,tornado_count,wildfire_dummy,flood_count,flood_death,avg_tornado_scale,0.06095116016033553,0.00031838982289649495,0.03705789713514496,8.911766740676036e-05,0.00665837112611796,0.01538925805571252
471,Fixed effect,tornado_count,wildfire_dummy,flood_count,flood_death,PerCapitaIncome,0.06098108460948459,0.000331301871090919,0.03581715331058304,0.0001056294330786129,0.006863420501051894,-1.8558139144712031e-06
472,Fixed effect,tornado_count,wildfire_dummy,flood_count,flood_death,GDP_per_capita,0.061186290194492066,0.00032809507668640374,0.034133977242879567,9.939597045466943e-05,0.006822550637830618,-2.397533789907625
473,Fixed effect,tornado_count,wildfire_dummy,flood_count,flood_death,heat_death,0.061516272549881124,0.0003935316375363898,0.034747969028616134,5.829413744483705e-05,0.007207801276912207,-0.0013893498616367951
474,Fixed effect,tornado_count,wildfire_dummy,flood_count,flood_death,winter_storm_count,0.06175855215903692,0.0003504241157344208,0.037045859209175566,2.985576373945409e-05,0.006358021045960775,0.0002538192966938664
475,Fixed effect,tornado_count,wildfire_dummy,flood_count,avg_tornado_scale,PerCapitaIncome,0.060631249031447565,0.0003401943816965594,0.03702298958126229,0.00020573626791388762,0.014823318035436336,-1.6580151264277204e-06
476,Fixed effect,tornado_count,wildfire_dummy,flood_count,avg_tornado_scale,GDP_per_capita,0.060839149302993834,0.00033639581834337263,0.03536198902391329,0.00019989151859640744,0.014660215296959375,-2.276678146160806
477,Fixed effect,tornado_count,wildfire_dummy,flood_count,avg_tornado_scale,heat_death,0.06112989811125635,0.00039860480399172914,0.0360174756496533,0.00016648071649060254,0.015438977085256293,-0.0013096799931061676
478,Fixed effect,tornado_count,wildfire_dummy,flood_count,avg_tornado_scale,winter_storm_count,0.06147791807200831,0.0003556713381582849,0.03807949527227146,0.00012236146270133786,0.014510691104671044,0.0002566723269528515
479,Fixed effect,tornado_count,wildfire_dummy,flood_count,PerCapitaIncome,GDP_per_capita,0.060910992090076554,0.00037181882615462404,0.03220329769585611,0.00018185447355227526,6.174758034727183e-06,-7.850103611935979
480,Fixed effect,tornado_count,wildfire_dummy,flood_count,PerCapitaIncome,heat_death,0.06136058522469501,0.00041489524174865634,0.034045802743053584,0.0001852319655827301,-2.617908333103883e-06,-0.0015534899320669348
481,Fixed effect,tornado_count,wildfire_dummy,flood_count,PerCapitaIncome,winter_storm_count,0.06155790645139614,0.00036706517477543953,0.03682457290669822,0.00013942373119986092,-1.970323680826086e-06,0.00026664275046014345
482,Fixed effect,tornado_count,wildfire_dummy,flood_count,GDP_per_capita,heat_death,0.061678473797896816,0.00041446642797717144,0.03168562623245695,0.00017318730438710286,-3.2409259211197297,-0.001647377196649906
483,Fixed effect,tornado_count,wildfire_dummy,flood_count,GDP_per_capita,winter_storm_count,0.06174684068306435,0.0003643210882216951,0.03515762693687354,0.00013276884980687216,-2.430877110051668,0.0002637295344695245
484,Fixed effect,tornado_count,wildfire_dummy,flood_count,heat_death,winter_storm_count,0.061766829417502445,0.00042158140917993844,0.0362623551472218,0.0001129359192396173,-0.001095163963804756,0.00023406849486971008
485,Fixed effect,tornado_count,wildfire_dummy,flood_death,avg_tornado_scale,PerCapitaIncome,0.06106210032166881,0.0003480136619749163,0.03432205282322159,0.007918308193169993,0.014608286266445397,-1.653291117759956e-06
486,Fixed effect,tornado_count,wildfire_dummy,flood_death,avg_tornado_scale,GDP_per_capita,0.06127361174573964,0.000342048563216871,0.032751130381567725,0.007823041772409008,0.014413760003984855,-2.285783675299491
487,Fixed effect,tornado_count,wildfire_dummy,flood_death,avg_tornado_scale,heat_death,0.06167126345311669,0.00038814209757695277,0.03400922039251565,0.007711557719957773,0.01491227139357346,-0.0014031506373277966
488,Fixed effect,tornado_count,wildfire_dummy,flood_death,avg_tornado_scale,winter_storm_count,0.06191263998089591,0.00033441581522998125,0.03682647148117861,0.006537213656516259,0.014007201689237863,0.0002527755431124248
489,Fixed effect,tornado_count,wildfire_dummy,flood_death,PerCapitaIncome,GDP_per_capita,0.06135799108119755,0.00037005562512361134,0.0299123495356175,0.007540274919039519,6.205461631867624e-06,-7.88692273855115
490,Fixed effect,tornado_count,wildfire_dummy,flood_death,PerCapitaIncome,heat_death,0.06194087588629715,0.0004074611485176877,0.03168726772142423,0.00819520367333739,-2.6966128109503018e-06,-0.0016639692148280132
491,Fixed effect,tornado_count,wildfire_dummy,flood_death,PerCapitaIncome,winter_storm_count,0.06201210328694817,0.0003495321206062097,0.03528752916761246,0.006882423362226551,-1.9985613616486605e-06,0.0002643625692256571
492,Fixed effect,tornado_count,wildfire_dummy,flood_death,GDP_per_capita,heat_death,0.062264876741252806,0.00040203545673339234,0.029525427298794826,0.008019353196514497,-3.3102927534313933,-0.0017507494875814325
493,Fixed effect,tornado_count,wildfire_dummy,flood_death,GDP_per_capita,winter_storm_count,0.062198534117953286,0.00034456334214590784,0.03373486256747469,0.006770924146439693,-2.4453690522858196,0.000260599636085498
494,Fixed effect,tornado_count,wildfire_dummy,flood_death,heat_death,winter_storm_count,0.06227904743130874,0.0003913675686742558,0.035183412433205156,0.006834659274329926,-0.0011674268609441474,0.00022503411995429792
495,Fixed effect,tornado_count,wildfire_dummy,avg_tornado_scale,PerCapitaIncome,GDP_per_capita,0.06082766071385448,0.00044245872613322783,0.028396102108744225,0.017509419754131793,7.772917145305749e-06,-9.111027291498724
496,Fixed effect,tornado_count,wildfire_dummy,avg_tornado_scale,PerCapitaIncome,heat_death,0.061188083546237615,0.0004974039214614392,0.030607733614492167,0.014822913176315866,-2.3516198560664447e-06,-0.0016181253538359018
497,Fixed effect,tornado_count,wildfire_dummy,avg_tornado_scale,PerCapitaIncome,winter_storm_count,0.061525974437850794,0.00041867357788482874,0.03451379424509753,0.013962861905764002,-1.7354846983604383e-06,0.0002855406544869889
498,Fixed effect,tornado_count,wildfire_dummy,avg_tornado_scale,GDP_per_capita,heat_death,0.061542662013737814,0.0004898530473538365,0.02842678951161768,0.01451539609767806,-3.1438384113324838,-0.001719578218186598
499,Fixed effect,tornado_count,wildfire_dummy,avg_tornado_scale,GDP_per_capita,winter_storm_count,0.06172921352297012,0.00041194799338904064,0.03296262017835206,0.01381573810668761,-2.314129737030265,0.0002821746713449173
500,Fixed effect,tornado_count,wildfire_dummy,avg_tornado_scale,heat_death,winter_storm_count,0.06182113631943231,0.00045555432719153146,0.03432151142462711,0.014768862309931937,-0.0011257869081792444,0.00024778734793137877
501,Fixed effect,tornado_count,wildfire_dummy,PerCapitaIncome,GDP_per_capita,heat_death,0.06172146944329482,0.0005127708583420217,0.025232157633328037,7.246974758390851e-06,-9.681723043182235,-0.0017384412413755115
