,Model,Independent variable1,Independent variable2,Independent variable3,Adjusted R2,Coefficient1,Coefficient2,Coefficient3
192,Fixed effect,tropical_storm_count,avg_tornado_scale,winter_storm_count,0.06109007301684677,0.001006715711759139,0.017233490488878636,0.0002936683168838265
193,Fixed effect,tropical_storm_count,PerCapitaIncome,GDP_per_capita,0.06024404687198348,0.0009280188085893086,8.03010583920657e-06,-9.6547603992572
194,Fixed effect,tropical_storm_count,PerCapitaIncome,heat_death,0.06035550727440264,0.0009309000150092415,-2.5780208157633206e-06,-0.001480022091007061
195,Fixed effect,tropical_storm_count,PerCapitaIncome,winter_storm_count,0.061110772136272584,0.001011895802859602,-2.0322119319528417e-06,0.00030986747699008135
196,Fixed effect,tropical_storm_count,GDP_per_capita,heat_death,0.060765450542367705,0.0008943717151430252,-3.4000630880925264,-0.0015885072906957416
197,Fixed effect,tropical_storm_count,GDP_per_capita,winter_storm_count,0.06135962913265092,0.0009867997099241093,-2.6249837805833334,0.0003057144963229161
198,Fixed effect,tropical_storm_count,heat_death,winter_storm_count,0.061186636141350004,0.0010003581684342084,-0.0009435697424405198,0.0002779895779787563
199,Fixed effect,wildfire_dummy,wildfire_count,tropical_storm_dummy,0.05974061660566343,0.03168061913812627,0.00023003396351904158,0.02548264344701538
200,Fixed effect,wildfire_dummy,wildfire_count,tornado_injury,0.059720865687997615,0.029656668336183054,0.00021893472001383135,7.194290824579622e-05
201,Fixed effect,wildfire_dummy,wildfire_count,flood_count,0.0607309277297875,0.039501542587502915,0.00027020416698341106,0.0003471552475974264
202,Fixed effect,wildfire_dummy,wildfire_count,flood_death,0.061120018983187197,0.03446132547377364,0.00027263758078232967,0.01114693673426202
203,Fixed effect,wildfire_dummy,wildfire_count,avg_tornado_scale,0.05979924357514477,0.033015956373065446,0.0002064185821794235,0.023662731265780296
204,Fixed effect,wildfire_dummy,wildfire_count,PerCapitaIncome,0.059510188314806256,0.03128869696683959,0.00019961179332757142,-1.6869979374289095e-06
205,Fixed effect,wildfire_dummy,wildfire_count,GDP_per_capita,0.05975379937733438,0.02966557364712369,0.0001929837169819096,-2.3989392897745105
206,Fixed effect,wildfire_dummy,wildfire_count,heat_death,0.060796197693203324,0.029684748758252413,0.00035260627542852384,-0.0020892066134142306
207,Fixed effect,wildfire_dummy,wildfire_count,winter_storm_count,0.060782896013672594,0.034511034664216705,0.0001825663614386527,0.00029718316310330106
208,Fixed effect,wildfire_dummy,tropical_storm_dummy,tornado_injury,0.05931369965626121,0.030869076292210803,0.017412826524540577,5.495494334556751e-05
209,Fixed effect,wildfire_dummy,tropical_storm_dummy,flood_count,0.05988051630202307,0.03894627271685856,0.007769649859853546,0.00027288504006594644
210,Fixed effect,wildfire_dummy,tropical_storm_dummy,flood_death,0.060263556145426334,0.035058458541914764,0.00908083137323262,0.009204062517899448
211,Fixed effect,wildfire_dummy,tropical_storm_dummy,avg_tornado_scale,0.059552133488168346,0.03345823202085482,0.021020193143711913,0.023377523633499948
212,Fixed effect,wildfire_dummy,tropical_storm_dummy,PerCapitaIncome,0.0592588361008507,0.031784684589038686,0.019597382052191793,-1.6192613256538225e-06
213,Fixed effect,wildfire_dummy,tropical_storm_dummy,GDP_per_capita,0.059499610633899525,0.030168429408285347,0.018158775193547482,-2.35681416493615
214,Fixed effect,wildfire_dummy,tropical_storm_dummy,heat_death,0.059681799286464554,0.03170336280459522,0.017631540541192817,-0.0012226537258791842
215,Fixed effect,wildfire_dummy,tropical_storm_dummy,winter_storm_count,0.060501869544232645,0.03498093918295781,0.014615956006811292,0.00029460691870826413
216,Fixed effect,wildfire_dummy,tornado_injury,flood_count,0.05999264553831618,0.03748150447311197,4.430824385262454e-05,0.00027244855078857757
217,Fixed effect,wildfire_dummy,tornado_injury,flood_death,0.06042665264952107,0.03336174055505288,5.270193513207696e-05,0.009380918833417679
218,Fixed effect,wildfire_dummy,tornado_injury,avg_tornado_scale,0.059484834107547235,0.03186804674598367,5.420715749169153e-05,0.020898978812714582
219,Fixed effect,wildfire_dummy,tornado_injury,PerCapitaIncome,0.059375516337398127,0.02944848931381494,6.91612558574371e-05,-1.9753561149238597e-06
220,Fixed effect,wildfire_dummy,tornado_injury,GDP_per_capita,0.05965718573985557,0.027652940940823167,6.943264971223041e-05,-2.6785896527683355
221,Fixed effect,wildfire_dummy,tornado_injury,heat_death,0.05978759990261284,0.029717489722351758,6.30461501041053e-05,-0.001287712555035008
222,Fixed effect,wildfire_dummy,tornado_injury,winter_storm_count,0.06057190194462159,0.03341172813101845,5.201740446655955e-05,0.0002969027171326993
223,Fixed effect,wildfire_dummy,flood_count,flood_death,0.06046618679431315,0.03841668560935608,0.0001656097992468348,0.007394607653410493
224,Fixed effect,wildfire_dummy,flood_count,avg_tornado_scale,0.06015476832594979,0.03965951275272375,0.0002731481395638236,0.01921050986647758
225,Fixed effect,wildfire_dummy,flood_count,PerCapitaIncome,0.060102890768387485,0.03842049447430382,0.0003005863018520815,-1.9807586698579733e-06
226,Fixed effect,wildfire_dummy,flood_count,GDP_per_capita,0.06032433876669885,0.036639003007579635,0.00029240135802365236,-2.5255956037976786
227,Fixed effect,wildfire_dummy,flood_count,heat_death,0.06040014754197898,0.038049462618456015,0.0002760603955209014,-0.0011779845557036669
228,Fixed effect,wildfire_dummy,flood_count,winter_storm_count,0.06090653888917397,0.03974179915906212,0.00021799463923196865,0.00026090189885454734
229,Fixed effect,wildfire_dummy,flood_death,avg_tornado_scale,0.060535039217337494,0.035818907408983684,0.009269738606417012,0.01954232964475507
230,Fixed effect,wildfire_dummy,flood_death,PerCapitaIncome,0.06046127213950414,0.03413594105410401,0.00986613905195273,-1.944028223507025e-06
231,Fixed effect,wildfire_dummy,flood_death,GDP_per_capita,0.06069697338628799,0.03245790682973983,0.009716585765159541,-2.539097011446432
232,Fixed effect,wildfire_dummy,flood_death,heat_death,0.06092152908557946,0.03411128195926596,0.009820934189590099,-0.0013274893429837484
233,Fixed effect,wildfire_dummy,flood_death,winter_storm_count,0.061370585073354356,0.03691060038501482,0.008308997933739294,0.000267486967732507
234,Fixed effect,wildfire_dummy,avg_tornado_scale,PerCapitaIncome,0.05941957177903734,0.032880594947547304,0.022079429283983175,-1.554086824161787e-06
235,Fixed effect,wildfire_dummy,avg_tornado_scale,GDP_per_capita,0.05968170309367726,0.03116072617799051,0.021642885525192328,-2.371253084530514
236,Fixed effect,wildfire_dummy,avg_tornado_scale,heat_death,0.059920294708028066,0.03267608111344516,0.022761931488630073,-0.00127984163608926
237,Fixed effect,wildfire_dummy,avg_tornado_scale,winter_storm_count,0.0607108438653895,0.035883236690017195,0.020249184529092742,0.00029632278734856234
238,Fixed effect,wildfire_dummy,PerCapitaIncome,GDP_per_capita,0.05969838989127374,0.02750597944598249,7.844713582241383e-06,-9.492974175599832
239,Fixed effect,wildfire_dummy,PerCapitaIncome,heat_death,0.05990596561901684,0.03009449543116601,-2.6119150751114052e-06,-0.0015330573200543242
240,Fixed effect,wildfire_dummy,PerCapitaIncome,winter_storm_count,0.06063464158652476,0.03411372504777472,-2.0321010571565765e-06,0.0003135977016208483
241,Fixed effect,wildfire_dummy,GDP_per_capita,heat_death,0.060308519845906794,0.027774111308678236,-3.416363888749352,-0.0016399386796049837
242,Fixed effect,wildfire_dummy,GDP_per_capita,winter_storm_count,0.06086989488110517,0.03242812799132485,-2.5968015282807766,0.00030909390237264316
243,Fixed effect,wildfire_dummy,heat_death,winter_storm_count,0.06074789762159105,0.03425400628405625,-0.0009915661864642006,0.00028056497229631824
244,Fixed effect,wildfire_count,tropical_storm_dummy,tornado_injury,0.05946494247551881,0.0002486399141646158,0.022148549712236062,7.03151951999226e-05
245,Fixed effect,wildfire_count,tropical_storm_dummy,flood_count,0.059864883314183825,0.0002789338476391162,0.014449744337135487,0.00026886004440852145
246,Fixed effect,wildfire_count,tropical_storm_dummy,flood_death,0.060481034926996524,0.0002892660265574494,0.014549557347852748,0.010104282080667716
247,Fixed effect,wildfire_count,tropical_storm_dummy,avg_tornado_scale,0.05955096976830965,0.0002418890987886475,0.026639617505373737,0.02323302850739655
248,Fixed effect,wildfire_count,tropical_storm_dummy,PerCapitaIncome,0.05927732952911491,0.0002329885659396471,0.024953020123949034,-1.6824178658758622e-06
249,Fixed effect,wildfire_count,tropical_storm_dummy,GDP_per_capita,0.059533910109148325,0.00022404035840857054,0.02325741944981159,-2.434135663825347
250,Fixed effect,wildfire_count,tropical_storm_dummy,heat_death,0.060591043815735324,0.000385674966884055,0.02379015500061404,-0.0021073189181132082
251,Fixed effect,wildfire_count,tropical_storm_dummy,winter_storm_count,0.06027182564627598,0.00021356513880071084,0.02022067893638871,0.00026964225316898724
252,Fixed effect,wildfire_count,tornado_injury,flood_count,0.06006406278785603,0.00027933420202099835,6.48306717906821e-05,0.00027838291998709234
253,Fixed effect,wildfire_count,tornado_injury,flood_death,0.06074869333447608,0.00029158194455447366,7.150114149944746e-05,0.01050204335765918
254,Fixed effect,wildfire_count,tornado_injury,avg_tornado_scale,0.059491141904208344,0.00022867273752965578,7.211664204512663e-05,0.019961243059841465
255,Fixed effect,wildfire_count,tornado_injury,PerCapitaIncome,0.05945192759335782,0.00022399647751768418,8.606996269556195e-05,-2.1151029723869294e-06
256,Fixed effect,wildfire_count,tornado_injury,GDP_per_capita,0.05975667500916215,0.00021594697639443233,8.541564162574416e-05,-2.8148836369237933
257,Fixed effect,wildfire_count,tornado_injury,heat_death,0.0607784969432561,0.0003842048867348673,8.416513127458715e-05,-0.0021878440122475133
258,Fixed effect,wildfire_count,tornado_injury,winter_storm_count,0.0603930736188637,0.00020683429948726336,7.009309030218516e-05,0.00027408223791345796
259,Fixed effect,wildfire_count,flood_count,flood_death,0.06059240993596293,0.0002968260064233711,0.00016052983079653884,0.008680143672405782
260,Fixed effect,wildfire_count,flood_count,avg_tornado_scale,0.06004057628092352,0.0002694013261039823,0.00028352961299999915,0.018796594920178704
261,Fixed effect,wildfire_count,flood_count,PerCapitaIncome,0.06004078507904276,0.00026760615524168624,0.00031219162475435634,-2.122392582737492e-06
262,Fixed effect,wildfire_count,flood_count,GDP_per_capita,0.060293376783140396,0.00025857952203811255,0.00030371985885653205,-2.6933862049010293
263,Fixed effect,wildfire_count,flood_count,heat_death,0.06135002033118475,0.0004263614253626357,0.00030638838073850045,-0.0021776996812116435
264,Fixed effect,wildfire_count,flood_count,winter_storm_count,0.0605977033655094,0.00024002774624925895,0.00022927876540387645,0.000235496311618605
265,Fixed effect,wildfire_count,flood_death,avg_tornado_scale,0.060654908280756925,0.00027876386223967534,0.01042607796221781,0.01892142131527933
266,Fixed effect,wildfire_count,flood_death,PerCapitaIncome,0.0606345541625577,0.00027509810517073084,0.011014981381053647,-2.067328853484039e-06
267,Fixed effect,wildfire_count,flood_death,GDP_per_capita,0.06088849185839229,0.0002665922001180004,0.010827039753131661,-2.6606532110767547
268,Fixed effect,wildfire_count,flood_death,heat_death,0.06230113303243168,0.0004578356548834096,0.012024436788989285,-0.0024109356596705906
269,Fixed effect,wildfire_count,flood_death,winter_storm_count,0.06127125904351294,0.0002537995599760817,0.00945951898600019,0.00023907088517138487
270,Fixed effect,wildfire_count,avg_tornado_scale,PerCapitaIncome,0.059279008592789895,0.0002099666321007244,0.021747439869044944,-1.6781636259104058e-06
271,Fixed effect,wildfire_count,avg_tornado_scale,GDP_per_capita,0.05957551303307851,0.00020230626348838811,0.021319965836785706,-2.5277758825285446
272,Fixed effect,wildfire_count,avg_tornado_scale,heat_death,0.060660817845177184,0.0003670982603025917,0.02255823305416426,-0.0021510568725098805
273,Fixed effect,wildfire_count,avg_tornado_scale,winter_storm_count,0.06035623787641797,0.0001947809139443929,0.02011150372042909,0.0002767809914104193
274,Fixed effect,wildfire_count,PerCapitaIncome,GDP_per_capita,0.05964498025705467,0.000184257922304837,8.198330950024452e-06,-9.937157622286149
275,Fixed effect,wildfire_count,PerCapitaIncome,heat_death,0.06085066324155519,0.0003800232059370882,-3.1548343034416606e-06,-0.0024772794219914654
276,Fixed effect,wildfire_count,PerCapitaIncome,winter_storm_count,0.06031933064040518,0.0001857945140926541,-2.1551022044282517e-06,0.0002953522466578559
277,Fixed effect,wildfire_count,GDP_per_capita,heat_death,0.06131753249852123,0.00037624522756229105,-3.89257289822829,-0.002570596055971412
278,Fixed effect,wildfire_count,GDP_per_capita,winter_storm_count,0.060596948113692095,0.00017840687674736732,-2.7766307032183253,0.00029146115127811684
279,Fixed effect,wildfire_count,heat_death,winter_storm_count,0.06108805948706941,0.0003245921754207845,-0.0018213862216437094,0.0002330363021538001
280,Fixed effect,tropical_storm_dummy,tornado_injury,flood_count,0.05916037444521782,0.008339167527427414,5.571435352069994e-05,0.00020522233024135596
281,Fixed effect,tropical_storm_dummy,tornado_injury,flood_death,0.05974359232172255,0.00679222761536815,6.010868805775204e-05,0.008648504242487413
282,Fixed effect,tropical_storm_dummy,tornado_injury,avg_tornado_scale,0.05904852583660247,0.01831348356559731,5.451571283590968e-05,0.020344392347534615
283,Fixed effect,tropical_storm_dummy,tornado_injury,PerCapitaIncome,0.058976166246491046,0.015575762165096308,7.008825037474955e-05,-2.0474911182909745e-06
284,Fixed effect,tropical_storm_dummy,tornado_injury,GDP_per_capita,0.059294168141278525,0.013861211796859391,7.076571304878072e-05,-2.813300746602371
285,Fixed effect,tropical_storm_dummy,tornado_injury,heat_death,0.05934875316954924,0.014145606399053441,6.4656161933514e-05,-0.001272973449427161
286,Fixed effect,tropical_storm_dummy,tornado_injury,winter_storm_count,0.05995261392208673,0.012212635808374396,5.651048479489159e-05,0.0002770527752233826
287,Fixed effect,tropical_storm_dummy,flood_count,flood_death,0.05956362611753885,0.007120614268268259,0.00010273683831350321,0.007531709833169639
288,Fixed effect,tropical_storm_dummy,flood_count,avg_tornado_scale,0.05924914187763697,0.012372585757049246,0.00019770041551169808,0.01960761905000258
289,Fixed effect,tropical_storm_dummy,flood_count,PerCapitaIncome,0.059216599561640826,0.008734308737128453,0.00023657792593073543,-2.1059712295446375e-06
290,Fixed effect,tropical_storm_dummy,flood_count,GDP_per_capita,0.05951534446587248,0.007251207449784236,0.00023381130401171603,-2.8019142579210006
291,Fixed effect,tropical_storm_dummy,flood_count,heat_death,0.05952683440870021,0.008271430914488322,0.00021242363662813966,-0.0012271677167437077
292,Fixed effect,tropical_storm_dummy,flood_count,winter_storm_count,0.059954764901319346,0.008960884638483988,0.00015251843366504035,0.00025698108256857696
293,Fixed effect,tropical_storm_dummy,flood_death,avg_tornado_scale,0.0597822937535859,0.011156498060702109,0.008322167951283729,0.019247956853506692
294,Fixed effect,tropical_storm_dummy,flood_death,PerCapitaIncome,0.05975407396642518,0.008399719874026766,0.00909284675517012,-2.0835889010720153e-06
295,Fixed effect,tropical_storm_dummy,flood_death,GDP_per_capita,0.06005225531790659,0.00685806534257854,0.009035932755102455,-2.786935501962602
296,Fixed effect,tropical_storm_dummy,flood_death,heat_death,0.06019530755650959,0.006378106603354028,0.009150737325996083,-0.0013509672413866745
297,Fixed effect,tropical_storm_dummy,flood_death,winter_storm_count,0.060516830453218096,0.006473523597788185,0.00766994252527167,0.00025530088048054007
298,Fixed effect,tropical_storm_dummy,avg_tornado_scale,PerCapitaIncome,0.058997748547225615,0.020505798964131506,0.021488800183958195,-1.6135183617329572e-06
299,Fixed effect,tropical_storm_dummy,avg_tornado_scale,GDP_per_capita,0.05929186282455379,0.01886633848907373,0.021041724655623435,-2.492493662080245
300,Fixed effect,tropical_storm_dummy,avg_tornado_scale,heat_death,0.05945192354630646,0.018463520101101253,0.022214202226197275,-0.0012519531552610999
301,Fixed effect,tropical_storm_dummy,avg_tornado_scale,winter_storm_count,0.06004462217464024,0.01601234777921822,0.01983774937997534,0.00027369562384891335
302,Fixed effect,tropical_storm_dummy,PerCapitaIncome,GDP_per_capita,0.059392954825109534,0.016361926177142896,8.394573152330292e-06,-10.084712307414208
303,Fixed effect,tropical_storm_dummy,PerCapitaIncome,heat_death,0.059478175349868545,0.01549845849100436,-2.6788050391163568e-06,-0.0015194041721289116
304,Fixed effect,tropical_storm_dummy,PerCapitaIncome,winter_storm_count,0.06000731108621449,0.013783388077649224,-2.1273609660856298e-06,0.00029340564863968266
305,Fixed effect,tropical_storm_dummy,GDP_per_capita,heat_death,0.05992679097039533,0.013134063273720872,-3.5577183286910015,-0.0016407446409463984
306,Fixed effect,tropical_storm_dummy,GDP_per_capita,winter_storm_count,0.06029379974699256,0.012263494417320529,-2.7871563977139986,0.00029050088357022996
307,Fixed effect,tropical_storm_dummy,heat_death,winter_storm_count,0.060107554501509286,0.013467687580763563,-0.0010095484291647442,0.000259790728542233
308,Fixed effect,tornado_injury,flood_count,flood_death,0.059796745805010376,5.865014543372592e-05,9.33181592876536e-05,0.007713282788192741
309,Fixed effect,tornado_injury,flood_count,avg_tornado_scale,0.05936309217564706,5.192243483411234e-05,0.0002098244754911655,0.017137142619338467
310,Fixed effect,tornado_injury,flood_count,PerCapitaIncome,0.059480882126317636,6.374293234921044e-05,0.00023326988437640504,-2.3462729303183384e-06
311,Fixed effect,tornado_injury,flood_count,GDP_per_capita,0.05979238234279516,6.356508539676845e-05,0.00022598252237670375,-2.97899268056062
312,Fixed effect,tornado_injury,flood_count,heat_death,0.05974813484269903,5.848875069044679e-05,0.00020872732693108837,-0.0012514840258964544
313,Fixed effect,tornado_injury,flood_count,winter_storm_count,0.06012822125407136,5.377033765785215e-05,0.00015351375562592758,0.000254497117233966
314,Fixed effect,tornado_injury,flood_death,avg_tornado_scale,0.05994596200348967,5.59990531096958e-05,0.00867007226911479,0.016657550469114067
315,Fixed effect,tornado_injury,flood_death,PerCapitaIncome,0.06007448466465959,6.853994468897151e-05,0.009175123807455374,-2.3389847973925208e-06
316,Fixed effect,tornado_injury,flood_death,GDP_per_capita,0.060383244589928164,6.806779916920099e-05,0.009015711032744381,-2.968913255634053
317,Fixed effect,tornado_injury,flood_death,heat_death,0.06046590893422099,6.161176421254907e-05,0.009141186389359901,-0.0013649865789346377
318,Fixed effect,tornado_injury,flood_death,winter_storm_count,0.060726987467984106,5.5171692570449914e-05,0.007728434099807891,0.0002504459869550884
319,Fixed effect,tornado_injury,avg_tornado_scale,PerCapitaIncome,0.05909436751628039,6.98397245998459e-05,0.018106821672988858,-1.995324046793843e-06
320,Fixed effect,tornado_injury,avg_tornado_scale,GDP_per_capita,0.05943462219694329,6.992086717607877e-05,0.017733911921623075,-2.8215244022852395
321,Fixed effect,tornado_injury,avg_tornado_scale,heat_death,0.05953645429093357,6.313632417184041e-05,0.01938584934369834,-0.001319563715963526
322,Fixed effect,tornado_injury,avg_tornado_scale,winter_storm_count,0.06010935120132166,5.49109400122283e-05,0.017351275457800568,0.0002783461484366613
323,Fixed effect,tornado_injury,PerCapitaIncome,GDP_per_capita,0.05961020614221313,7.101330216895837e-05,8.05185764865635e-06,-10.063842482396002
324,Fixed effect,tornado_injury,PerCapitaIncome,heat_death,0.05980773247869842,7.887495374014214e-05,-3.060728326667345e-06,-0.0016027933612196377
325,Fixed effect,tornado_injury,PerCapitaIncome,winter_storm_count,0.060242504053305,6.795363909742322e-05,-2.420879266704927e-06,0.0002936017448304819
326,Fixed effect,tornado_injury,GDP_per_capita,heat_death,0.06029004040184427,7.785247635828826e-05,-3.8545178057542344,-0.001709404494983096
327,Fixed effect,tornado_injury,GDP_per_capita,winter_storm_count,0.06054997392068684,6.737804285468938e-05,-3.021555371463183,0.0002887920213213695
328,Fixed effect,tornado_injury,heat_death,winter_storm_count,0.06029484634903104,6.2479752166321e-05,-0.0010552053547277873,0.0002584839778873388
329,Fixed effect,flood_count,flood_death,avg_tornado_scale,0.05980371082798974,0.00010195109458981742,0.007528950535494699,0.017939667370450975
330,Fixed effect,flood_count,flood_death,PerCapitaIncome,0.05986134238450347,0.0001261974135574391,0.007785008063887798,-2.2293316056208258e-06
331,Fixed effect,flood_count,flood_death,GDP_per_capita,0.06016095188482373,0.00012049997116903942,0.007711647954952278,-2.8731794677166724
332,Fixed effect,flood_count,flood_death,heat_death,0.06024955165667312,9.173081153920714e-05,0.008205147208484238,-0.0013384513785307686
333,Fixed effect,flood_count,flood_death,winter_storm_count,0.06051577570770794,5.178053619178679e-05,0.0073188320672823055,0.0002511487519520553
334,Fixed effect,flood_count,avg_tornado_scale,PerCapitaIncome,0.059424505915046666,0.0002399035490018863,0.017408531376965023,-2.011582116583519e-06
335,Fixed effect,flood_count,avg_tornado_scale,GDP_per_capita,0.05973140016293832,0.00023403056446176342,0.017186715971398335,-2.7495615826272126
336,Fixed effect,flood_count,avg_tornado_scale,heat_death,0.059784847703611144,0.00021325167384681103,0.018845340441187856,-0.0012483255334007658
337,Fixed effect,flood_count,avg_tornado_scale,winter_storm_count,0.06016521651754547,0.0001575285436368198,0.017531302639976203,0.00025412570586444264
338,Fixed effect,flood_count,PerCapitaIncome,GDP_per_capita,0.05984126868612949,0.00022602499048213616,7.322655139426666e-06,-9.340629883515662
339,Fixed effect,flood_count,PerCapitaIncome,heat_death,0.06005206895658566,0.00024278599099505322,-3.00155026662978e-06,-0.0015174770118448072
340,Fixed effect,flood_count,PerCapitaIncome,winter_storm_count,0.06027485714799774,0.00018285197965467077,-2.3632023186045742e-06,0.00026615218807864757
341,Fixed effect,flood_count,GDP_per_capita,heat_death,0.06048294762190587,0.00023194476020445905,-3.7184376378292674,-0.0016200976943149651
342,Fixed effect,flood_count,GDP_per_capita,winter_storm_count,0.06056086632078794,0.0001763502336339149,-2.9330164339601237,0.0002627395866758362
343,Fixed effect,flood_count,heat_death,winter_storm_count,0.06032119392037927,0.00016819336071210544,-0.0010277052585326387,0.00023413577268437144
344,Fixed effect,flood_death,avg_tornado_scale,PerCapitaIncome,0.059964076771651276,0.009154600909723998,0.01738223861342947,-1.9852667103669245e-06
345,Fixed effect,flood_death,avg_tornado_scale,GDP_per_capita,0.0602696391262707,0.009025584088490787,0.017115950528560988,-2.7311082850809734
346,Fixed effect,flood_death,avg_tornado_scale,heat_death,0.06045550620676299,0.009086598676643352,0.01838182249237575,-0.001364469796624233
347,Fixed effect,flood_death,avg_tornado_scale,winter_storm_count,0.06073020755567815,0.007662988661310695,0.016859130815983007,0.0002518576544906951
348,Fixed effect,flood_death,PerCapitaIncome,GDP_per_capita,0.060385758000744305,0.00887490910506024,7.342036425658064e-06,-9.339810692209243
349,Fixed effect,flood_death,PerCapitaIncome,heat_death,0.060756940666601755,0.009792641097173095,-3.0581117456835007e-06,-0.0016524898348296002
350,Fixed effect,flood_death,PerCapitaIncome,winter_storm_count,0.060859452651295776,0.00817143141644407,-2.3663286638324263e-06,0.0002665793856305214
351,Fixed effect,flood_death,GDP_per_capita,heat_death,0.061193367734155624,0.009587985620551657,-3.7689052675684627,-0.0017500149246453959
352,Fixed effect,flood_death,GDP_per_capita,winter_storm_count,0.061138956731664806,0.008028352618644914,-2.921597413731351,0.0002624225711479959
353,Fixed effect,flood_death,heat_death,winter_storm_count,0.06098927541010202,0.008275960956585912,-0.001129131420746717,0.00022823740022477184
354,Fixed effect,avg_tornado_scale,PerCapitaIncome,GDP_per_capita,0.059638193890174995,0.0222549167476383,9.23311613325154e-06,-10.827123005849396
355,Fixed effect,avg_tornado_scale,PerCapitaIncome,heat_death,0.059662899871434805,0.020046907311023782,-2.634300681543032e-06,-0.001567016040854638
356,Fixed effect,avg_tornado_scale,PerCapitaIncome,winter_storm_count,0.06015744527094735,0.01799523035696916,-2.064778007615541e-06,0.0002951513330679303
357,Fixed effect,avg_tornado_scale,GDP_per_capita,heat_death,0.060142365988861246,0.01961951102248677,-3.5687278002821876,-0.0016835806842980393
358,Fixed effect,avg_tornado_scale,GDP_per_capita,winter_storm_count,0.06046292117692442,0.017741738593126017,-2.780998962245322,0.0002913369214660033
359,Fixed effect,avg_tornado_scale,heat_death,winter_storm_count,0.060313004171612894,0.019498378031713948,-0.0010530583407330554,0.0002595720580699483
360,Fixed effect,PerCapitaIncome,GDP_per_capita,heat_death,0.06031588339081517,8.571639111695466e-06,-11.287378356679934,-0.0016938859940584558
361,Fixed effect,PerCapitaIncome,GDP_per_capita,winter_storm_count,0.06053372301054338,7.083158704834373e-06,-9.163858206454435,0.00028331158762514284
362,Fixed effect,PerCapitaIncome,heat_death,winter_storm_count,0.060529369055129845,-2.9275472069828533e-06,-0.0013131263045909898,0.00027328235213463635
363,Fixed effect,GDP_per_capita,heat_death,winter_storm_count,0.060946345449029216,-3.642972803656662,-0.0014200208393252212,0.000264533683492982
