,Model,Independent variable1,Independent variable2,Independent variable3,Independent variable4,Adjusted R2,Coefficient1,Coefficient2,Coefficient3,Coefficient4
250,Fixed effect,tornado_count,tornado_injury,heat_death,winter_storm_count,0.06098945860609739,0.0005055430275924614,-5.98432637006156e-06,-0.0012087869997758158,0.000242857390795507
251,Fixed effect,tornado_count,flood_count,flood_death,avg_tornado_scale,0.06017639397967478,0.00034696519137222636,3.734250862282373e-05,0.006927160775340288,0.014936937156489206
252,Fixed effect,tornado_count,flood_count,flood_death,PerCapitaIncome,0.06026525705741881,0.00035645912714135246,5.643035019642035e-05,0.007128187384513735,-2.040469636631893e-06
253,Fixed effect,tornado_count,flood_count,flood_death,GDP_per_capita,0.060549890782257254,0.00035085600897248695,5.239605256845645e-05,0.007070966178624242,-2.714929624947465
254,Fixed effect,tornado_count,flood_count,flood_death,heat_death,0.06084829405031189,0.0004221924185811788,7.4539210939800045e-06,0.007481509003211593,-0.0014715640255360295
255,Fixed effect,tornado_count,flood_count,flood_death,winter_storm_count,0.06098413192630703,0.0003781320923127485,-2.1763039639007386e-05,0.0066256325945164675,0.00025244047986658857
256,Fixed effect,tornado_count,flood_count,avg_tornado_scale,PerCapitaIncome,0.059859777991806085,0.0003686939007875153,0.00015959257366472603,0.014253600309401069,-1.8521467443606522e-06
257,Fixed effect,tornado_count,flood_count,avg_tornado_scale,GDP_per_capita,0.06014921282789343,0.0003624537609577501,0.00015566621360777616,0.014052755262914631,-2.609037003467205
258,Fixed effect,tornado_count,flood_count,avg_tornado_scale,heat_death,0.06040490691757783,0.00043059872652538377,0.00011860188676433595,0.01498692893017498,-0.0013929039065004299
259,Fixed effect,tornado_count,flood_count,avg_tornado_scale,winter_storm_count,0.06065398124273125,0.00038642305089570936,7.379669110347163e-05,0.01407960192832767,0.0002557177125972237
260,Fixed effect,tornado_count,flood_count,PerCapitaIncome,GDP_per_capita,0.06036645464861312,0.0003959357757905657,0.0001360013892587253,7.559566300543573e-06,-9.370747857749869
261,Fixed effect,tornado_count,flood_count,PerCapitaIncome,heat_death,0.060725235663796395,0.0004430143346190804,0.00014076987133457592,-2.8420424459339544e-06,-0.001650948673254149
262,Fixed effect,tornado_count,flood_count,PerCapitaIncome,winter_storm_count,0.06079528784235333,0.00039438466889935063,9.330299212172781e-05,-2.1577387469969746e-06,0.0002660934734228185
263,Fixed effect,tornado_count,flood_count,GDP_per_capita,heat_death,0.061146014883969646,0.0004399506148691885,0.00013119220186712333,-3.5889538969620673,-0.0017537939059199274
264,Fixed effect,tornado_count,flood_count,GDP_per_capita,winter_storm_count,0.06106550291442814,0.000389116498823846,8.861303920328966e-05,-2.7571797078514444,0.0002630523589500089
265,Fixed effect,tornado_count,flood_count,heat_death,winter_storm_count,0.06103065709291078,0.0004530050385245594,6.532093645071305e-05,-0.0011816324602722972,0.00023087842103123717
266,Fixed effect,tornado_count,flood_death,avg_tornado_scale,PerCapitaIncome,0.06039345410964536,0.0003532856035788296,0.007612705562130166,0.013782058388521737,-1.8733112432908255e-06
267,Fixed effect,tornado_count,flood_death,avg_tornado_scale,GDP_per_capita,0.06067776251247936,0.0003460679033145362,0.007523135390927389,0.01358426764208226,-2.6102486990839884
268,Fixed effect,tornado_count,flood_death,avg_tornado_scale,heat_death,0.06101437656608799,0.0003956800399519164,0.007381744324755134,0.014216577714588839,-0.0014572818476468795
269,Fixed effect,tornado_count,flood_death,avg_tornado_scale,winter_storm_count,0.06112681129844488,0.0003419556374824345,0.006219752635858495,0.01335156371969926,0.000244407684688713
270,Fixed effect,tornado_count,flood_death,PerCapitaIncome,GDP_per_capita,0.06088315594732652,0.00037196673948716985,0.007176506676514136,7.292440258050645e-06,-9.138337733083322
271,Fixed effect,tornado_count,flood_death,PerCapitaIncome,heat_death,0.06138540128576553,0.0004120530743214859,0.007905835782262326,-2.930633015502799e-06,-0.001734215218476652
272,Fixed effect,tornado_count,flood_death,PerCapitaIncome,winter_storm_count,0.061300470013980646,0.0003540355868579541,0.006591745453123791,-2.210845044601411e-06,0.00025682699108947507
273,Fixed effect,tornado_count,flood_death,GDP_per_capita,heat_death,0.06179903508225837,0.00040551416277404386,0.007740019644127583,-3.6380822318056665,-0.0018287814913343524
274,Fixed effect,tornado_count,flood_death,GDP_per_capita,winter_storm_count,0.06156113846704092,0.0003477352255884084,0.00648624645326219,-2.7718883649945525,0.0002531572571226302
275,Fixed effect,tornado_count,flood_death,heat_death,winter_storm_count,0.06157088124501875,0.00039890335930204703,0.006532566558304231,-0.0012338362416536102,0.00021495448824746465
276,Fixed effect,tornado_count,avg_tornado_scale,PerCapitaIncome,GDP_per_capita,0.06040723481269705,0.000440506482626209,0.01690371303402978,8.73969233206357e-06,-10.248290044731062
277,Fixed effect,tornado_count,avg_tornado_scale,PerCapitaIncome,heat_death,0.0606753743262175,0.0004996083891145348,0.01394881982827384,-2.5933433574567353e-06,-0.001688421616763982
278,Fixed effect,tornado_count,avg_tornado_scale,PerCapitaIncome,winter_storm_count,0.0608485696879727,0.0004207714101995697,0.013130575826398778,-1.9565075038941344e-06,0.00027740350427872963
279,Fixed effect,tornado_count,avg_tornado_scale,GDP_per_capita,heat_death,0.06111698662420906,0.0004910824118598612,0.013663453001103238,-3.4681182757410314,-0.0017965839296707
280,Fixed effect,tornado_count,avg_tornado_scale,GDP_per_capita,winter_storm_count,0.06112424614256484,0.0004128554522895029,0.012979854079513697,-2.6406149745421947,0.00027412339509062713
281,Fixed effect,tornado_count,avg_tornado_scale,heat_death,winter_storm_count,0.061150793862142505,0.000460270069659966,0.014074101746354355,-0.0011924856322769394,0.000236984546144459
282,Fixed effect,tornado_count,PerCapitaIncome,GDP_per_capita,heat_death,0.06140949675976626,0.0005109814077592232,8.108394190789777e-06,-10.724143145133073,-0.001803038919946128
283,Fixed effect,tornado_count,PerCapitaIncome,GDP_per_capita,winter_storm_count,0.061297342104845276,0.00043471862856375986,6.822571019684967e-06,-8.748942410131892,0.00026316084330293206
284,Fixed effect,tornado_count,PerCapitaIncome,heat_death,winter_storm_count,0.06148605481373848,0.0004826319161139598,-2.8187318696904052e-06,-0.0014487614239957864,0.00024651408305499667
285,Fixed effect,tornado_count,GDP_per_capita,heat_death,winter_storm_count,0.061871732484508946,0.0004754858954372678,-3.507339352172581,-0.0015495107435627641,0.00023848527733166626
286,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_dummy,wildfire_count,0.06105003067313153,0.033586581597822594,0.0006063515180030803,0.02943124345811355,0.00020910311300361076
287,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_dummy,tropical_storm_dummy,0.06049995335635716,0.03426914504094237,0.0005618502614623069,0.030410974869021525,0.001124261809110715
288,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_dummy,tornado_injury,0.06067244985938769,0.03366218507240293,0.0005371186519820106,0.0287672862354859,4.764277118087307e-05
289,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_dummy,flood_count,0.06106170827840496,0.03164689764184026,0.0004555144877643657,0.03552454155165241,0.00022092820390168754
290,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_dummy,flood_death,0.061486401983954386,0.030548253823771413,0.0005006989334623105,0.03251467669340309,0.00822375111602217
291,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_dummy,avg_tornado_scale,0.06081514867870064,0.03266101932267095,0.000562370326444808,0.03104540111223761,0.019349112279309987
292,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_dummy,PerCapitaIncome,0.06067555315728357,0.03456005850067706,0.0005542385042910364,0.02936975736875981,-1.6395110313498428e-06
293,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_dummy,GDP_per_capita,0.06089707377949982,0.034453063609465054,0.0005338458744708158,0.02784183202022352,-2.3078059214545585
294,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_dummy,heat_death,0.061120400261470254,0.03527565655081905,0.0005216927860095522,0.029276309089498055,-0.0012456242847052232
295,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_dummy,winter_storm_count,0.06221988741450357,0.03707283722382983,0.0005641157142670473,0.03252165083611372,0.0003225323109837835
296,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_count,tropical_storm_dummy,0.06051055528042959,0.03456703765920155,0.0005548470853621298,0.00022201140994950066,0.006368930249425155
297,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_count,tornado_injury,0.060800608494901986,0.033414145267592024,0.0005831267455221024,0.00022904019011361852,6.355264308753946e-05
298,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_count,flood_count,0.061092739753465075,0.03155218616774782,0.0005214307368396717,0.0002605132871629801,0.00022966166192252705
299,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_count,flood_death,0.06172122418448278,0.029958893869118524,0.0005603623878938675,0.0002739992883204722,0.009321500256919621
300,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_count,avg_tornado_scale,0.06079704209595371,0.03271564988205146,0.0006229636619697301,0.00021879752667996682,0.019023718843018077
301,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_count,PerCapitaIncome,0.06068723190461156,0.03458914619579654,0.0006108517359162912,0.0002120268551597292,-1.7250339546612927e-06
302,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_count,GDP_per_capita,0.06092907609556797,0.034461085889042474,0.0005871595786256452,0.00020482218324279088,-2.411979650897358
303,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_count,heat_death,0.061983843231584346,0.03553357914291364,0.0005624672150311867,0.00036522252337080303,-0.002102951838753622
304,Fixed effect,tropical_storm_death,tropical_storm_count,wildfire_count,winter_storm_count,0.062018184039315694,0.037040192390434566,0.000623223892822272,0.00019541167632778733,0.00030409150018042473
305,Fixed effect,tropical_storm_death,tropical_storm_count,tropical_storm_dummy,tornado_injury,0.06014602251307699,0.03407442082678497,0.0005859144123473138,-0.00225396173428627,5.672741270883865e-05
306,Fixed effect,tropical_storm_death,tropical_storm_count,tropical_storm_dummy,flood_count,0.06029742091320012,0.032350318153184725,0.0006052501107756366,-0.0077732548880606765,0.0001905156688651546
307,Fixed effect,tropical_storm_death,tropical_storm_count,tropical_storm_dummy,flood_death,0.0608529459240954,0.030675514824152636,0.0006621236442805395,-0.01021190345474607,0.008304574407884903
308,Fixed effect,tropical_storm_death,tropical_storm_count,tropical_storm_dummy,avg_tornado_scale,0.06019555904671525,0.033531048364734355,0.0005669006749290422,0.0020156234159928277,0.018630091275563202
309,Fixed effect,tropical_storm_death,tropical_storm_count,tropical_storm_dummy,PerCapitaIncome,0.060121067121129745,0.03524336005431397,0.0005836602660238183,-0.0002921631699316988,-1.8230862905175509e-06
310,Fixed effect,tropical_storm_death,tropical_storm_count,tropical_storm_dummy,GDP_per_capita,0.060403381362618136,0.03501067291895948,0.000576617935849307,-0.0016652657120968797,-2.5830877079514765
311,Fixed effect,tropical_storm_death,tropical_storm_count,tropical_storm_dummy,heat_death,0.060570400863351304,0.03585089282107976,0.0005767123816605571,-0.0022681222964570655,-0.0012951304095041298
312,Fixed effect,tropical_storm_death,tropical_storm_count,tropical_storm_dummy,winter_storm_count,0.06157468528673249,0.03730785019084628,0.0007085843062054071,-0.00883046375308848,0.000321966149172967
313,Fixed effect,tropical_storm_death,tropical_storm_count,tornado_injury,flood_count,0.0604386713552304,0.032555742894071565,0.00048174243163192075,4.712790841825675e-05,0.00015925688830784217
314,Fixed effect,tropical_storm_death,tropical_storm_count,tornado_injury,flood_death,0.06099086077208071,0.030946311777927345,0.0004953873061068217,4.908605679549499e-05,0.007624149199797758
315,Fixed effect,tropical_storm_death,tropical_storm_count,tornado_injury,avg_tornado_scale,0.06037307744761422,0.03298262145723528,0.0005524864658860664,4.869168818123557e-05,0.016630128906316776
316,Fixed effect,tropical_storm_death,tropical_storm_count,tornado_injury,PerCapitaIncome,0.06040558130210982,0.0345515804174265,0.0005252498302537156,6.101052018329233e-05,-2.002586004231042e-06
317,Fixed effect,tropical_storm_death,tropical_storm_count,tornado_injury,GDP_per_capita,0.060688671534702254,0.03436715802854313,0.0005009168391170954,6.111505309408742e-05,-2.6923654954078264
318,Fixed effect,tropical_storm_death,tropical_storm_count,tornado_injury,heat_death,0.06080172385412019,0.03529412861282445,0.0005011711551058562,5.509209905916638e-05,-0.001281424673942379
319,Fixed effect,tropical_storm_death,tropical_storm_count,tornado_injury,winter_storm_count,0.061682834940719466,0.03712686190401279,0.0005587695488193073,4.3468174381671136e-05,0.00030598904519040985
320,Fixed effect,tropical_storm_death,tropical_storm_count,flood_count,flood_death,0.06083679729060676,0.0311476199440001,0.0005119425010939072,5.787914743460667e-05,0.007071141784945454
321,Fixed effect,tropical_storm_death,tropical_storm_count,flood_count,avg_tornado_scale,0.060496287390262915,0.03181399741955688,0.0005099861148518987,0.00016069998881559441,0.01643889537054192
322,Fixed effect,tropical_storm_death,tropical_storm_count,flood_count,PerCapitaIncome,0.06053356548114819,0.033227960012721804,0.00047939485047760605,0.00018692935264304203,-2.0026826949843633e-06
323,Fixed effect,tropical_storm_death,tropical_storm_count,flood_count,GDP_per_capita,0.060795799952886864,0.03309245715820108,0.0004586783595787647,0.00018221908352580372,-2.638048265970597
324,Fixed effect,tropical_storm_death,tropical_storm_count,flood_count,heat_death,0.06087726752274769,0.034135577884596584,0.00046564168628305353,0.0001617660942603103,-0.0012323986551864667
325,Fixed effect,tropical_storm_death,tropical_storm_count,flood_count,winter_storm_count,0.061616417718648564,0.03663212128855047,0.0005521892496318435,8.404825491605123e-05,0.00029544972055442487
326,Fixed effect,tropical_storm_death,tropical_storm_count,flood_death,avg_tornado_scale,0.06101852543658026,0.030325031425864728,0.000527223644995889,0.007533901876056611,0.015920832520716504
327,Fixed effect,tropical_storm_death,tropical_storm_count,flood_death,PerCapitaIncome,0.061067502181214595,0.031760215354116945,0.0005055203692546455,0.00804968671910476,-1.9952395942276336e-06
328,Fixed effect,tropical_storm_death,tropical_storm_count,flood_death,GDP_per_capita,0.06132497092123035,0.03162039869811957,0.00048350396999409826,0.007941320564298244,-2.62236480360527
329,Fixed effect,tropical_storm_death,tropical_storm_count,flood_death,heat_death,0.06150740461261184,0.03248294733952326,0.0004747396324717308,0.008013402370700397,-0.0013231611913832899
330,Fixed effect,tropical_storm_death,tropical_storm_count,flood_death,winter_storm_count,0.062094762662810554,0.034702954998892484,0.0005407199665880549,0.006254307078219511,0.0002829382471321517
331,Fixed effect,tropical_storm_death,tropical_storm_count,avg_tornado_scale,PerCapitaIncome,0.060374020895422764,0.0338527770228826,0.000570270858014324,0.017369165412370744,-1.6611945537856096e-06
332,Fixed effect,tropical_storm_death,tropical_storm_count,avg_tornado_scale,GDP_per_capita,0.06064662398486209,0.033743744266438266,0.0005460623538435847,0.017056334489008097,-2.4551201444371964
333,Fixed effect,tropical_storm_death,tropical_storm_count,avg_tornado_scale,heat_death,0.060846333814886355,0.034524944953048385,0.0005360272497371734,0.018160748382665508,-0.0012762695015424135
334,Fixed effect,tropical_storm_death,tropical_storm_count,avg_tornado_scale,winter_storm_count,0.06173279215379757,0.03645059409958335,0.0005854859547039129,0.015220171087958319,0.000305737733333019
335,Fixed effect,tropical_storm_death,tropical_storm_count,PerCapitaIncome,GDP_per_capita,0.06079969005852537,0.034112932083342366,0.0005312394395737744,7.669275477362886e-06,-9.35607951164921
336,Fixed effect,tropical_storm_death,tropical_storm_count,PerCapitaIncome,heat_death,0.061012982374682445,0.03671261888349402,0.0004996524294843401,-2.6683076469674327e-06,-0.001530731168156194
337,Fixed effect,tropical_storm_death,tropical_storm_count,PerCapitaIncome,winter_storm_count,0.06182977263459555,0.03822324804870508,0.0005658400201868234,-2.1073888108770745e-06,0.00032166037974615453
338,Fixed effect,tropical_storm_death,tropical_storm_count,GDP_per_capita,heat_death,0.06141650956398392,0.03654498332649772,0.00046539082619754103,-3.44719492873473,-0.001635589250975533
339,Fixed effect,tropical_storm_death,tropical_storm_count,GDP_per_capita,winter_storm_count,0.06206852107679295,0.03797527611166271,0.0005440202834525727,-2.6505876716287435,0.0003172006244161539
340,Fixed effect,tropical_storm_death,tropical_storm_count,heat_death,winter_storm_count,0.06190964814850408,0.03831890798081506,0.0005528415125002366,-0.0009763011712965403,0.0002886893417605926
341,Fixed effect,tropical_storm_death,wildfire_dummy,wildfire_count,tropical_storm_dummy,0.06087518010908133,0.042207706714592653,0.029996011202744387,0.00022001185215576134,0.016368605338488815
342,Fixed effect,tropical_storm_death,wildfire_dummy,wildfire_count,tornado_injury,0.060991714896367455,0.04370998432945178,0.02807783284511047,0.00021606283244790119,6.0753104490996265e-05
343,Fixed effect,tropical_storm_death,wildfire_dummy,wildfire_count,flood_count,0.061690147657939565,0.03883376421656071,0.03663500387067252,0.0002595946887904573,0.0002941461086625863
344,Fixed effect,tropical_storm_death,wildfire_dummy,wildfire_count,flood_death,0.062109778131526516,0.039172560168629536,0.03244052784296753,0.00026470547388942223,0.009934310294340006
345,Fixed effect,tropical_storm_death,wildfire_dummy,wildfire_count,avg_tornado_scale,0.06105520689047672,0.04347883014598171,0.030931704028170713,0.0002055289044269452,0.02022178440793086
346,Fixed effect,tropical_storm_death,wildfire_dummy,wildfire_count,PerCapitaIncome,0.0608921530582327,0.04530155038841502,0.029228624599132228,0.0001992297955419637,-1.6646873613066061e-06
347,Fixed effect,tropical_storm_death,wildfire_dummy,wildfire_count,GDP_per_capita,0.0611028414066771,0.044804280831454206,0.027734990969295808,0.00019301335851470012,-2.2917143124653627
348,Fixed effect,tropical_storm_death,wildfire_dummy,wildfire_count,heat_death,0.06218248484921374,0.04536568158565472,0.027608032373637327,0.0003521409436976346,-0.0020887004197012796
349,Fixed effect,tropical_storm_death,wildfire_dummy,wildfire_count,winter_storm_count,0.062336753731446204,0.047942309618992845,0.03243775984214424,0.0001809379794395798,0.00031416371796023635
350,Fixed effect,tropical_storm_death,wildfire_dummy,tropical_storm_dummy,tornado_injury,0.06045556518619166,0.0423629528970585,0.029349881442674534,0.008856398180657714,4.870658310501786e-05
351,Fixed effect,tropical_storm_death,wildfire_dummy,tropical_storm_dummy,flood_count,0.06087469221138442,0.03992844214352449,0.03652311959067828,0.0010057689811255415,0.00023804862551922776
352,Fixed effect,tropical_storm_death,wildfire_dummy,tropical_storm_dummy,flood_death,0.06125718224105603,0.03983412600467162,0.03323301982230901,0.0016593933109554375,0.00842907845213978
353,Fixed effect,tropical_storm_death,wildfire_dummy,tropical_storm_dummy,avg_tornado_scale,0.060617843971172536,0.04114782649360788,0.031676534894154534,0.012304473789669593,0.02006452183794954
354,Fixed effect,tropical_storm_death,wildfire_dummy,tropical_storm_dummy,PerCapitaIncome,0.06045984984830277,0.043319946978277166,0.02997466547156317,0.010415834668580466,-1.6669338681957088e-06
355,Fixed effect,tropical_storm_death,wildfire_dummy,tropical_storm_dummy,GDP_per_capita,0.060685749440343106,0.04306684651446423,0.028414182623357615,0.009081723863242814,-2.3434034349381756
356,Fixed effect,tropical_storm_death,wildfire_dummy,tropical_storm_dummy,heat_death,0.06091219984988261,0.0438181059593553,0.02986652904628003,0.008275605801043542,-0.0012630015299049315
357,Fixed effect,tropical_storm_death,wildfire_dummy,tropical_storm_dummy,winter_storm_count,0.06193573186790646,0.04722483182157819,0.033227577986474445,0.004111307362365313,0.0003200038959516858
358,Fixed effect,tropical_storm_death,wildfire_dummy,tornado_injury,flood_count,0.060980991093576575,0.0394022454403412,0.0348727316454151,3.784810742279152e-05,0.00022381344788954035
359,Fixed effect,tropical_storm_death,wildfire_dummy,tornado_injury,flood_death,0.061404540349140224,0.03904614150312712,0.03164723849956923,4.415136114203131e-05,0.008267627995329268
360,Fixed effect,tropical_storm_death,wildfire_dummy,tornado_injury,avg_tornado_scale,0.06067415483586247,0.04249880465502621,0.030183249206017643,4.4828058755647576e-05,0.017941916367654066
361,Fixed effect,tropical_storm_death,wildfire_dummy,tornado_injury,PerCapitaIncome,0.060647862716554646,0.043736137390613626,0.027893578147790168,5.792544484911269e-05,-1.9197977491154714e-06
362,Fixed effect,tropical_storm_death,wildfire_dummy,tornado_injury,GDP_per_capita,0.060893902985414194,0.04317582104174777,0.026231212928894288,5.8230010714563104e-05,-2.5522973470833152
363,Fixed effect,tropical_storm_death,wildfire_dummy,tornado_injury,heat_death,0.06107650778961715,0.043997510254045996,0.028109383950159647,5.188432188919372e-05,-0.0012900047100257556
364,Fixed effect,tropical_storm_death,wildfire_dummy,tornado_injury,winter_storm_count,0.0620433264968826,0.04690808911092758,0.03185819822497843,3.9348082114695486e-05,0.0003158408794635029
365,Fixed effect,tropical_storm_death,wildfire_dummy,flood_count,flood_death,0.061398451875888216,0.038379279627733257,0.0356713685480238,0.00012538428342637395,0.006810469328727678
366,Fixed effect,tropical_storm_death,wildfire_dummy,flood_count,avg_tornado_scale,0.061110893525440635,0.03883839039344391,0.036777346105835336,0.00022469275919706296,0.01685273191734384
367,Fixed effect,tropical_storm_death,wildfire_dummy,flood_count,PerCapitaIncome,0.06111662942801799,0.039809898647060846,0.035512454538023604,0.0002482066107253043,-1.9237454922498325e-06
368,Fixed effect,tropical_storm_death,wildfire_dummy,flood_count,GDP_per_capita,0.06131804063746371,0.03945408525936193,0.033831401459844236,0.00024072787263435306,-2.433055249090082
369,Fixed effect,tropical_storm_death,wildfire_dummy,flood_count,heat_death,0.06145089996822162,0.04047203717081473,0.03502987475713101,0.0002226935660196113,-0.0012016097305330416
370,Fixed effect,tropical_storm_death,wildfire_dummy,flood_count,winter_storm_count,0.06217710208580973,0.04442060769483302,0.036482413178638325,0.00015125875562547883,0.0002906032034507089
371,Fixed effect,tropical_storm_death,wildfire_dummy,flood_death,avg_tornado_scale,0.061495359143977524,0.03872836009489596,0.03373480878659972,0.008171632766789902,0.016916647860475212
372,Fixed effect,tropical_storm_death,wildfire_dummy,flood_death,PerCapitaIncome,0.06149313113368282,0.0399185763876579,0.03207590290128135,0.008669683183168271,-1.9027495688326554e-06
373,Fixed effect,tropical_storm_death,wildfire_dummy,flood_death,GDP_per_capita,0.06170357007685978,0.03947593521324066,0.030503578359358473,0.008536473712060705,-2.444282246339753
374,Fixed effect,tropical_storm_death,wildfire_dummy,flood_death,heat_death,0.061960511124310225,0.04004251760432733,0.03202151200820245,0.008623774496066461,-0.0013243345050681819
375,Fixed effect,tropical_storm_death,wildfire_dummy,flood_death,winter_storm_count,0.06260331816811127,0.043473042573271094,0.03476514090721879,0.006894037918771569,0.0002894996110207888
376,Fixed effect,tropical_storm_death,wildfire_dummy,avg_tornado_scale,PerCapitaIncome,0.060682504728030384,0.043591896406956016,0.030779105165189845,0.018622661542784753,-1.565783740366771e-06
377,Fixed effect,tropical_storm_death,wildfire_dummy,avg_tornado_scale,GDP_per_capita,0.06091512838219959,0.04312035583029814,0.029180288629288714,0.018284288287193622,-2.293664700759963
378,Fixed effect,tropical_storm_death,wildfire_dummy,avg_tornado_scale,heat_death,0.061184216290604665,0.04360699045144314,0.03057859092620055,0.01931148477862002,-0.001283067813623816
379,Fixed effect,tropical_storm_death,wildfire_dummy,avg_tornado_scale,winter_storm_count,0.062150705894870595,0.046438747086979475,0.033774075999540035,0.01639083284301248,0.00031468196081477256
380,Fixed effect,tropical_storm_death,wildfire_dummy,PerCapitaIncome,GDP_per_capita,0.060964171001423484,0.043560731259265684,0.02592932844268446,7.022680844458841e-06,-8.659751392866639
381,Fixed effect,tropical_storm_death,wildfire_dummy,PerCapitaIncome,heat_death,0.061288056523074896,0.0453029018347062,0.028034829025520364,-2.5885887557940193e-06,-0.001531493092446481
382,Fixed effect,tropical_storm_death,wildfire_dummy,PerCapitaIncome,winter_storm_count,0.06219340092025183,0.048013582534964946,0.03203548282725039,-2.022576550710464e-06,0.0003304857849631316
383,Fixed effect,tropical_storm_death,wildfire_dummy,GDP_per_capita,heat_death,0.06164408657478537,0.04459373748869955,0.02586971177921027,-3.3039009189331536,-0.0016292020777454587
384,Fixed effect,tropical_storm_death,wildfire_dummy,GDP_per_capita,winter_storm_count,0.06238889792818647,0.04744384724551383,0.030494532349719303,-2.486544342416574,0.0003257152356452145
385,Fixed effect,tropical_storm_death,wildfire_dummy,heat_death,winter_storm_count,0.062295084885546026,0.0478463662321326,0.032198126444992946,-0.0009732058176787996,0.0002979116103272911
386,Fixed effect,tropical_storm_death,wildfire_count,tropical_storm_dummy,tornado_injury,0.06059643232920342,0.042186533025156514,0.00023715621119262904,0.013408751867062607,6.335705779461464e-05
387,Fixed effect,tropical_storm_death,wildfire_count,tropical_storm_dummy,flood_count,0.060875438969212325,0.04021156070942389,0.0002637551158741574,0.00724715259974053,0.0002344208896643738
388,Fixed effect,tropical_storm_death,wildfire_count,tropical_storm_dummy,flood_death,0.06145973516477754,0.039562151524138105,0.0002753641451701209,0.006911284000835056,0.009292777264667063
389,Fixed effect,tropical_storm_death,wildfire_count,tropical_storm_dummy,avg_tornado_scale,0.06062913453733787,0.04135776621031398,0.00023111755991710924,0.017622578054582033,0.01991586047295342
390,Fixed effect,tropical_storm_death,wildfire_count,tropical_storm_dummy,PerCapitaIncome,0.06048941775939809,0.043494404757360994,0.00022207990688304219,0.015478029030377935,-1.7252607281201788e-06
391,Fixed effect,tropical_storm_death,wildfire_count,tropical_storm_dummy,GDP_per_capita,0.06072911024927241,0.04320934153578937,0.00021345376229266338,0.013905726310264965,-2.413786944747741
392,Fixed effect,tropical_storm_death,wildfire_count,tropical_storm_dummy,heat_death,0.06181722673872159,0.043726785891788626,0.0003759988402419514,0.014280221085305191,-0.0021238546522458325
393,Fixed effect,tropical_storm_death,wildfire_count,tropical_storm_dummy,winter_storm_count,0.061711099326393626,0.047316399488752,0.0001993803023621162,0.009339415914597604,0.00029658149360496335
394,Fixed effect,tropical_storm_death,wildfire_count,tornado_injury,flood_count,0.061091623577940846,0.04006579033157722,0.0002672992359112208,5.697551175868929e-05,0.00022999327190081052
395,Fixed effect,tropical_storm_death,wildfire_count,tornado_injury,flood_death,0.061728511278726916,0.03906853788862109,0.0002816287739036888,6.2121163442388e-05,0.009356291304437327
396,Fixed effect,tropical_storm_death,wildfire_count,tornado_injury,avg_tornado_scale,0.06072842801510825,0.043260468865493514,0.00022522500557774935,6.190413779215314e-05,0.017008109659091997
397,Fixed effect,tropical_storm_death,wildfire_count,tornado_injury,PerCapitaIncome,0.06076333840141035,0.04433611776672698,0.00022072687156277668,7.406491033008168e-05,-2.048380345695558e-06
398,Fixed effect,tropical_storm_death,wildfire_count,tornado_injury,GDP_per_capita,0.06102745605393611,0.043707280775637555,0.000213196583688857,7.352264693819859e-05,-2.6740705043357633
399,Fixed effect,tropical_storm_death,wildfire_count,tornado_injury,heat_death,0.06209479614535962,0.04440726109535054,0.000380160977825931,7.228056514320111e-05,-0.002178730399843329
400,Fixed effect,tropical_storm_death,wildfire_count,tornado_injury,winter_storm_count,0.06190351471728428,0.04747264204303991,0.00020168721473344552,5.6586899299054214e-05,0.0002940569630588941
401,Fixed effect,tropical_storm_death,wildfire_count,flood_count,flood_death,0.06156641716010902,0.03910026301635759,0.00028412071615846403,0.00012121626903385799,0.008020173931621011
402,Fixed effect,tropical_storm_death,wildfire_count,flood_count,avg_tornado_scale,0.061069837874832666,0.04009946405066323,0.00025856905905622074,0.00023461423935760458,0.01638480887182785
403,Fixed effect,tropical_storm_death,wildfire_count,flood_count,PerCapitaIncome,0.061122198112565695,0.04094076782947252,0.0002564934602462906,0.0002593603365425572,-2.0502250824679993e-06
404,Fixed effect,tropical_storm_death,wildfire_count,flood_count,GDP_per_capita,0.06134835213939649,0.04048712619234013,0.0002480027986070602,0.00025175476389198697,-2.5782824612146986
405,Fixed effect,tropical_storm_death,wildfire_count,flood_count,heat_death,0.06243999894316887,0.04108248844794147,0.00041455462010852706,0.0002536674458309978,-0.0021699522262686594
